"internal_taxon_id","Name_submitted","family","genus","species.correct","taxon.rank","life.form.reflora","habitat.reflora","vegetation.type.reflora","ordem.spp","establishment","habito","life.form","MaxHeight","GF","wsg","ecol.group","SeedMass_g","dispersal.syndrome"
"sp4441","Solanum velleum","Solanaceae","Solanum","Solanum velleum","species","Arbusto","Terrícola","Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",4441,"native","shrub","Woody tree (Tree or shrub)",5,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4442","Solanum vellozianum","Solanaceae","Solanum","Solanum vellozianum","species","Arbusto","Terrícola","Área Antrópica|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)",4442,"native","shrub","Woody tree (Tree or shrub)",5.9,"small_tree",0.441366954055556,"pioneer",0.00499541320943914,"zoochoric"
"sp4443","Solanum velutinum","Solanaceae","Solanum","Solanum velutinum","species","Arbusto","Terrícola","Área Antrópica|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",4443,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4444","Solanum verticillatum","Solanaceae","Solanum","Solanum verticillatum","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4444,"native","tree","Woody tree (Tree)",9,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4445","Solanum viarum","Solanaceae","Solanum","Solanum viarum","species","Arbusto","Terrícola","Área Antrópica",4445,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.002268,"zoochoric"
"sp4446","Solanum warmingii","Solanaceae","Solanum","Solanum warmingii","species","Arbusto|Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4446,"native","tree","Woody tree (Tree)",8,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4447","Sophora tomentosa","Fabaceae","Sophora","Sophora tomentosa","species","Arbusto|Subarbusto","Terrícola","Manguezal|Restinga",4447,"native","tree","Woody tree (Tree)",2,"large_shrub",0.689650309577778,"pioneer",0.12481,"autochoric"
"sp4448","Sorocea bonplandii","Moraceae","Sorocea","Sorocea bonplandii","species","Arbusto|Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4448,"native","tree","Woody tree (Tree)",19.1,"large_tree",0.625299693666667,"late_secondary",0.469166666666667,"zoochoric"
"sp4449","Sorocea carautana","Moraceae","Sorocea","Sorocea carautana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4449,"native","tree","Woody tree (Tree)",8,"small_tree",0.613593421307692,"unknown",0.421111111111111,"zoochoric"
"sp4450","Sorocea guilleminiana","Moraceae","Sorocea","Sorocea guilleminiana","species","Arbusto|Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4450,"native","tree","Woody tree (Tree)",20.2,"large_tree",0.565,"climax",0.421111111111111,"zoochoric"
"sp4451","Sorocea hilarii","Moraceae","Sorocea","Sorocea hilarii","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",4451,"native","tree","Woody tree (Tree)",12,"small_tree",0.661916315,"late_secondary",0.421111111111111,"zoochoric"
"sp4452","Sorocea jureiana","Moraceae","Sorocea","Sorocea jureiana","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",4452,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.613593421307692,"unknown",0.421111111111111,"zoochoric"
"sp4453","Sorocea klotzschiana","Moraceae","Sorocea","Sorocea klotzschiana","species","Arbusto|Árvore","Terrícola","Floresta de Terra Firme|Floresta Estacional Semidecidual",4453,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.613593421307692,"late_secondary",0.421111111111111,"zoochoric"
"sp4454","Sorocea pubivena","Moraceae","Sorocea","Sorocea pubivena","species","Arbusto|Árvore","Terrícola","Floresta de Terra Firme",4454,"native","tree","Woody tree (Tree)",22,"large_tree",0.648,"unknown",0.421111111111111,"zoochoric"
"sp4455","Sorocea racemosa","Moraceae","Sorocea","Sorocea racemosa","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4455,"native","tree","Woody tree (Tree)",7,"small_tree",0.613593421307692,"unknown",0.421111111111111,"zoochoric"
"sp4456","Sorocea saxicola","Moraceae","Sorocea","Sorocea saxicola","species","Arbusto|Árvore","Terrícola","Floresta de Terra Firme",4456,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.613593421307692,"unknown",0.421111111111111,"zoochoric"
"sp4457","Sparattanthelium borororum","Hernandiaceae","Sparattanthelium","Sparattanthelium borororum","species","Arbusto|Liana/volúvel/trepadeira","Terrícola","Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4457,"native","tree","Woody tree (Lianescent)",7,"small_tree",0.67,"unknown",0.361111111111111,NA
"sp4458","Sparattanthelium botocudorum","Hernandiaceae","Sparattanthelium","Sparattanthelium botocudorum","species","Arbusto|Liana/volúvel/trepadeira","Terrícola","Área Antrópica|Campinarana|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga",4458,"native","tree","Woody tree (Lianescent)",7.8,"small_tree",0.67,"pioneer",0.222222222222222,"zoochoric"
"sp4459","Sparattanthelium tupiniquinorum","Hernandiaceae","Sparattanthelium","Sparattanthelium tupiniquinorum","species","Arbusto","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4459,"native","tree","Woody tree (Lianescent)",12,"small_tree",0.67,"unknown",0.361111111111111,"zoochoric"
"sp4460","Sparattosperma leucanthum","Bignoniaceae","Sparattosperma","Sparattosperma leucanthum","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4460,"native","tree","Woody tree (Tree)",19.9,"large_tree",0.576666666666667,"early_secondary",0.0071472617298704,"anemochoric"
"sp4461","Sphaeropteris gardneri","Cyatheaceae","Sphaeropteris","Sphaeropteris gardneri","species","Erva","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",4461,"native","tree","Tree fern",10.485,"small_tree",0.162,"late_secondary",1.3e-07,"anemochoric"
"sp4462","Sphinctanthus insignis","Rubiaceae","Sphinctanthus","Sphinctanthus insignis","species","Arbusto","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4462,"native","tree","Woody tree (Tree)",NA,"small_tree",0.641918267777174,"unknown",NA,"zoochoric"
"sp4463","Spiranthera atlantica","Rutaceae","Spiranthera","Spiranthera atlantica","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4463,"native","tree","Woody tree (Tree)",8,"small_tree",0.686797727272727,"unknown",NA,NA
"sp4464","Spiranthera odoratissima","Rutaceae","Spiranthera","Spiranthera odoratissima","species","Arbusto","Terrícola","Campo Limpo|Cerrado (lato sensu)",4464,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.686797727272727,"unknown",NA,NA
"sp4465","Spirotheca rivieri","Malvaceae","Spirotheca","Spirotheca rivieri","species","Árvore","Hemiepífita","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4465,"native","tree","Woody tree (Hemiepiphytic)",20.6,"large_tree",0.475,"early_secondary",0.00581395348837209,"anemochoric"
"sp4466","Spondias admirabilis","Anacardiaceae","Spondias","Spondias admirabilis","species","Árvore","Terrícola","Área Antrópica|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos",4466,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.402642857142857,"unknown",3.0278864085768,NA
"sp4467","Spondias expeditionaria","Anacardiaceae","Spondias","Spondias expeditionaria","species","Árvore","Terrícola","Área Antrópica|Floresta Ombrófila (= Floresta Pluvial)",4467,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.402642857142857,"unknown",3.0278864085768,NA
"sp4468","Spondias macrocarpa","Anacardiaceae","Spondias","Spondias macrocarpa","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4468,"native","tree","Woody tree (Tree)",26.7,"large_tree",0.39,"unknown",3.16303072953319,"zoochoric"
"sp4469","Spondias mombin","Anacardiaceae","Spondias","Spondias mombin","species","Árvore","Terrícola","Área Antrópica|Floresta Ciliar ou Galeria|Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Semidecidual",4469,"native","tree","Woody tree (Tree)",22.6,"large_tree",0.401090909090909,"early_secondary",2.51221681372549,"zoochoric"
"sp4470","Spondias tuberosa","Anacardiaceae","Spondias","Spondias tuberosa","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Carrasco",4470,"native","tree","Woody tree (Tree)",10.35,"small_tree",0.45,"early_secondary",1.18707482993197,"zoochoric"
"sp4471","Spondias venulosa","Anacardiaceae","Spondias","Spondias venulosa","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4471,"native","tree","Woody tree (Tree)",21.6,"large_tree",0.56,"early_secondary",5.55555555555556,"zoochoric"
"sp4472","Stachyarrhena harleyi","Rubiaceae","Stachyarrhena","Stachyarrhena harleyi","species","Arbusto|Árvore","Terrícola","Restinga",4472,"native","tree","Woody tree (Tree)",14.2,"small_tree",0.82,"unknown",NA,"zoochoric"
"sp4473","Stephanocereus leucostele","Cactaceae","Stephanocereus","Stephanocereus leucostele","species","Arbusto|Suculenta","Terrícola","Caatinga (stricto sensu)|Carrasco",4473,"native","shrub","Succulent tree",6,"small_tree",0.3,"unknown",NA,NA
"sp4474","Stephanopodium blanchetianum","Dichapetalaceae","Stephanopodium","Stephanopodium blanchetianum","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4474,"native","tree","Woody tree (Tree)",16,"large_tree",0.6,"early_secondary",0.714285714285714,"zoochoric"
"sp4475","Stephanopodium engleri","Dichapetalaceae","Stephanopodium","Stephanopodium engleri","species","Árvore","Terrícola","Floresta Ciliar ou Galeria",4475,"native","tree","Woody tree (Tree)",13.4315,"small_tree",0.6,"unknown",0.714285714285714,"zoochoric"
"sp4476","Stephanopodium estrellense","Dichapetalaceae","Stephanopodium","Stephanopodium estrellense","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4476,"native","tree","Woody tree (Tree)",11.6,"small_tree",0.6,"unknown",0.714285714285714,"zoochoric"
"sp4477","Stephanopodium gracile","Dichapetalaceae","Stephanopodium","Stephanopodium gracile","species","Árvore",NA,"Floresta Ombrófila (= Floresta Pluvial)",4477,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.6,"unknown",0.714285714285714,NA
"sp4478","Stephanopodium magnifolium","Dichapetalaceae","Stephanopodium","Stephanopodium magnifolium","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4478,"native","tree","Woody tree (Tree)",12.85,"small_tree",0.6,"unknown",0.714285714285714,"zoochoric"
"sp4479","Stephanopodium organense","Dichapetalaceae","Stephanopodium","Stephanopodium organense","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4479,"native","tree","Woody tree (Tree)",9,"small_tree",0.6,"unknown",0.714285714285714,"zoochoric"
"sp4480","Stephanopodium sessile","Dichapetalaceae","Stephanopodium","Stephanopodium sessile","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4480,"native","tree","Woody tree (Tree)",5,"small_tree",0.6,"unknown",0.714285714285714,"zoochoric"
"sp4481","Sterculia apetala","Malvaceae","Sterculia","Sterculia apetala","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta de Terra Firme",4481,"native","tree","Woody tree (Tree)",26.4,"large_tree",0.384166666666667,"late_secondary",5.11616666666667,"zoochoric"
"sp4482","Sterculia curiosa","Malvaceae","Sterculia","Sterculia curiosa","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",4482,"native","tree","Woody tree (Tree)",30,"large_tree",0.459697674418605,"late_secondary",1.76586975128205,"zoochoric"
"sp4483","Sterculia excelsa","Malvaceae","Sterculia","Sterculia excelsa","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta de Terra Firme",4483,"native","tree","Woody tree (Tree)",33.8,"large_tree",0.5056875,"late_secondary",4.16666666666667,"zoochoric"
"sp4484","Sterculia striata","Malvaceae","Sterculia","Sterculia striata","species","Árvore","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4484,"native","tree","Woody tree (Tree)",23.4,"large_tree",0.4885,"early_secondary",3.69391025641026,"zoochoric"
"sp4485","Stifftia chrysantha","Asteraceae","Stifftia","Stifftia chrysantha","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4485,"native","tree","Woody tree (Lianescent)",4.9,"large_shrub",0.45,"late_secondary",0.02,"anemochoric"
"sp4486","Stifftia fruticosa","Asteraceae","Stifftia","Stifftia fruticosa","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4486,"native","tree","Woody tree (Tree or shrub)",6,"small_tree",0.6,"early_secondary",0.05,"anemochoric"
"sp4487","Stifftia parviflora","Asteraceae","Stifftia","Stifftia parviflora","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4487,"native","tree","Woody tree (Tree)",8,"small_tree",0.62,"early_secondary",0.0117989074921494,"anemochoric"
"sp4488","Stigmaphyllon paralias","Malpighiaceae","Stigmaphyllon","Stigmaphyllon paralias","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos",4488,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.633954638716418,"unknown",NA,"anemochoric"
"sp4489","Stillingia argutedentata","Euphorbiaceae","Stillingia","Stillingia argutedentata","species","Arbusto","Rupícola|Terrícola","Vegetação Sobre Afloramentos Rochosos",4489,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.497855754192913,"unknown",0.012223,"autochoric"
"sp4490","Stillingia oppositifolia","Euphorbiaceae","Stillingia","Stillingia oppositifolia","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4490,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.497855754192913,"late_secondary",0.012223,"autochoric"
"sp4491","Stillingia saxatilis","Euphorbiaceae","Stillingia","Stillingia saxatilis","species","Arbusto|Subarbusto","Rupícola|Terrícola","Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos",4491,"native","shrub","Woody tree (Shrub or treelet)",13.77,"large_shrub",0.497855754192913,"unknown",0.012223,"autochoric"
"sp4492","Stillingia trapezoidea","Euphorbiaceae","Stillingia","Stillingia trapezoidea","species","Arbusto|Subarbusto","Rupícola|Terrícola","Caatinga (stricto sensu)|Vegetação Sobre Afloramentos Rochosos",4492,"native","shrub","Woody tree (Shrub or treelet)",5,"small_tree",0.497855754192913,"unknown",0.012223,"autochoric"
"sp4493","Stillingia uleana","Euphorbiaceae","Stillingia","Stillingia uleana","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos",4493,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.497855754192913,"unknown",0.012223,"autochoric"
"sp4494","Strychnos acuta","Loganiaceae","Strychnos","Strychnos acuta","species","Liana/volúvel/trepadeira","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",4494,"native","shrub","Woody tree (Shrub or treelet)",4.8,"large_shrub",0.594125,"unknown",1.02422574998333,"zoochoric"
"sp4495","Strychnos brasiliensis","Loganiaceae","Strychnos","Strychnos brasiliensis","species","Arbusto|Árvore|Liana/volúvel/trepadeira","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Perenifólia|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga|Vegetação Sobre Afloramentos Rochosos",4495,"native","tree","Woody tree (Tree or shrub)",14.302,"small_tree",0.594125,"early_secondary",1,"zoochoric"
"sp4496","Strychnos dantaensis","Loganiaceae","Strychnos","Strychnos dantaensis","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4496,"native","tree","Woody tree (Tree)",4,"large_shrub",0.594125,"unknown",1.02422574998333,"zoochoric"
"sp4497","Strychnos gardneri","Loganiaceae","Strychnos","Strychnos gardneri","species","Liana/volúvel/trepadeira","Terrícola","Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos",4497,"native","tree","Woody tree (Tree)",6,"small_tree",0.594125,"unknown",1.02422574998333,"zoochoric"
"sp4498","Strychnos parvifolia","Loganiaceae","Strychnos","Strychnos parvifolia","species","Arbusto|Liana/volúvel/trepadeira|Subarbusto","Rupícola|Terrícola","Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu)|Restinga|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos",4498,"native","tree","Woody tree (Tree)",6,"small_tree",0.594125,"unknown",1.02422574998333,"zoochoric"
