"internal_taxon_id","Name_submitted","family","genus","species.correct","taxon.rank","life.form.reflora","habitat.reflora","vegetation.type.reflora","ordem.spp","establishment","habito","life.form","MaxHeight","GF","wsg","ecol.group","SeedMass_g","dispersal.syndrome"
"sp2349","Leandra barbinervis","Melastomataceae","Leandra","Leandra barbinervis","species","Arbusto|Árvore","Terrícola","Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)",2349,"native","tree","Woody tree (Tree)",8,"small_tree",0.82,"early_secondary",0.0002216,"zoochoric"
"sp2350","Leandra brackenridgei","Melastomataceae","Leandra","Leandra brackenridgei","species","Arbusto|Árvore","Terrícola","Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)",2350,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2351","Leandra breviflora","Melastomataceae","Leandra","Leandra breviflora","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2351,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2352","Leandra carassana","Melastomataceae","Leandra","Leandra carassana","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",2352,"native","tree","Woody tree (Tree)",15,"large_tree",0.82,"pioneer",0.0002216,"zoochoric"
"sp2353","Leandra clidemioides","Melastomataceae","Leandra","Leandra clidemioides","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2353,"native","tree","Woody tree (Tree)",6.9,"small_tree",0.82,"unknown",0.0002216,"zoochoric"
"sp2354","Leandra cogniauxii","Melastomataceae","Leandra","Leandra cogniauxii","species","Arbusto|Árvore","Terrícola","Floresta Estacional Semidecidual",2354,"native","shrub","Woody tree (Shrub or treelet)",NA,"small_tree",0.82,"unknown",0.0002216,"zoochoric"
"sp2355","Leandra collina","Melastomataceae","Leandra","Leandra collina","species","Arbusto|Subarbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2355,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2356","Leandra crenata","Melastomataceae","Leandra","Leandra crenata","species","Arbusto","Terrícola","Cerrado (lato sensu)",2356,"native","shrub","Woody tree (Tree or shrub)",5,"small_tree",0.82,"unknown",0.0002216,"zoochoric"
"sp2357","Leandra cuneata","Melastomataceae","Leandra","Leandra cuneata","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2357,"native","tree","Woody tree (Shrub or treelet)",4.9,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2358","Leandra dentata","Melastomataceae","Leandra","Leandra dentata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2358,"native","tree","Woody tree (Tree)",18,"large_tree",0.82,"unknown",0.0002216,"zoochoric"
"sp2359","Leandra fallacissima","Melastomataceae","Leandra","Leandra fallacissima","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2359,"native","shrub","Woody tree (Shrub or treelet)",3.5,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2360","Leandra fallax","Melastomataceae","Leandra","Leandra fallax","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2360,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.82,"early_secondary",0.0002216,"zoochoric"
"sp2361","Leandra glabrata","Melastomataceae","Leandra","Leandra glabrata","species","Arbusto","Terrícola","Campo rupestre|Floresta Ombrófila (= Floresta Pluvial)",2361,"native","shrub","Woody tree (Shrub or treelet)",5,"small_tree",0.82,"unknown",0.0002216,"zoochoric"
"sp2362","Leandra grayana","Melastomataceae","Leandra","Leandra grayana","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2362,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2363","Leandra hirta","Melastomataceae","Leandra","Leandra hirta","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2363,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2364","Leandra laevigata","Melastomataceae","Leandra","Leandra laevigata","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2364,"native","tree","Woody tree (Tree)",17.6,"large_tree",0.82,"early_secondary",0.0002216,"zoochoric"
"sp2365","Leandra loligomorpha","Melastomataceae","Leandra","Leandra loligomorpha","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2365,"native","shrub","Woody tree (Shrub or treelet)",NA,"small_tree",0.82,"unknown",0.0002216,"zoochoric"
"sp2366","Leandra melastomoides","Melastomataceae","Leandra","Leandra melastomoides","species","Arbusto|Árvore","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Restinga",2366,"native","tree","Woody tree (Tree or shrub)",7.4,"small_tree",0.82,"early_secondary",0.0002216,"zoochoric"
"sp2367","Leandra micropetala","Melastomataceae","Leandra","Leandra micropetala","species","Arbusto|Árvore","Terrícola","Floresta de Terra Firme|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)|Savana Amazônica",2367,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.82,"unknown",0.0002216,"zoochoric"
"sp2368","Leandra mourae","Melastomataceae","Leandra","Leandra mourae","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2368,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.82,"unknown",0.0002216,"zoochoric"
"sp2369","Leandra multiplinervis","Melastomataceae","Leandra","Leandra multiplinervis","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2369,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.82,"early_secondary",0.0002216,"zoochoric"
"sp2370","Leandra multisetosa","Melastomataceae","Leandra","Leandra multisetosa","species","Arbusto|Árvore|Subarbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2370,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2371","Leandra pennipilis","Melastomataceae","Leandra","Leandra pennipilis","species","Arbusto|Árvore|Subarbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)",2371,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.82,"unknown",0.0002216,"zoochoric"
"sp2372","Leandra purpurascens","Melastomataceae","Leandra","Leandra purpurascens","species","Arbusto","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2372,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2373","Leandra purpureovillosa","Melastomataceae","Leandra","Leandra purpureovillosa","species","Arbusto|Árvore","Terrícola","Campo de Altitude|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2373,"native","tree","Woody tree (Shrub or treelet)",3,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2374","Leandra quinquedentata","Melastomataceae","Leandra","Leandra quinquedentata","species","Arbusto|Árvore","Terrícola","Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2374,"native","shrub","Woody tree (Shrub or treelet)",4.9,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2375","Leandra quinquenodis","Melastomataceae","Leandra","Leandra quinquenodis","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2375,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2376","Leandra regnellii","Melastomataceae","Leandra","Leandra regnellii","species","Arbusto|Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2376,"native","tree","Woody tree (Shrub or treelet)",6.4,"large_shrub",0.82,"pioneer",0.0002216,"zoochoric"
"sp2377","Leandra reitzii","Melastomataceae","Leandra","Leandra reitzii","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2377,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.82,"unknown",0.0002216,"zoochoric"
"sp2378","Leandra rufescens","Melastomataceae","Leandra","Leandra rufescens","species","Arbusto","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",2378,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.82,"unknown",8e-04,"zoochoric"
"sp2379","Leandra salicina","Melastomataceae","Leandra","Leandra salicina","species","Arbusto|Subarbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",2379,"native","tree","Woody tree (Tree)",8,"small_tree",0.82,"unknown",0.0002216,"zoochoric"
"sp2380","Leandra sericea","Melastomataceae","Leandra","Leandra sericea","species","Arbusto","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",2380,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2381","Leandra solenifera","Melastomataceae","Leandra","Leandra solenifera","species","Arbusto|Árvore","Terrícola","Floresta de Igapó|Floresta de Terra Firme",2381,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.82,"unknown",0.0002216,"zoochoric"
"sp2382","Leandra sphaerocarpa","Melastomataceae","Leandra","Leandra sphaerocarpa","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2382,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2383","Leandra tetraquetra","Melastomataceae","Leandra","Leandra tetraquetra","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2383,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.82,"unknown",0.0002216,"zoochoric"
"sp2384","Leandra truncata","Melastomataceae","Leandra","Leandra truncata","species","Arbusto|Árvore","Terrícola","Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2384,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2385","Leandra umbellata","Melastomataceae","Leandra","Leandra umbellata","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",2385,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.82,"unknown",0.0002216,"zoochoric"
"sp2386","Leandra variabilis","Melastomataceae","Leandra","Leandra variabilis","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2386,"native","tree","Woody tree (Tree)",8,"small_tree",0.82,"early_secondary",1e-04,"zoochoric"
"sp2387","Leandra vesiculosa","Melastomataceae","Leandra","Leandra vesiculosa","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2387,"native","tree","Woody tree (Shrub or treelet)",5,"small_tree",0.82,"unknown",0.0002216,"zoochoric"
"sp2388","Lecythis chartacea","Lecythidaceae","Lecythis","Lecythis chartacea","species","Árvore","Terrícola","Floresta de Igapó|Floresta de Terra Firme",2388,"native","tree","Woody tree (Tree)",35,"large_tree",0.819,"unknown",16.6208620581698,NA
"sp2389","Lecythis ibiriba","Lecythidaceae","Lecythis","Lecythis ibiriba","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2389,"native","tree","Woody tree (Tree)",16,"large_tree",0.809072463768116,"unknown",16.6208620581698,NA
"sp2390","Lecythis lanceolata","Lecythidaceae","Lecythis","Lecythis lanceolata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2390,"native","tree","Woody tree (Tree)",28.6,"large_tree",0.983,"early_secondary",3.7037037037037,"zoochoric"
"sp2391","Lecythis lurida","Lecythidaceae","Lecythis","Lecythis lurida","species","Árvore","Terrícola","Área Antrópica|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",2391,"native","tree","Woody tree (Tree)",34.6,"large_tree",0.773,"late_secondary",46.6095238095238,"zoochoric"
"sp2392","Lecythis pisonis","Lecythidaceae","Lecythis","Lecythis pisonis","species","Árvore","Terrícola","Área Antrópica|Floresta Ombrófila (= Floresta Pluvial)",2392,"native","tree","Woody tree (Tree)",50,"large_tree",0.847769230769231,"late_secondary",4.23890923890924,"zoochoric"
"sp2393","Lecythis schwackei","Lecythidaceae","Lecythis","Lecythis schwackei","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Estacional Semidecidual",2393,"native","tree","Woody tree (Tree)",17.9,"large_tree",0.809072463768116,"unknown",16.6208620581698,"zoochoric"
"sp2394","Leocereus bahiensis","Cactaceae","Leocereus","Leocereus bahiensis","species","Arbusto|Suculenta","Rupícola|Terrícola","Caatinga (stricto sensu)|Campo rupestre|Carrasco|Floresta Estacional Decidual|Vegetação Sobre Afloramentos Rochosos",2394,"native","shrub","Succulent treelet",3.5,"large_shrub",0.3,"unknown",NA,NA
"sp2395","Lepidaploa acutangula","Asteraceae","Lepidaploa","Lepidaploa acutangula","species","Arbusto","Terrícola","Cerrado (lato sensu)",2395,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.530140647804348,"unknown",0.00024,NA
"sp2396","Lepidaploa cotoneaster","Asteraceae","Lepidaploa","Lepidaploa cotoneaster","species","Arbusto","Terrícola","Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos",2396,"native","shrub","Woody tree (Shrub or treelet)",2,"large_shrub",0.530140647804348,"unknown",0.00024,NA
"sp2397","Leptobalanus apetalus","Chrysobalanaceae","Leptobalanus","Leptobalanus apetalus","species","Árvore","Terrícola",NA,2397,"native","tree","Woody tree (Tree)",25.1,"large_tree",0.725222222222222,"late_secondary",4.16666666666667,"zoochoric"
"sp2398","Leptobalanus gardneri","Chrysobalanaceae","Leptobalanus","Leptobalanus gardneri","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria",2398,"native","tree","Woody tree (Tree or shrub)",12.2,"small_tree",0.91,"unknown",NA,"zoochoric"
"sp2399","Leptobalanus humilis","Chrysobalanaceae","Leptobalanus","Leptobalanus humilis","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)",2399,"native","tree","Woody tree (Tree or shrub)",12.9,"small_tree",0.51,"early_secondary",0.416666666666667,"zoochoric"
"sp2400","Leptobalanus octandrus","Chrysobalanaceae","Leptobalanus","Leptobalanus octandrus","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta de Terra Firme|Savana Amazônica",2400,"native","tree","Woody tree (Tree)",18.18,"large_tree",0.81,"late_secondary",NA,"zoochoric"
"sp2401","Leptobalanus turbinatus","Chrysobalanaceae","Leptobalanus","Leptobalanus turbinatus","species","Árvore","Terrícola","Restinga",2401,"native","tree","Woody tree (Tree)",15,"large_tree",0.790514391463303,"unknown",NA,"zoochoric"
"sp2402","Leptolobium bijugum","Fabaceae","Leptolobium","Leptolobium bijugum","species","Arbusto|Árvore","Terrícola","Restinga",2402,"native","tree","Woody tree (Tree)",12,"small_tree",0.739818181818182,"unknown",0.0506364817591204,"anemochoric"
"sp2403","Leptolobium brachystachyum","Fabaceae","Leptolobium","Leptolobium brachystachyum","species","Arbusto|Árvore","Rupícola|Terrícola","Campo rupestre",2403,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.739818181818182,"unknown",0.0506364817591204,NA
"sp2404","Leptolobium dasycarpum","Fabaceae","Leptolobium","Leptolobium dasycarpum","species","Árvore","Terrícola","Campo rupestre|Cerrado (lato sensu)",2404,"native","tree","Woody tree (Tree)",9.85,"small_tree",0.70275,"early_secondary",0.0402298850574713,"anemochoric"
"sp2405","Leptolobium elegans","Fabaceae","Leptolobium","Leptolobium elegans","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Estacional Semidecidual",2405,"native","tree","Woody tree (Tree)",11.09,"small_tree",0.66,"early_secondary",0.0144927536231884,"anemochoric"
"sp2406","Leptolobium glaziovianum","Fabaceae","Leptolobium","Leptolobium glaziovianum","species","Árvore","Terrícola","Cerrado (lato sensu)",2406,"native","tree","Woody tree (Tree or shrub)",14,"small_tree",0.739818181818182,"unknown",0.0506364817591204,"anemochoric"
"sp2407","Leptolobium nitens","Fabaceae","Leptolobium","Leptolobium nitens","species","Árvore","Aquática|Terrícola","Floresta de Igapó|Floresta de Terra Firme",2407,"native","tree","Woody tree (Tree)",30,"large_tree",0.83925,"unknown",0.118,NA
"sp2408","Leptolobium tenuifolium","Fabaceae","Leptolobium","Leptolobium tenuifolium","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2408,"native","tree","Woody tree (Tree)",8,"small_tree",0.739818181818182,"unknown",0.0506364817591204,NA
"sp2409","Leretia cordata","Icacinaceae","Leretia","Leretia cordata","species","Arbusto|Árvore|Liana/volúvel/trepadeira","Terrícola","Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",2409,"native","tree","Woody tree (Tree)",NA,"small_tree",0.709888888888889,"late_secondary",2.3,"zoochoric"
"sp2410","Lessingianthus grandiflorus","Asteraceae","Lessingianthus","Lessingianthus grandiflorus","species","Arbusto","Terrícola","Cerrado (lato sensu)",2410,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.530140647804348,"unknown",NA,"anemochoric"
"sp2411","Lessingianthus macrophyllus","Asteraceae","Lessingianthus","Lessingianthus macrophyllus","species","Arbusto","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",2411,"native","shrub","Woody tree (Shrub or treelet)",2.5,"large_shrub",0.530140647804348,"unknown",NA,"anemochoric"
"sp2412","Lessingianthus rugulosus","Asteraceae","Lessingianthus","Lessingianthus rugulosus","species","Arbusto","Terrícola","Cerrado (lato sensu)",2412,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.530140647804348,"unknown",NA,"anemochoric"
"sp2413","Leucochloron incuriale","Fabaceae","Leucochloron","Leucochloron incuriale","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Estacional Semidecidual",2413,"native","tree","Woody tree (Tree)",17,"large_tree",0.6005,"early_secondary",0.078740157480315,"autochoric"
"sp2414","Leucochloron limae","Fabaceae","Leucochloron","Leucochloron limae","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Floresta Estacional Decidual",2414,"native","tree","Woody tree (Tree)",18.35,"large_tree",0.6005,"unknown",0.078740157480315,NA
"sp2415","Leucochloron minarum","Fabaceae","Leucochloron","Leucochloron minarum","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",2415,"native","tree","Woody tree (Tree)",10,"small_tree",0.6005,"unknown",0.078740157480315,NA
"sp2416","Libidibia ferrea","Fabaceae","Libidibia","Libidibia ferrea","species","Árvore","Terrícola","Área Antrópica|Caatinga (stricto sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",2416,"native","tree","Woody tree (Tree)",26,"large_tree",1.1525,"early_secondary",0.150066173240923,"autochoric"
"sp2417","Licania arianeae","Chrysobalanaceae","Licania","Licania arianeae","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2417,"native","tree","Woody tree (Tree)",20,"large_tree",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2418","Licania bahiensis","Chrysobalanaceae","Licania","Licania bahiensis","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2418,"native","tree","Woody tree (Tree)",10,"small_tree",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2419","Licania belemii","Chrysobalanaceae","Licania","Licania belemii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2419,"native","tree","Woody tree (Tree)",23.5,"large_tree",0.810660606939655,"early_secondary",13.6794219987002,"zoochoric"
"sp2420","Licania canescens","Chrysobalanaceae","Licania","Licania canescens","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta de Igapó|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)",2420,"native","tree","Woody tree (Tree)",23.6,"large_tree",0.88,"unknown",1.5,"zoochoric"
"sp2421","Licania cymosa","Chrysobalanaceae","Licania","Licania cymosa","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2421,"native","tree","Woody tree (Tree)",10,"small_tree",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2422","Licania dealbata","Chrysobalanaceae","Licania","Licania dealbata","species","Arbusto|Subarbusto","Terrícola","Cerrado (lato sensu)",2422,"native","tree","Woody tree (Shrub or treelet)",3,"large_shrub",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2423","Licania discolor","Chrysobalanaceae","Licania","Licania discolor","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2423,"native","tree","Woody tree (Tree)",33.6,"large_tree",0.887,"late_secondary",13.6794219987002,"zoochoric"
"sp2424","Licania glazioviana","Chrysobalanaceae","Licania","Licania glazioviana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2424,"native","tree","Woody tree (Tree)",6,"small_tree",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2425","Licania hoehnei","Chrysobalanaceae","Licania","Licania hoehnei","species","Arbusto|Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",2425,"native","tree","Woody tree (Tree)",18,"large_tree",0.660355532,"late_secondary",13.6794219987002,"zoochoric"
"sp2426","Licania hypoleuca","Chrysobalanaceae","Licania","Licania hypoleuca","species","Árvore","Terrícola",NA,2426,"native","tree","Woody tree (Tree)",35,"large_tree",0.907333333333333,"unknown",13.6794219987002,"zoochoric"
"sp2427","Licania indurata","Chrysobalanaceae","Licania","Licania indurata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2427,"native","tree","Woody tree (Tree)",7,"small_tree",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2428","Licania kunthiana","Chrysobalanaceae","Licania","Licania kunthiana","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",2428,"native","tree","Woody tree (Tree)",25,"large_tree",0.79114095225,"late_secondary",0.333333333333333,"zoochoric"
"sp2429","Licania lamentanda","Chrysobalanaceae","Licania","Licania lamentanda","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2429,"native","tree","Woody tree (Tree)",24.7,"large_tree",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2430","Licania leptostachya","Chrysobalanaceae","Licania","Licania leptostachya","species","Arbusto|Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",2430,"native","tree","Woody tree (Tree or shrub)",8,"small_tree",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2431","Licania littoralis","Chrysobalanaceae","Licania","Licania littoralis","species","Arbusto|Árvore","Terrícola","Restinga",2431,"native","tree","Woody tree (Tree)",24.1,"large_tree",0.91,"early_secondary",1.61290322580645,"zoochoric"
"sp2432","Licania micrantha","Chrysobalanaceae","Licania","Licania micrantha","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",2432,"native","tree","Woody tree (Tree)",29.6,"large_tree",0.842,"unknown",13.6794219987002,"zoochoric"
"sp2433","Licania naviculistipula","Chrysobalanaceae","Licania","Licania naviculistipula","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2433,"native","tree","Woody tree (Tree)",22,"large_tree",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2434","Licania nitida","Chrysobalanaceae","Licania","Licania nitida","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",2434,"native","tree","Woody tree (Tree)",12,"small_tree",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2435","Licania riedelii","Chrysobalanaceae","Licania","Licania riedelii","species","Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",2435,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2436","Licania santosii","Chrysobalanaceae","Licania","Licania santosii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2436,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2437","Licania spicata","Chrysobalanaceae","Licania","Licania spicata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2437,"native","tree","Woody tree (Tree)",24.2,"large_tree",0.745,"early_secondary",13.6794219987002,"zoochoric"
"sp2438","Licania triandra","Chrysobalanaceae","Licania","Licania triandra","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",2438,"native","tree","Woody tree (Tree)",26,"large_tree",0.810660606939655,"unknown",13.6794219987002,"zoochoric"
"sp2439","Licaria armeniaca","Lauraceae","Licaria","Licaria armeniaca","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga",2439,"native","tree","Woody tree (Tree)",16.3,"large_tree",0.569590193333333,"late_secondary",1.90980555555556,"zoochoric"
"sp2440","Licaria aurea","Lauraceae","Licaria","Licaria aurea","species","Árvore","Terrícola","Floresta de Igapó|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",2440,"native","tree","Woody tree (Tree)",30,"large_tree",0.7903108232,"unknown",1.90980555555556,"zoochoric"
"sp2441","Licaria bahiana","Lauraceae","Licaria","Licaria bahiana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2441,"native","tree","Woody tree (Tree)",17,"large_tree",0.6,"late_secondary",2.22222222222222,"zoochoric"
"sp2442","Licaria chrysophylla","Lauraceae","Licaria","Licaria chrysophylla","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",2442,"native","tree","Woody tree (Tree)",17.7,"large_tree",0.785,"unknown",1.237,"zoochoric"
"sp2443","Licaria debilis","Lauraceae","Licaria","Licaria debilis","species","Árvore","Terrícola","Floresta de Igapó|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",2443,"native","tree","Woody tree (Tree)",15,"large_tree",0.7903108232,"unknown",1.90980555555556,"zoochoric"
"sp2444","Licaria guianensis","Lauraceae","Licaria","Licaria guianensis","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)",2444,"native","tree","Woody tree (Tree)",16,"large_tree",0.761666666666667,"early_secondary",1.90980555555556,"zoochoric"
