"validName","name","speciesName","speciesAuthor","infraType","infrarankAuthor","infrarankName"
"Guatteria australis","Guatteria hilariana var. angustifolia","Guatteria hilariana",NA,"var.","Schltdl.","angustifolia"
"Guatteria australis","Guatteria psilopus","Guatteria psilopus","Mart.",NA,NA,NA
"Guatteria australis","Guatteria nigrescens","Guatteria nigrescens","Mart.",NA,NA,NA
"Guatteria australis","Guatteria densicoma","Guatteria densicoma","Mart.",NA,NA,NA
"Guatteria australis","Guatteria klotzschiana","Guatteria klotzschiana","Mart.",NA,NA,NA
"Guatteria australis","Guatteria odontopetala","Guatteria odontopetala","Mart.",NA,NA,NA
"Guatteria australis","Guatteria hookeri","Guatteria hookeri","A.St.-Hil. & Tul.",NA,NA,NA
"Guatteria australis","Guatteria neglecta","Guatteria neglecta","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria polycarpa","Guatteria polycarpa","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria polycarpa subsp. drupacea","Guatteria polycarpa",NA,"subsp.","R.E.Fr.","drupacea"
"Guatteria australis","Guatteria glabrescens","Guatteria glabrescens","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria fruticosa","Guatteria fruticosa","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria dusenii","Guatteria dusenii","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria dusenii var. subglabra","Guatteria dusenii",NA,"var.","R.E.Fr.","subglabra"
"Guatteria australis","Guatteria paranensis","Guatteria paranensis","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria parvifolia","Guatteria parvifolia","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria parvifolia var. vestita","Guatteria parvifolia",NA,"var.","R.E.Fr.","vestita"
"Guatteria australis","Guatteria salicifolia","Guatteria salicifolia","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria salicifolia var. erosa","Guatteria salicifolia",NA,"var.","R.E.Fr.","erosa"
"Guatteria australis","Guatteria curvinervia","Guatteria curvinervia","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria mosenii","Guatteria mosenii","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria asterantha","Guatteria asterantha","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria acutipetala","Guatteria acutipetala","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria reflexa","Guatteria reflexa","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria silvatica","Guatteria silvatica","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria blanchetiana","Guatteria blanchetiana","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria riedeliana","Guatteria riedeliana","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria dimorphopetala","Guatteria dimorphopetala","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria clavigera","Guatteria clavigera","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria penduliflora","Guatteria penduliflora","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria minarum","Guatteria minarum","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria hilariana var. cuneata","Guatteria hilariana",NA,"var.","R.E.Fr.","cuneata"
"Guatteria australis","Guatteria hilariana var. verrucosa","Guatteria hilariana",NA,"var.","R.E.Fr.","verrucosa"
"Guatteria australis","Guatteria sordida","Guatteria sordida","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria sordida var. stenopetala","Guatteria sordida",NA,"var.","R.E.Fr.","stenopetala"
"Guatteria australis","Guatteria sordida var. lancifolia","Guatteria sordida",NA,"var.","R.E.Fr.","lancifolia"
"Guatteria australis","Guatteria sordida var. ovalis","Guatteria sordida",NA,"var.","R.E.Fr.","ovalis"
"Guatteria australis","Guatteria tenuis","Guatteria tenuis","R.E.Fr.",NA,NA,NA
"Guatteria australis","Guatteria acutiflora","Guatteria acutiflora","Mart.",NA,NA,NA
"Guatteria australis","Guatteria australis var. glabrata","Guatteria australis",NA,"var.","Mart.","glabrata"
"Guatteria australis","Guatteria nigrescens var. oblongifolia","Guatteria nigrescens",NA,"var.","Mart.","oblongifolia"
"Guatteria campestris","Guatteria reticulata","Guatteria reticulata","R.E.Fr.",NA,NA,NA
"Guatteria campestris","Guatteria xylopioides","Guatteria xylopioides","R.E.Fr.",NA,NA,NA
"Guatteria candolleana","Guatteria hilariana var. pallescens","Guatteria hilariana",NA,"var.","R.E.Fr.","pallescens"
"Guatteria citriodora","Guatteria paraensis","Guatteria paraensis","R.E.Fr.",NA,NA,NA
"Guatteria citriodora","Guatteria duckeana subsp. subcordata","Guatteria duckeana",NA,"subsp.","R.E. Fr.","subcordata"
"Guatteria dura","Guatteria kuhlmannii","Guatteria kuhlmannii","R.E.Fr.",NA,NA,NA
"Guatteria ferruginea","Guatteria glazioviana","Guatteria glazioviana","R.E.Fr.",NA,NA,NA
"Guatteria ferruginea","Guatteria burchellii","Guatteria burchellii","R.E.Fr.",NA,NA,NA
"Guatteria latifolia","Guatteria nigrescens var. latifolia","Guatteria nigrescens",NA,"var.","Mart.","latifolia"
"Guatteria oligocarpa","Guatteria cauliflora","Guatteria cauliflora","Mart.",NA,NA,NA
"Guatteria oligocarpa","Guatteria bahiensis","Guatteria bahiensis","R.E.Fr.",NA,NA,NA
"Guatteria pogonopus","Guatteria schlechtendaliana","Guatteria schlechtendaliana","Mart.",NA,NA,NA
"Guatteria schomburgkiana","Guatteria sessilis","Guatteria sessilis","R.E.Fr.",NA,NA,NA
"Guatteria schomburgkiana","Guatteria spruceana","Guatteria spruceana","R.E.Fr.",NA,NA,NA
"Guatteria schomburgkiana","Guatteria schomburgkiana var. angustifolia","Guatteria schomburgkiana",NA,"var.","Klotzsch ex R.E.Fr.","angustifolia"
"Guatteria schomburgkiana","Guatteria schomburgkiana var. latifolia","Guatteria schomburgkiana",NA,"var.","Klotzsch ex R.E.Fr.","latifolia"
"Guatteria schomburgkiana","Guatteria schomburgkiana var. holosericea","Guatteria schomburgkiana",NA,"var.","R.E.Fr.","holosericea"
"Guatteria schomburgkiana","Guatteria sandwithii","Guatteria sandwithii","R.E.Fr.",NA,NA,NA
"Guatteria schomburgkiana","Guatteria flavovirens","Guatteria flavovirens","R.E.Fr.",NA,NA,NA
"Guatteria sellowiana","Guatteria mexiae","Guatteria mexiae","R.E.Fr.",NA,NA,NA
"Guatteria sellowiana","Guatteria pubens","Guatteria pubens","(Mart.) R.E.Fr.",NA,NA,NA
"Guatteria sellowiana","Guatteria umbrosa","Guatteria umbrosa","R.E.Fr.",NA,NA,NA
"Guatteria sellowiana","Guatteria peckoltiana","Guatteria peckoltiana","R.E.Fr.",NA,NA,NA
"Guatteria sellowiana","Guatteria australis var. pubens","Guatteria australis",NA,"var.","Mart.","pubens"
"Guatteria sellowiana","Guatteria sellowiana var. montana","Guatteria sellowiana",NA,"var.","(Warm.) R.E.Fr.","montana"
"Guatteria tomentosa","Guatteria trichoclonia","Guatteria trichoclonia","Diels",NA,NA,NA
"Guatteria tomentosa","Guatteria setosa","Guatteria setosa","Rusby",NA,NA,NA
"Guatteria villosissima","Guatteria villosissima var. longepedunculata","Guatteria villosissima",NA,"var.","R.E.Fr.","longepedunculata"
"Guazuma crinita","Guazuma rosea","Guazuma rosea","Poepp. & Endl.",NA,NA,NA
"Guazuma ulmifolia","Guazuma ulmifolia var. ulmifolia","Guazuma ulmifolia",NA,"var.","Lam.","ulmifolia"
"Guazuma ulmifolia","Guazuma tomentosa","Guazuma tomentosa","Kunth",NA,NA,NA
"Guazuma ulmifolia","Guazuma ulmifolia var. glabra","Guazuma ulmifolia",NA,"var.","K.Schum.","glabra"
"Guazuma ulmifolia","Guazuma utilis","Guazuma utilis","Poepp. & Endl.",NA,NA,NA
"Guazuma ulmifolia","Guazuma ulmifolia var. tomentosa","Guazuma ulmifolia",NA,"var.","K.Schum.","tomentosa"
"Guazuma ulmifolia","Guazuma ulmifolia var. velutina","Guazuma ulmifolia",NA,"var.","(A.Braun) A.Braun ex K.Schum.","velutina"
"Guettarda angelica","Guettarda caatingae","Guettarda caatingae","Suess.",NA,NA,NA
"Guettarda angelica","Matthiola angelica","Matthiola angelica","(Mart. ex Müll.Arg.) Kuntze",NA,NA,NA
"Guettarda blanchetiana","Matthiola blanchetiana","Matthiola blanchetiana","(Müll.Arg.) Kuntze",NA,NA,NA
"Guettarda platypoda","Guettarda leai","Guettarda leai","Ridl.",NA,NA,NA
"Guettarda platypoda","Matthiola platypoda","Matthiola platypoda","(DC.) Kuntze",NA,NA,NA
"Guettarda pohliana","Guettarda comosa","Guettarda comosa","Müll.Arg.",NA,NA,NA
"Guettarda pohliana","Guettarda burchelliana","Guettarda burchelliana","Müll.Arg.",NA,NA,NA
"Guettarda pohliana","Guettarda mattogrossensis","Guettarda mattogrossensis","S.Moore",NA,NA,NA
"Guettarda pohliana","Guettarda velutina","Guettarda velutina","Zahlbr.",NA,NA,NA
"Guettarda pohliana","Matthiola burchelliana","Matthiola burchelliana","(Müll.Arg.) Kuntze",NA,NA,NA
"Guettarda pohliana","Matthiola pohliana","Matthiola pohliana","(Müll.Arg.) Kuntze",NA,NA,NA
"Guettarda sericea","Matthiola sericea","Matthiola sericea","(Müll.Arg.) Kuntze",NA,NA,NA
"Guettarda spruceana","Matthiola spruceana","Matthiola spruceana","(Müll.Arg.) Kuntze",NA,NA,NA
"Guettarda uruguensis","Chomelia morongii","Chomelia morongii","Britton",NA,NA,NA
"Guettarda uruguensis","Guettarda uruguensis var. grandifolia","Guettarda uruguensis",NA,"var.","Müll.Arg.","grandifolia"
"Guettarda uruguensis","Guettarda uruguensis var. sericans","Guettarda uruguensis",NA,"var.","Hassl.","sericans"
"Guettarda uruguensis","Guettarda uruguensis var. villicalyx","Guettarda uruguensis",NA,"var.","Hassl.","villicalyx"
"Guettarda uruguensis","Matthiola uruguensis","Matthiola uruguensis","(Cham. & Schltdl.) Kuntze",NA,NA,NA
"Guettarda viburnoides","Guettarda viburnoides var. genuina","Guettarda viburnoides",NA,"var.","Müll.Arg.","genuina"
"Guettarda viburnoides","Guettarda viburnoides var. pannosa","Guettarda viburnoides",NA,"var.","Müll.Arg.","pannosa"
"Guettarda viburnoides","Guettarda viburnoides var. rhombifolia","Guettarda viburnoides",NA,"var.","Müll.Arg.","rhombifolia"
"Guettarda viburnoides","Matthiola platyphylla","Matthiola platyphylla","(Müll.Arg.) Kuntze",NA,NA,NA
"Guettarda viburnoides","Matthiola viburnoides","Matthiola viburnoides","(Cham. & Schltdl.) Kuntze",NA,NA,NA
"Guibourtia hymenaeifolia",NA,"NA NA",NA,NA,NA,NA
"Guilandina bonduc","Caesalpinia bonduc","Caesalpinia bonduc","(L.) Roxb.",NA,NA,NA
"Guilandina bonduc","Caesalpinia bonducella","Caesalpinia bonducella","(L.) Fleming",NA,NA,NA
"Gustavia augusta","Grias aubletiana","Grias aubletiana","Miers",NA,NA,NA
"Gustavia augusta","Grias hexapetala","Grias hexapetala","Hook. ex Urb.",NA,NA,NA
"Gustavia augusta","Grias mexiana","Grias mexiana","R.Knuth",NA,NA,NA
"Gustavia augusta","Grias tetrapetala","Grias tetrapetala","(Aubl.) Nied.",NA,NA,NA
"Gustavia augusta","Gustavia angusta","Gustavia angusta","J.F.Gmel.",NA,NA,NA
"Gustavia augusta","Gustavia antillana","Gustavia antillana","Miers",NA,NA,NA
"Gustavia augusta","Gustavia augusta var. brasiliensis","Gustavia augusta",NA,"var.","O.Berg","brasiliensis"
"Gustavia augusta","Gustavia augusta var. calycaris","Gustavia augusta",NA,"var.","O.Berg","calycaris"
"Gustavia augusta","Gustavia augusta var. guianensis","Gustavia augusta",NA,"var.","O.Berg","guianensis"
"Gustavia augusta","Gustavia augusta var. verrucosa","Gustavia augusta",NA,"var.","Mart. ex O.Berg","verrucosa"
"Gustavia augusta","Gustavia brasiliensis","Gustavia brasiliensis","E.Morren",NA,NA,NA
"Gustavia augusta","Gustavia calycaris","Gustavia calycaris","(O.Berg) Miers",NA,NA,NA
"Gustavia augusta","Gustavia insignis","Gustavia insignis","Linden ex Hook.",NA,NA,NA
"Gustavia augusta","Gustavia laciniosa","Gustavia laciniosa","Miers",NA,NA,NA
"Gustavia augusta","Gustavia marcgraaviana","Gustavia marcgraaviana","Miers",NA,NA,NA
"Gustavia augusta","Gustavia meizocarpa","Gustavia meizocarpa","Gaertn.",NA,NA,NA
"Gustavia augusta","Gustavia membrillo","Gustavia membrillo","Appun",NA,NA,NA
"Gustavia augusta","Gustavia mexiana","Gustavia mexiana","R.Knuth",NA,NA,NA
"Gustavia augusta","Gustavia poeppigiana var. rigida","Gustavia poeppigiana",NA,"var.","O.Berg","rigida"
"Gustavia augusta","Gustavia theophrasta","Gustavia theophrasta","Linden",NA,NA,NA
"Gustavia augusta","Gustavia urceolata","Gustavia urceolata","Poit.",NA,NA,NA
"Gustavia augusta","Japarandiba antillana","Japarandiba antillana","(Miers) Nied.",NA,NA,NA
"Gustavia augusta","Japarandiba augusta","Japarandiba augusta","(L.) Kuntze",NA,NA,NA
"Gustavia augusta","Japarandiba marcgraaviana","Japarandiba marcgraaviana","(Miers) Nied.",NA,NA,NA
"Gustavia augusta","Pirigara tetrapetala","Pirigara tetrapetala","Aubl.",NA,NA,NA
"Gymnanthes discolor","Gussonia discolor","Gussonia discolor","Spreng.",NA,NA,NA
"Gymnanthes discolor","Gymnanthes discolor var. subconcolor","Gymnanthes discolor",NA,"var.","Müll.Arg.","subconcolor"
"Gymnanthes discolor","Sebastiania discolor","Sebastiania discolor","(Spreng.) Müll.Arg.",NA,NA,NA
"Gymnanthes discolor","Sebastiania discolor var. genuina","Sebastiania discolor",NA,"var.","Müll.Arg.","genuina"
"Gymnanthes discolor","Sebastiania discolor var. subconcolor","Sebastiania discolor",NA,"var.","(Müll.Arg.) Müll.Arg.","subconcolor"
"Gymnanthes discolor","Stillingia discolor","Stillingia discolor","(Spreng.) Baill.",NA,NA,NA
"Gymnanthes edwalliana",NA,"NA NA",NA,NA,NA,NA
"Gymnanthes gaudichaudii","Sebastiania gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,NA,NA
"Gymnanthes gaudichaudii","Excoecaria serrulata","Excoecaria serrulata","Miq.",NA,NA,NA
"Gymnanthes gaudichaudii","Stillingia gaudichaudii","Stillingia gaudichaudii","(Müll.Arg.) Baill.",NA,NA,NA
"Gymnanthes hypoleuca","Ateramnus hypoleucus","Ateramnus hypoleucus","(Benth.) Rothm.",NA,NA,NA
"Gymnanthes hypoleuca","Gymnanthes hypoleuca var. angustifolia","Gymnanthes hypoleuca",NA,"var.","Müll.Arg.","angustifolia"
"Gymnanthes hypoleuca","Gymnanthes hypoleuca var. intermedia","Gymnanthes hypoleuca",NA,"var.","Müll.Arg.","intermedia"
"Gymnanthes hypoleuca","Sebastiania hypoleuca var. angustifolia","Sebastiania hypoleuca",NA,"var.","Müll.Arg.","angustifolia"
"Gymnanthes hypoleuca","Sebastiania hypoleuca var. genuina","Sebastiania hypoleuca",NA,"var.","Müll.Arg.","genuina"
"Gymnanthes hypoleuca","Stillingia hypoleuca","Stillingia hypoleuca","(Benth.) Baill.",NA,NA,NA
"Gymnanthes klotzschiana","Sebastiania klotzschiana","Sebastiania klotzschiana","(Müll.Arg.) Müll.Arg.",NA,NA,NA
"Gymnanthes klotzschiana","Actinostemon unciformis","Actinostemon unciformis","Jabl.",NA,NA,NA
"Gymnanthes klotzschiana","Sebastiania commersoniana","Sebastiania commersoniana","(Baill.) L.B.Sm. & Downs",NA,NA,NA
"Gymnanthes klotzschiana","Adenogyne discolor","Adenogyne discolor","Klotzsch",NA,NA,NA
"Gymnanthes klotzschiana","Adenogyne marginata","Adenogyne marginata","Klotzsch",NA,NA,NA
"Gymnanthes klotzschiana","Excoecaria discolor","Excoecaria discolor","Spreng.",NA,NA,NA
"Gymnanthes klotzschiana","Excoecaria marginata","Excoecaria marginata","(Baill.) Griseb.",NA,NA,NA
"Gymnanthes klotzschiana","Gymnanthes brachyclada","Gymnanthes brachyclada","Müll.Arg.",NA,NA,NA
"Gymnanthes klotzschiana","Gymnanthes marginata","Gymnanthes marginata","Baill.",NA,NA,NA
"Gymnanthes klotzschiana","Sebastiania klotzschiana var. genuina","Sebastiania klotzschiana",NA,"var.","Müll.Arg.","genuina"
"Gymnanthes klotzschiana","Sebastiania klotzschiana var. trichoneura","Sebastiania klotzschiana",NA,"var.","Müll.Arg.","trichoneura"
"Gymnanthes klotzschiana","Stillingia commersoniana","Stillingia commersoniana","Baill.",NA,NA,NA
"Gymnanthes multiramea","Sebastiania multiramea","Sebastiania multiramea","Müll. Arg.",NA,NA,NA
"Gymnanthes multiramea","Stillingia luschnathiana","Stillingia luschnathiana","Baill.",NA,NA,NA
"Gymnanthes multiramea","Stillingia multiramea","Stillingia multiramea","(Klotzsch) Baill.",NA,NA,NA
"Gymnanthes nervosa","Stillingia nervosa","Stillingia nervosa","(Müll.Arg.) Baill.",NA,NA,NA
"Gymnanthes nervosa","Sebastiania nervosa","Sebastiania nervosa","(Müll. Arg.) Müll. Arg.",NA,NA,NA
"Gymnanthes schottiana","Sebastiania schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,NA
"Gymnanthes schottiana","Adenogyne angustifolia","Adenogyne angustifolia","(Müll.Arg.) Klotzsch",NA,NA,NA
"Gymnanthes schottiana","Adenogyne mucronata","Adenogyne mucronata","(Müll.Arg.) Klotzsch",NA,NA,NA
"Gymnanthes schottiana","Excoecaria hippophaifolia","Excoecaria hippophaifolia","Griseb.",NA,NA,NA
"Gymnanthes schottiana","Gymnanthes angustifolia","Gymnanthes angustifolia","Müll.Arg.",NA,NA,NA
"Gymnanthes schottiana","Sebastiania angustifolia","Sebastiania angustifolia","(Müll.Arg.) Müll.Arg.",NA,NA,NA
"Gymnanthes schottiana","Sebastiania hippophaifolia","Sebastiania hippophaifolia","(Griseb.) Pax",NA,NA,NA
"Gymnanthes schottiana","Sebastiania mucronata","Sebastiania mucronata","Müll.Arg.",NA,NA,NA
"Gymnanthes schottiana","Sebastiania phyllanthiformis","Sebastiania phyllanthiformis","(Baill.) Müll.Arg.",NA,NA,NA
"Gymnanthes schottiana","Sebastiania schottiana var. angustifolia","Sebastiania schottiana",NA,"var.","(Müll.Arg.) Pax & K.Hoffm.","angustifolia"
"Gymnanthes schottiana","Sebastiania schottiana var. genuina","Sebastiania schottiana",NA,"var.","Müll.Arg.","genuina"
"Gymnanthes schottiana","Sebastiania schottiana var. mucronata","Sebastiania schottiana",NA,"var.","(Müll.Arg.) Müll.Arg.","mucronata"
"Gymnanthes schottiana","Sebastiania schottiana var. phyllanthiformis","Sebastiania schottiana",NA,"var.","(Baill.) Pax & K.Hoffm.","phyllanthiformis"
"Gymnanthes schottiana","Stillingia phyllanthiformis","Stillingia phyllanthiformis","Baill.",NA,NA,NA
"Gymnanthes schottiana","Stillingia schottiana","Stillingia schottiana","(Müll.Arg.) Baill.",NA,NA,NA
"Gymnanthes serrata","Sebastiania serrata","Sebastiania serrata","(Baill. ex Müll.Arg.) Müll.Arg.",NA,NA,NA
"Gymnanthes serrata","Adenogyne serrata","Adenogyne serrata","(Baill. ex Müll.Arg.) Klotzsch",NA,NA,NA
"Hamelia patens","Duhamelia odorata","Duhamelia odorata","Willd. ex Schult.",NA,NA,NA
"Hamelia patens","Duhamelia patens","Duhamelia patens","(Jacq.) Pers.",NA,NA,NA
"Hamelia patens","Duhamelia sphaerocarpa","Duhamelia sphaerocarpa","(Ruiz & Pav.) Pers.",NA,NA,NA
"Hamelia patens","Hamelia brachystemon","Hamelia brachystemon","Wernham",NA,NA,NA
"Hamelia patens","Hamelia brittoniana","Hamelia brittoniana","Wernham",NA,NA,NA
"Hamelia patens","Hamelia coccinea","Hamelia coccinea","Sw.",NA,NA,NA
"Hamelia patens","Hamelia corymbosa","Hamelia corymbosa","Sessé & Moc.",NA,NA,NA
"Hamelia patens","Hamelia erecta","Hamelia erecta","Jacq.",NA,NA,NA
"Hamelia patens","Hamelia intermedia","Hamelia intermedia","Urb. & Ekman",NA,NA,NA
"Hamelia patens","Hamelia lanuginosa","Hamelia lanuginosa","M.Martens & Galeotti",NA,NA,NA
"Hamelia patens","Hamelia latifolia","Hamelia latifolia","Rchb. ex DC.",NA,NA,NA
"Hamelia patens","Hamelia nodosa","Hamelia nodosa","M.Martens & Galeotti",NA,NA,NA
"Hamelia patens","Hamelia patens var. axillaroides","Hamelia patens",NA,"var.","Wernham","axillaroides"
"Hamelia patens","Hamelia patens var. erecta","Hamelia patens",NA,"var.","(Jacq.) DC.","erecta"
"Hamelia patens","Hamelia patens var. glabra","Hamelia patens",NA,"var.","Oerst.","glabra"
"Hamelia patens","Hamelia patens var. quinifolia","Hamelia patens",NA,"var.","DC.","quinifolia"
"Hamelia patens","Hamelia pedicellata","Hamelia pedicellata","Wernham",NA,NA,NA
"Hamelia patens","Hamelia sphaerocarpa","Hamelia sphaerocarpa","Ruiz & Pav.",NA,NA,NA
"Hamelia patens","Hamelia suaveolens","Hamelia suaveolens","Kunth",NA,NA,NA
"Hamelia patens","Hamelia tubiflora","Hamelia tubiflora","Wernham",NA,NA,NA
"Hamelia patens","Hamelia verticillata","Hamelia verticillata","Moc. & Sessé ex DC.",NA,NA,NA
"Hamelia patens","Hamelia viridifolia","Hamelia viridifolia","Wernham",NA,NA,NA
"Hamelia patens","Hamelia patens var. patens","Hamelia patens",NA,"var.","Jacq.","patens"
"Hancornia speciosa","Echites glaucus","Echites glaucus","Roem. & Schult.",NA,NA,NA
"Hancornia speciosa","Hancornia gardneri","Hancornia gardneri","(A.DC.) Miers",NA,NA,NA
"Hancornia speciosa","Hancornia pubescens","Hancornia pubescens","Nees & Mart.",NA,NA,NA
"Hancornia speciosa","Willughbeia pubescens","Willughbeia pubescens","(Nees & Mart.) Mart.",NA,NA,NA
"Handroanthus albus","Tabebuia alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA
"Handroanthus albus","Tecoma alba","Tecoma alba","Cham.",NA,NA,NA
"Handroanthus arianeae","Tabebuia arianeae","Tabebuia arianeae","A.H.Gentry",NA,NA,NA
"Handroanthus botelhensis","Tabebuia botelhensis","Tabebuia botelhensis","A.H.Gentry",NA,NA,NA
"Handroanthus bureavii","Handroanthus dentatus","Handroanthus dentatus","(Bureau & K.Schum.) Mattos",NA,NA,NA
"Handroanthus bureavii","Tabebuia bureavii","Tabebuia bureavii","Sandwith",NA,NA,NA
"Handroanthus bureavii","Tecoma dentata","Tecoma dentata","Bureau & K.Schum.",NA,NA,NA
"Handroanthus catarinensis","Tabebuia catarinensis","Tabebuia catarinensis","A.H.Gentry",NA,NA,NA
"Handroanthus chrysotrichus","Gelseminum chrysotrichum","Gelseminum chrysotrichum","(Mart. ex DC.) Kuntze",NA,NA,NA
"Handroanthus chrysotrichus","Handroanthus chrysotrichus var. obtusata","Handroanthus chrysotrichus",NA,"var.","(DC.) Mattos","obtusata"
"Handroanthus chrysotrichus","Tabebuia chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.",NA,NA,NA
"Handroanthus chrysotrichus","Tabebuia chrysotricha var. obtusata","Tabebuia chrysotricha",NA,"var.","(DC.) Toledo","obtusata"
"Handroanthus chrysotrichus","Tecoma chrysotricha","Tecoma chrysotricha","Mart. ex DC.",NA,NA,NA
"Handroanthus chrysotrichus","Tecoma chrysotricha var. obtusata","Tecoma chrysotricha",NA,"var.","(DC.) Bureau & K.Schum.","obtusata"
"Handroanthus chrysotrichus","Tecoma flavescens","Tecoma flavescens","Mart. ex DC.",NA,NA,NA
"Handroanthus chrysotrichus","Tecoma grandis","Tecoma grandis","Kraenzl.",NA,NA,NA
"Handroanthus chrysotrichus","Tecoma obtusata","Tecoma obtusata","DC.",NA,NA,NA
"Handroanthus chrysotrichus","Tecoma ochracea var. denudata","Tecoma ochracea",NA,"var.","Cham.","denudata"
"Handroanthus cristatus","Tabebuia cristata","Tabebuia cristata","A.H.Gentry",NA,NA,NA
"Handroanthus heptaphyllus","Bignonia heptaphylla","Bignonia heptaphylla","Vell.",NA,NA,NA
"Handroanthus heptaphyllus","Handroanthus avellanedae var. paullensis","Handroanthus avellanedae",NA,"var.","(Toledo) Mattos","paullensis"
"Handroanthus heptaphyllus","Handroanthus eximius","Handroanthus eximius","(Miq.) Mattos",NA,NA,NA
"Handroanthus heptaphyllus","Handroanthus impetiginosus var. lepidota","Handroanthus impetiginosus",NA,"var.","(Bureau) Mattos","lepidota"
"Handroanthus heptaphyllus","Tabebuia avellanedae var. paulensis","Tabebuia avellanedae",NA,"var.","Toledo","paulensis"
"Handroanthus heptaphyllus","Tabebuia eximia","Tabebuia eximia","(Miq.) Sandwith",NA,NA,NA
"Handroanthus heptaphyllus","Tabebuia heptaphylla","Tabebuia heptaphylla","(Vell.) Toledo",NA,NA,NA
"Handroanthus heptaphyllus","Tabebuia impetiginosa var. lepidota","Tabebuia impetiginosa",NA,"var.","(Bureau) Toledo","lepidota"
"Handroanthus heptaphyllus","Tabebuia ipe","Tabebuia ipe","(Mart. ex K.Schum.) Standl.",NA,NA,NA
"Handroanthus heptaphyllus","Tecoma curialis","Tecoma curialis","Saldanha",NA,NA,NA
"Handroanthus heptaphyllus","Tecoma eximia","Tecoma eximia","Miq.",NA,NA,NA
"Handroanthus heptaphyllus","Tecoma impetiginosa var. lepidota","Tecoma impetiginosa",NA,"var.","Bureau","lepidota"
"Handroanthus heptaphyllus","Tecoma ipe","Tecoma ipe","Mart. ex K.Schum.",NA,NA,NA
"Handroanthus heptaphyllus","Tecoma ipe var. desinens","Tecoma ipe",NA,"var.","Sprague","desinens"
"Handroanthus impetiginosus","Gelseminum avellanedae","Gelseminum avellanedae","(Lorentz ex Griseb.) Kuntze",NA,NA,NA
"Handroanthus impetiginosus","Handroanthus avellanedae","Handroanthus avellanedae","(Lorentz ex Griseb.) Mattos",NA,NA,NA
"Handroanthus impetiginosus","Tabebuia avellanedae","Tabebuia avellanedae","Lorentz ex Griseb.",NA,NA,NA
"Handroanthus impetiginosus","Tabebuia dugandii","Tabebuia dugandii","Standl.",NA,NA,NA
"Handroanthus impetiginosus","Tabebuia impetiginosa","Tabebuia impetiginosa","(Mart. ex DC.) Standl.",NA,NA,NA
"Handroanthus impetiginosus","Tabebuia ipe var. integra","Tabebuia ipe",NA,"var.","(Sprague) Sandwith","integra"
"Handroanthus impetiginosus","Tabebuia nicaraguensis","Tabebuia nicaraguensis","S.F.Blake",NA,NA,NA
"Handroanthus impetiginosus","Tabebuia palmeri","Tabebuia palmeri","Rose",NA,NA,NA
"Handroanthus impetiginosus","Tabebuia schunkevigoi","Tabebuia schunkevigoi","D.R.Simpson",NA,NA,NA
"Handroanthus impetiginosus","Tecoma adenophylla","Tecoma adenophylla","Bureau & K.Schum.",NA,NA,NA
"Handroanthus impetiginosus","Tecoma avellanedae","Tecoma avellanedae","(Lorentz ex Griseb.) Speg.",NA,NA,NA
"Handroanthus impetiginosus","Tecoma avellanedae var. alba","Tecoma avellanedae",NA,"var.","Lillo","alba"
"Handroanthus impetiginosus","Tecoma impetiginosa","Tecoma impetiginosa","Mart. ex DC.",NA,NA,NA
"Handroanthus impetiginosus","Tecoma integra","Tecoma integra","(Sprague) Hassl.",NA,NA,NA
"Handroanthus impetiginosus","Tecoma ipe var. integra","Tecoma ipe",NA,"var.","Sprague","integra"
"Handroanthus impetiginosus","Tecoma ipe var. integrifolia","Tecoma ipe",NA,"var.","Hassl.","integrifolia"
"Handroanthus ochraceus","Bignonia heteropoda","Bignonia heteropoda","DC.",NA,NA,NA
