"validName","name","speciesName","speciesAuthor","infraType","infrarankAuthor","infrarankName"
"Varronia polycephala","Cordia discolor","Cordia discolor","Cham.",NA,NA,NA
"Varronia polycephala","Cordia monosperma","Cordia monosperma","(Jacq.) Roem. & Schult.",NA,NA,NA
"Varronia polycephala","Cordia polycephala","Cordia polycephala","(Lam.) I.M.Johnst.",NA,NA,NA
"Varronia polycephala","Cordia salzmanni","Cordia salzmanni","DC.",NA,NA,NA
"Varronia polycephala","Cordia patens","Cordia patens","Kunth",NA,NA,NA
"Varronia spinescens","Cordia schomburgkii","Cordia schomburgkii","DC.",NA,NA,NA
"Vasconcellea glandulosa","Carica glandulosa","Carica glandulosa","Pav. ex A.DC.",NA,NA,NA
"Vasconcellea monoica","Carica monoica","Carica monoica","Desf.",NA,NA,NA
"Vasconcellea quercifolia","Carica quercifolia","Carica quercifolia","(A. St.-Hil.) Hieron.",NA,NA,NA
"Vassobia breviflora","Dunalia breviflora","Dunalia breviflora","(Sendtn.) Sleumer",NA,NA,NA
"Vatairea macrocarpa","Tipuana amazonica","Tipuana amazonica","Ducke",NA,NA,NA
"Vatairea macrocarpa","Machaerium macrocarpum","Machaerium macrocarpum",NA,NA,NA,NA
"Vellozia tubiflora","Vellozia annulata","Vellozia annulata","Goethart & Henrard",NA,NA,NA
"Vellozia tubiflora","Vellozia dawsonii","Vellozia dawsonii","L.B.Sm.",NA,NA,NA
"Vellozia tubiflora","Vellozia lanata","Vellozia lanata","Pohl",NA,NA,NA
"Vellozia tubiflora","Vellozia machrisiana","Vellozia machrisiana","L.B.Sm.",NA,NA,NA
"Vellozia tubiflora","Vellozia maculata","Vellozia maculata","Goethart & Henrard",NA,NA,NA
"Vellozia tubiflora","Vellozia uleana","Vellozia uleana","L.B.Sm.",NA,NA,NA
"Vellozia tubiflora","Vellozia velutinosa","Vellozia velutinosa","Goethart & Henrard",NA,NA,NA
"Vellozia tubiflora","Barbacenia alexandrinae","Barbacenia alexandrinae","R.H.Schomb.",NA,NA,NA
"Vellozia tubiflora","Barbacenia tubiflora","Barbacenia tubiflora","(A.Rich.) Benth. & Hook.f. ex B.D.Jacks.",NA,NA,NA
"Vellozia tubiflora","Vellozia alexandrinae","Vellozia alexandrinae","(R.H.Schomb.) Taub.",NA,NA,NA
"Vellozia tubiflora","Vellozia cachimbensis","Vellozia cachimbensis","L.B.Sm.",NA,NA,NA
"Vellozia tubiflora","Vellozia cana","Vellozia cana","Goethart & Henrard",NA,NA,NA
"Vellozia tubiflora","Vellozia macrosiphonia","Vellozia macrosiphonia","Taub.",NA,NA,NA
"Vellozia tubiflora","Vellozia rhynchocarpa","Vellozia rhynchocarpa","Goethart & Henrard",NA,NA,NA
"Vellozia variabilis","Vellozia variabilis var. variabilis","Vellozia variabilis",NA,"var.","Mart. ex Schult. & Schult.f.","variabilis"
"Vellozia variabilis","Vellozia verruculosa","Vellozia verruculosa","Mart. ex Schult. & Schult.f.",NA,NA,NA
"Vellozia variabilis","Vellozia crassirama","Vellozia crassirama","Goethart & Henrard",NA,NA,NA
"Vellozia variabilis","Vellozia wettsteinii","Vellozia wettsteinii","Goethart & Henrard",NA,NA,NA
"Vellozia variabilis","Vellozia variabilis var. major","Vellozia variabilis",NA,"var.","Schult. & Schult.f.","major"
"Vernonanthura beyrichii","Vernonia beyrichii","Vernonia beyrichii","Less.",NA,NA,NA
"Vernonanthura brasiliana","Vernonia brasiliana","Vernonia brasiliana","(L.) Druce",NA,NA,NA
"Vernonanthura brasiliana","Baccharis brasiliana","Baccharis brasiliana","L.",NA,NA,NA
"Vernonanthura catharinensis","Vernonia catharinensis","Vernonia catharinensis","Cabrera",NA,NA,NA
"Vernonanthura discolor","Vernonia discolor","Vernonia discolor","(Spreng.) Less.",NA,NA,NA
"Vernonanthura divaricata","Vernonia diffusa","Vernonia diffusa","Less.",NA,NA,NA
"Vernonanthura fagifolia","Vernonia fagifolia","Vernonia fagifolia","Gardner",NA,NA,NA
"Vernonanthura ferruginea","Vernonia ferruginea","Vernonia ferruginea","Less.",NA,NA,NA
"Vernonanthura membranacea","Vernonia membranacea","Vernonia membranacea","Gardner",NA,NA,NA
"Vernonanthura patens","Vernonia patens","Vernonia patens","Kunth",NA,NA,NA
"Vernonanthura petiolaris","Vernonia petiolaris","Vernonia petiolaris","DC.",NA,NA,NA
"Vernonanthura polyanthes","Vernonia polyanthes","Vernonia polyanthes","(Spreng.) Less.",NA,NA,NA
"Vernonanthura polyanthes","Vernonanthura phosphorica","Vernonanthura phosphorica","(Vell.) H.Rob.",NA,NA,NA
"Vernonanthura rubriramea",NA,"NA NA",NA,NA,NA,NA
"Vernonanthura viscidula","Vernonia viscidula","Vernonia viscidula","Less.",NA,NA,NA
"Virola bicuhyba","Virola oleifera","Virola oleifera","(Schott) A.C.Sm.",NA,NA,NA
"Virola sebifera","Virola theiodora","Virola theiodora","(Spruce ex Benth.) Warb.",NA,NA,NA
"Vismia cayennensis","Vismia cayennensis var. cayennensis","Vismia cayennensis",NA,"var.","(Jacq.) Pers.","cayennensis"
"Vismia cayennensis","Hypericum cayennensis","Hypericum cayennensis","Jacq.",NA,NA,NA
"Vismia gracilis","Vismia amazonica","Vismia amazonica","Ewan",NA,NA,NA
"Vismia gracilis","Vismia glaziovii","Vismia glaziovii","Ruhland",NA,NA,NA
"Vismia guianensis","Vismia reichardtiana","Vismia reichardtiana","(Kuntze) Ewan",NA,NA,NA
"Vismia guianensis","Vismia guianensis var. acuminata","Vismia guianensis",NA,"var.","(Lam.) M.E.Berg","acuminata"
"Vismia guianensis","Hypericum guianense","Hypericum guianense","Aubl.",NA,NA,NA
"Vismia guianensis","Vismia acuminata","Vismia acuminata","(Lam.) Pers.",NA,NA,NA
"Vismia guianensis","Vismia caparosa","Vismia caparosa","Kunth",NA,NA,NA
"Vismia guianensis","Vismia ferruginea","Vismia ferruginea","Kunth",NA,NA,NA
"Vismia macrophylla","Vismia angusta","Vismia angusta","Miq.",NA,NA,NA
"Vismia macrophylla","Vismia duckei","Vismia duckei","Maguire",NA,NA,NA
"Vismia magnoliifolia","Vismia magnoliaefolia","Vismia magnoliaefolia","Cham. & Schltdl.",NA,NA,NA
"Vismia pentagyna","Vismia decipiens","Vismia decipiens","Cham. & Schltdl.",NA,NA,NA
"Vitex capitata","Vitex wittrockiana","Vitex wittrockiana","Moldenke",NA,NA,NA
"Vitex cymosa","Vitex discolor","Vitex discolor","Glaz.",NA,NA,NA
"Vitex klugii","Vitex amazonica","Vitex amazonica","Moldenke",NA,NA,NA
"Vitex megapotamica","Vitex bignonioides","Vitex bignonioides","Kunth",NA,NA,NA
"Vitex megapotamica","Vitex megapotamica var. multinervis","Vitex megapotamica",NA,"var.","(Cham.) Moldenke","multinervis"
"Vitex megapotamica","Vitex montevidensis","Vitex montevidensis","Cham.",NA,NA,NA
"Vitex megapotamica","Vitex multinervis","Vitex multinervis","(Cham.) Schauer",NA,NA,NA
"Vitex megapotamica","Vitex taruma","Vitex taruma","Mart.",NA,NA,NA
"Vitex megapotamica","Vitex viticifolia","Vitex viticifolia","(DC.) B.L.Rob.",NA,NA,NA
"Vitex mexiae","Vitex brasiliensis","Vitex brasiliensis","Mart. ex Schauer",NA,NA,NA
"Vitex orinocensis","Vitex orinocensis var. multiflora","Vitex orinocensis",NA,"var.","(Miq.) Huber","multiflora"
"Vitex orinocensis","Vitex orinocensis var. amazonica","Vitex orinocensis",NA,"var.","Huber","amazonica"
"Vitex polygama","Vitex polygama var. glaziovii","Vitex polygama",NA,"var.","Moldenke","glaziovii"
"Vitex polygama","Vitex laciniosa","Vitex laciniosa","Turcz.",NA,NA,NA
"Vitex polygama","Vitex polygama var. hirsuta","Vitex polygama",NA,"var.","Schauer","hirsuta"
"Vitex rufescens","Vitex regnelliana","Vitex regnelliana","Moldenke",NA,NA,NA
"Vitex rufescens","Vitex perriana","Vitex perriana","Moldenke",NA,NA,NA
"Vitex rufescens","Vitex rufescens var. abludens","Vitex rufescens",NA,"var.","(Moldenke) Moldenke","abludens"
"Vitex rufescens","Vitex rufescens var. paraensis","Vitex rufescens",NA,"var.","Moldenke","paraensis"
"Vochysia acuminata","Vochysia acuminata subsp. quadrangulata","Vochysia acuminata",NA,"subsp.","(Warm.) Stafleu","quadrangulata"
"Vochysia laurifolia","Vochysia acuminata subsp. laurifolia","Vochysia acuminata",NA,"subsp.","(Warm.) Stafleu","laurifolia"
"Vochysia rotundifolia","Vochysia cipoana","Vochysia cipoana","Stafleu",NA,NA,NA
"Vochysia schwackeana","Vochysia schwackeana var. glabra","Vochysia schwackeana",NA,"var.","Stafleu","glabra"
"Vochysia schwackeana","Vochysia schwackeana var. schwakeana","Vochysia schwackeana",NA,"var.","Warm.","schwakeana"
"Waltheria cinerascens","Waltheria lantanaefolia","Waltheria lantanaefolia","A. St.-Hil. & Naudin",NA,NA,NA
"Waltheria cinerascens","Waltheria cinerescens","Waltheria cinerescens","A.St.-Hil.",NA,NA,NA
"Wedelia villosa","Aspilia ramagii","Aspilia ramagii","Ridl.",NA,NA,NA
"Wedelia villosa","Wedelia alagoensis","Wedelia alagoensis","Baker",NA,NA,NA
"Wedelia villosa","Wedelia ramagii","Wedelia ramagii","(Ridl.) J.U.Santos",NA,NA,NA
"Weinmannia humilis","Weinmannia humillis","Weinmannia humillis","Engl.",NA,NA,NA
"Weinmannia paulliniifolia","Weinmannia paulliniaefolia","Weinmannia paulliniaefolia","Pohl",NA,NA,NA
"Weinmannia pinnata","Weinmannia glabra","Weinmannia glabra","L.f.",NA,NA,NA
"Weinmannia pinnata","Weinmannia hirta","Weinmannia hirta","Sw.",NA,NA,NA
"Weinmannia pinnata","Weinmannia hirtella","Weinmannia hirtella","Kunth.",NA,NA,NA
"Wunderlichia crulsiana","Wunderlichia bahiensis","Wunderlichia bahiensis","Maguire & G.M.Barroso",NA,NA,NA
"Wunderlichia mirabilis","Wunderlichia tomentosa","Wunderlichia tomentosa","Glaz.",NA,NA,NA
"Ximenia americana","Ximenia aculeata","Ximenia aculeata","Crantz",NA,NA,NA
"Ximenia americana","Ximenia arborescens","Ximenia arborescens","Tussac ex Walp.",NA,NA,NA
"Ximenia americana","Ximenia elliptica","Ximenia elliptica","Spreng.",NA,NA,NA
"Ximenia americana","Ximenia spinosa","Ximenia spinosa","Salisb.",NA,NA,NA
"Ximenia americana","Heymassoli inermis","Heymassoli inermis","Aubl.",NA,NA,NA
"Ximenia americana","Heymassoli spinosa","Heymassoli spinosa","Aubl.",NA,NA,NA
"Ximenia americana","Amyris arborescens","Amyris arborescens","P.Browne",NA,NA,NA
"Ximenia americana","Pimecaria odorata","Pimecaria odorata","Raf.",NA,NA,NA
"Ximenia americana","Ximenia multiflora","Ximenia multiflora","Jacq.",NA,NA,NA
"Ximenia americana","Ximenia inermis","Ximenia inermis","L.",NA,NA,NA
"Ximenia americana","Ximenia montana","Ximenia montana","Macfad.",NA,NA,NA
"Ximenia americana","Ximenia fluminensis","Ximenia fluminensis","Roem.",NA,NA,NA
"Ximenia americana","Ximenia verrucosa","Ximenia verrucosa","Roem.",NA,NA,NA
"Ximenia americana","Ximenia oblonga","Ximenia oblonga","Lam. ex Hemsl.",NA,NA,NA
"Ximenia americana","Ximenia americana var. ovata","Ximenia americana",NA,"var.","DC.","ovata"
"Ximenia americana","Ximenia americana var. oblonga","Ximenia americana",NA,"var.","DC.","oblonga"
"Xylopia aromatica","Uvaria aromatica","Uvaria aromatica","Lam.",NA,NA,NA
"Xylopia aromatica","Xylopia grandiflora","Xylopia grandiflora","A.St.-Hil.",NA,NA,NA
"Xylopia brasiliensis","Xylopia brasiliensis var. gracilis","Xylopia brasiliensis",NA,"var.","R.E.Fr.","gracilis"
"Xylopia brasiliensis","Xylopia gracilis","Xylopia gracilis","(R.E.Fr.) R.E.Fr.",NA,NA,NA
"Xylopia laevigata","Annona laevigata","Annona laevigata","Mart.",NA,NA,NA
"Xylopia langsdorffiana","Xylopia lanceolata","Xylopia lanceolata","R.E.Fr.",NA,NA,NA
"Xylopia sericea","Xylopia intermedia","Xylopia intermedia","R.E.Fr.",NA,NA,NA
"Xylosma benthamii","Xylosma digyna","Xylosma digyna","Eichler",NA,NA,NA
"Xylosma benthamii","Flacourtia nitida","Flacourtia nitida","Benth.",NA,NA,NA
"Xylosma benthamii","Xylosma digynum","Xylosma digynum","Eichler",NA,NA,NA
"Xylosma ciliatifolia","Hisingera ciliatifolia","Hisingera ciliatifolia","Clos",NA,NA,NA
"Xylosma ciliatifolia","Myroxylon ciliatifolium","Myroxylon ciliatifolium","Kuntze",NA,NA,NA
"Xylosma prockia","Xylosma salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA
"Xylosma prockia","Xylosma salzmannii var. longifolium","Xylosma salzmannii",NA,"var.","Eichler","longifolium"
"Xylosma prockia","Hisingera lucens","Hisingera lucens","Clos",NA,NA,NA
"Xylosma prockia","Hisingera prockia","Hisingera prockia","Turcz.",NA,NA,NA
"Xylosma prockia","Myroxylon salzmanni","Myroxylon salzmanni","Kuntze",NA,NA,NA
"Xylosma prockia","Xylosma salzmanni","Xylosma salzmanni","(Clos) Eichler",NA,NA,NA
"Xylosma tweediana","Xylosma warburgii","Xylosma warburgii","(Briq.) Briq.",NA,NA,NA
"Xylosma tweediana","Xylosma grayi","Xylosma grayi","Gilg",NA,NA,NA
"Xylosma tweediana","Myroxylon tweedianum","Myroxylon tweedianum","(Clos) Kuntze",NA,NA,NA
"Xylosma tweediana","Myroxylon warburgii","Myroxylon warburgii","Briq.",NA,NA,NA
"Xylosma tweediana","Hisingera tweediana","Hisingera tweediana","Clos",NA,NA,NA
"Xylosma venosa","Xylosma balansae","Xylosma balansae","Briq.",NA,NA,NA
"Xylosma venosa","Xylosma paraguayense","Xylosma paraguayense","Briq.",NA,NA,NA
"Zanthoxylum acuminatum","Fagara acreana","Fagara acreana","K.Krause",NA,NA,NA
"Zanthoxylum acuminatum","Fagara acuminata","Fagara acuminata","Sw.",NA,NA,NA
"Zanthoxylum acuminatum","Fagara juniperina","Fagara juniperina","(Poepp.) Engl.",NA,NA,NA
"Zanthoxylum acuminatum","Fagara minutiflora","Fagara minutiflora","(Tul.) Engl.",NA,NA,NA
"Zanthoxylum acuminatum","Fagara warmingiana","Fagara warmingiana","Engl.",NA,NA,NA
"Zanthoxylum acuminatum","Tobinia acuminata","Tobinia acuminata","(Sw.) Desv. ex Ham.",NA,NA,NA
"Zanthoxylum acuminatum","Zanthoxylum acreanum","Zanthoxylum acreanum","(K.Krause) J.F.Macbr.",NA,NA,NA
"Zanthoxylum acuminatum","Zanthoxylum juniperinum","Zanthoxylum juniperinum","Poepp.",NA,NA,NA
"Zanthoxylum acuminatum","Zanthoxylum minutiflorum","Zanthoxylum minutiflorum","Tul.",NA,NA,NA
"Zanthoxylum caribaeum","Fagara caribaea","Fagara caribaea","(Lam.) Krug & Urb.",NA,NA,NA
"Zanthoxylum caribaeum","Fagara chiloperone","Fagara chiloperone","(Mart. ex Engl.) Engl. ex Chodat & Hassl.",NA,NA,NA
"Zanthoxylum caribaeum","Fagara elephantiasis","Fagara elephantiasis","(Macfad.) Krug & Urb.",NA,NA,NA
"Zanthoxylum caribaeum","Zanthoxylum chiloperone","Zanthoxylum chiloperone","Mart. ex Engl.",NA,NA,NA
"Zanthoxylum caribaeum","Zanthoxylum chiloperone var. angustifolium","Zanthoxylum chiloperone",NA,"var.","Engl.","angustifolium"
"Zanthoxylum caribaeum","Zanthoxylum elephantiasis","Zanthoxylum elephantiasis","Macfad.",NA,NA,NA
"Zanthoxylum caribaeum","Zanthoxylum rugosum","Zanthoxylum rugosum","A.St.-Hil. & Tul.",NA,NA,NA
"Zanthoxylum fagara","Fagara culantrillo","Fagara culantrillo","(Kunth) Schult. & Schult. f.",NA,NA,NA
"Zanthoxylum fagara","Fagara fagara","Fagara fagara","(L.) Kuntze",NA,NA,NA
"Zanthoxylum fagara","Fagara hyemalis","Fagara hyemalis","(A.St.-Hil.) Engl.",NA,NA,NA
"Zanthoxylum fagara","Fagara lentiscifolia","Fagara lentiscifolia","Humb. & Bonpl. ex Willd.",NA,NA,NA
"Zanthoxylum fagara","Fagara peckoltiana","Fagara peckoltiana","(Engl.) Engl.",NA,NA,NA
"Zanthoxylum fagara","Fagara pterota","Fagara pterota","L.",NA,NA,NA
"Zanthoxylum fagara","Fagaras fagara","Fagaras fagara","(L.) Kuntze",NA,NA,NA
"Zanthoxylum fagara","Pterota fagara","Pterota fagara","(L.) Crantz",NA,NA,NA
"Zanthoxylum fagara","Xanthoxylum pterotum","Xanthoxylum pterotum","St.-Lég.",NA,NA,NA
"Zanthoxylum fagara","Zanthoxylum culantrillo","Zanthoxylum culantrillo","Kunth",NA,NA,NA
"Zanthoxylum fagara","Zanthoxylum hyemale","Zanthoxylum hyemale","A.St.-Hil.",NA,NA,NA
"Zanthoxylum fagara","Zanthoxylum peckoltianum","Zanthoxylum peckoltianum","Engl.",NA,NA,NA
"Zanthoxylum fagara","Zanthoxylum praecox","Zanthoxylum praecox","A.St.-Hil.",NA,NA,NA
"Zanthoxylum fagara","Zanthoxylum pterota","Zanthoxylum pterota","(L.) Kunth",NA,NA,NA
"Zanthoxylum fagara","Schinus fagara","Schinus fagara","L.",NA,NA,NA
"Zanthoxylum gardneri","Fagara gardneri","Fagara gardneri","(Engl.) Engl.",NA,NA,NA
"Zanthoxylum kleinii","Fagara kleinii","Fagara kleinii","R.S.Cowan",NA,NA,NA
"Zanthoxylum monogynum","Fagara arenaria","Fagara arenaria","(Engl.) Engl.",NA,NA,NA
"Zanthoxylum monogynum","Fagara monogyna","Fagara monogyna","(A.St.-Hil.) Engl.",NA,NA,NA
"Zanthoxylum monogynum","Fagara pauciflora","Fagara pauciflora","(Engl.) Engl.",NA,NA,NA
"Zanthoxylum monogynum","Fagara pohliana","Fagara pohliana","(Engl.) Engl.",NA,NA,NA
"Zanthoxylum monogynum","Fagara tuberculata","Fagara tuberculata","(Engl.) Engl.",NA,NA,NA
"Zanthoxylum monogynum","Zanthoxylum arenarium","Zanthoxylum arenarium","Engl.",NA,NA,NA
"Zanthoxylum monogynum","Zanthoxylum pauciflorum","Zanthoxylum pauciflorum","Engl.",NA,NA,NA
"Zanthoxylum monogynum","Zanthoxylum pohlianum","Zanthoxylum pohlianum","Engl.",NA,NA,NA
"Zanthoxylum monogynum","Zanthoxylum tuberculatum","Zanthoxylum tuberculatum","Engl.",NA,NA,NA
"Zanthoxylum nemorale","Fagara nemoralis","Fagara nemoralis","(Mart.) Engl.",NA,NA,NA
"Zanthoxylum petiolare","Fagara corumbensis","Fagara corumbensis","R.E.Fr.",NA,NA,NA
"Zanthoxylum petiolare","Fagara hieronymi","Fagara hieronymi","Engl.",NA,NA,NA
"Zanthoxylum petiolare","Fagara krukovii","Fagara krukovii","(A.C.Sm.) Sandwith",NA,NA,NA
"Zanthoxylum petiolare","Fagara naranjillo","Fagara naranjillo","(Griseb.) Engl.",NA,NA,NA
"Zanthoxylum petiolare","Fagara niederleinii","Fagara niederleinii","Engl.",NA,NA,NA
"Zanthoxylum petiolare","Fagara paraguariensis","Fagara paraguariensis","Chodat & Hassl.",NA,NA,NA
"Zanthoxylum petiolare","Fagara rhoifolia var. niederleinii","Fagara rhoifolia",NA,"var.","(Engl.) Najera","niederleinii"
"Zanthoxylum petiolare","Fagara subserrata","Fagara subserrata","(Engl.) Engl.",NA,NA,NA
"Zanthoxylum petiolare","Fagara tenuifolia","Fagara tenuifolia","(Engl.) Engl.",NA,NA,NA
"Zanthoxylum petiolare","Zanthoxylum corumbense","Zanthoxylum corumbense","(R.E.Fr.) P.G.Waterman",NA,NA,NA
"Zanthoxylum petiolare","Zanthoxylum krukovii","Zanthoxylum krukovii","A.C.Sm.",NA,NA,NA
"Zanthoxylum petiolare","Zanthoxylum naranjillo","Zanthoxylum naranjillo","Griseb.",NA,NA,NA
"Zanthoxylum petiolare","Zanthoxylum naranjillo var. angustifoliolum","Zanthoxylum naranjillo",NA,"var.","(Lillo) P.G. Waterman","angustifoliolum"
"Zanthoxylum petiolare","Zanthoxylum paraguariense","Zanthoxylum paraguariense","(Chodat & Hassl.) Standl.",NA,NA,NA
"Zanthoxylum petiolare","Zanthoxylum subserratum","Zanthoxylum subserratum","Engl.",NA,NA,NA
"Zanthoxylum petiolare","Zanthoxylum tenuifolium","Zanthoxylum tenuifolium","Engl.",NA,NA,NA
"Zanthoxylum retusum","Fagara multiflora","Fagara multiflora","Engl.",NA,NA,NA
"Zanthoxylum retusum","Fagara retusa","Fagara retusa","Albuq.",NA,NA,NA
"Zanthoxylum rhoifolium","Fagara acutifolia","Fagara acutifolia","(Engl.) Engl.",NA,NA,NA
"Zanthoxylum rhoifolium","Fagara astrigera","Fagara astrigera","R.S.Cowan",NA,NA,NA
"Zanthoxylum rhoifolium","Fagara obscura","Fagara obscura","(Engl.) Engl.",NA,NA,NA
"Zanthoxylum rhoifolium","Fagara pubescens","Fagara pubescens","(A.St.-Hil. & Tul.) Herzog",NA,NA,NA
"Zanthoxylum rhoifolium","Fagara regnelliana","Fagara regnelliana","(Engl.) Chodat & Hassl.",NA,NA,NA
"Zanthoxylum rhoifolium","Fagara rhoifolia","Fagara rhoifolia","(Lam.) Engl.",NA,NA,NA
"Zanthoxylum rhoifolium","Fagara rhoifolia var. intermedia","Fagara rhoifolia",NA,"var.","R.S.Cowan & L.B.Sm.","intermedia"
"Zanthoxylum rhoifolium","Fagara rhoifolia var. peltophorum","Fagara rhoifolia",NA,"var.","(Turcz.) Chodat & Hassl.","peltophorum"
"Zanthoxylum rhoifolium","Fagara rhoifolia var. petiolulata","Fagara rhoifolia",NA,"var.","(Engl.) Chodat & Hassl.","petiolulata"
"Zanthoxylum rhoifolium","Fagara rhoifolia var. surparanaensis","Fagara rhoifolia",NA,"var.","Najera","surparanaensis"
"Zanthoxylum rhoifolium","Fagara ruiziana","Fagara ruiziana","(Klotzsch ex Engl.) Engl.",NA,NA,NA
"Zanthoxylum rhoifolium","Langsdorfia instrumentaria","Langsdorfia instrumentaria","Leandro",NA,NA,NA
"Zanthoxylum rhoifolium","Pohlana instrumentaria","Pohlana instrumentaria","(Leandro) Nees & Mart. ex Engl.",NA,NA,NA
"Zanthoxylum rhoifolium","Pohlana langsdorfii","Pohlana langsdorfii","Nees & Mart.",NA,NA,NA
"Zanthoxylum rhoifolium","Zanthoxylum acutifolium","Zanthoxylum acutifolium","Engl.",NA,NA,NA
"Zanthoxylum rhoifolium","Zanthoxylum acutifolium var. petiolulatum","Zanthoxylum acutifolium",NA,"var.","Engl.","petiolulatum"
"Zanthoxylum rhoifolium","Zanthoxylum astrigerum","Zanthoxylum astrigerum","(R.S.Cowan) P.G.Waterman",NA,NA,NA
"Zanthoxylum rhoifolium","Zanthoxylum langsdorfii","Zanthoxylum langsdorfii","(Nees & Mart.) A.St.-Hil.",NA,NA,NA
"Zanthoxylum rhoifolium","Zanthoxylum obscurum","Zanthoxylum obscurum","Engl.",NA,NA,NA
"Zanthoxylum rhoifolium","Zanthoxylum peltophorum","Zanthoxylum peltophorum","Turcz.",NA,NA,NA
"Zanthoxylum rhoifolium","Zanthoxylum perrottetii","Zanthoxylum perrottetii","DC.",NA,NA,NA
