family,scientific.name,life.form,status,taxa of low taxonomic complexity (TBC),commonly cultivated/ornamental,number of records,vouchers
Sapotaceae,Manilkara salzmannii (A.DC.) H.J.Lam,tree,confirmed,NA,NA,215,"Belem, R.P., 754 (MG 053261, NY 1183535); Blanchet, J.S., 3171 (NY 273559); Blanchet, J.S., s.n. (G 132792/1); Blanchet, J.S., s.n. (G 133046/2); Blanchet, J.S., s.n. (G 133046/3); Froes, R.L., 11625 (NY 859734); Gadelha Neto, P.C., 3108 (JPB 49135, NY 2674773, RB 723724, VIES 36572); Lopes, C.G, 642 (MAR 7368, UFMA 7368); Lyra-Lemos, R.P., 7338 (MAC 16945, UFP 43232, UFRN 2828); Mendes, K., 88 (HUEFS 228195, RB 1325530, UFP 61997); Menezes, L.F.T., 1714 (SAMES 5382, VIES 17915); Miranda, A.M., 5556 (HST 15013); Paiva, F., 3330 (HST 3378); Salzmann, P., s.n. (G 132789/1); Santos Filho, F.S., 850 (IPA 92153); Sousa, M.B., 111 (FUEL 48625, UFP 63380, UFRN 8563); Sucre, D., 9277 (MG 070948, VIES 22212); Vieira, C.M., 225 (RB 559379)"
Sapotaceae,Manilkara subsericea (Mart.) Dubard,tree,confirmed,NA,NA,130,"A. Rodrigues., s.n. (MAR 7495); A. Rodrigues., s.n. (UFMA 7495); Ducke, W.A., s.n. (NY 885008); Dusen, P.K.H., s.n. (NY 375099); Gehrt, A., s.n. (IPA 2314); Glaziou A., 12071 (BR 5417261); Glaziou A., 12071 (BR 5417599); Glaziou A., 12071 (BR 5581009); Glaziou, A., s.n. (P 645491); Glaziou, A., s.n. (P 645492); Glaziou, A., s.n. (P 645493); Glaziou, A.F.M., 12071 (F 72072F, F 72073F, NY 273531, R 12003); Glaziou, A.F.M., 12071 (G 439237); Glaziou, A.F.M., 12071 (MO 1983838); Glaziou, A.F.M., 12071 (NY 885007); Glaziou, A.F.M., 12071 (US 2405484); Glaziou, A.F.M., s.n. (G 307811/1); Hatschbach, G., s.n. (PEUFR 1738); Lems, K., s.n. (NY 375254); Luschnath B., s.n. (BR 13462666); Martii Herbar. Florae Brasil., 487 (NY 273560); Martius, C.F.P., 487 (G 142310); Martius, C.F.P., 487 (G 439215); Martius, C.F.P., s.n. (G 133102/1); Martius, C.F.P., s.n. (G 133102/2); Martius, C.F.P., s.n. (W 0067188); Motta, J.T., s.n. (MBM 267114); Riedel, L., 544 (NY 1081502); Anonymous, s.n. (BR 5416127); Wied M., s.n. (BR 6587307)"
Sapotaceae,Manilkara triflora (Allemao) Monach.,tree,confirmed,NA,NA,56,"Cavalcanti, T.B., 739 (HUEFS 24165); Cervi, A.C., 7305 (G 172213, MO 3328195); Folli, D.A., 1296 (CVRD 3079, MAR 5391, UEC 53876, UFMA 5391); Freire-Allemao, F., s.n. (R 198843); Glaziou, A.F.M., 11158 (B 4262); Huber, J., s.n. (MG 900026); Irwin, H.S., 5042 (MO 3382370, NY 1199653); Lisboa, A., s.n. (B 4266); Oliveira, F.C.A., 886 (HRB 60679, HUEFS 194310, IBGE 42243, RB 418546, UEC 101098, US 3375069); Prance, G.T., 58560 (MG 136243); Sampaio, V.S., 186 (EAC 62178); Santos Filho, F.S., 728 (RB 850196)"
Sapotaceae,Micropholis compta Pierre in Urb.,tree,confirmed,NA,NA,22,"Alves-Araujo, A., 1188 (CEPEC 124877); Alves-Araujo, A., 1236 (UFP 69139, VIES 36282); Aona, L.Y.S., 3293 (RB 879848); Assis, M.A., 470 (BOTU 26460, MBM 259352); Castro, R.M., 1133 (HUEFS 96381); Davis, P.H., D59834 (UEC 5544); Furlan, A., 1007 (BOTU 26459, FUEL 37434, SPSF 30027); Glaziou, A., s.n. (P 648164); Glaziou, A., s.n. (P 648165); Glaziou, A., s.n. (P 648166); Glaziou, A., s.n. (UM 13053); Glaziou, A.F.M., 17691 (F 72093); Glaziou, A.F.M., 17691 (G 237370, R 12002); Glaziou, A.F.M., s.n. (G 191702/1); Goes, O.C., s.n. (RB 976071); Kimmel, T.h., 295 (UFP 66264); Mattos-Silva, L.A., 1076 (CEPEC 22076); Santos, T.S., 1224 (CEPEC 6242); Silva, H.C.H., 168 (PEUFR 42055); Thomaz, L.D., 1384 (MBML 9837, VIES 23901); Vivas, C.V., 177 (CEPEC 128734, RB 790427, UFP 69096, VIES 22173); Vivas, C.V., 205 (CEPEC 128844, UFP 68992)"
Sapotaceae,Micropholis crassipedicellata (Mart. & Eichler) Pierre,tree,confirmed,NA,NA,64,"Carvalho, A.M., 4635 (CEPEC 64428, NY 375259); Demuner, V., 268 (MBML 11689); Glaziou, A., s.n. (UM 13054); Glaziou, A.F.M., 14056 (BR 5416165, F 72235F, G 439288, NY 296952, R 12068, RB 22078, UB 12623, US 483664); Glaziou, A.F.M., 14056 (MO 3380288); Glaziou, A.F.M., 14056 (US 2405515); Glaziou, A.F.M., 17695 (B 4215); Glaziou, A.F.M., s.n. (G 308591/1); Lima, H.C., 2188 (MBM 105671, NY 375261, RB 559882, SPF 206357); Lorenzi, H., 2112 (HPL 7235, SPSF 38333); Moraes, P.L.R., 2540 (ESA 76806, HUEFS 123612, UEC 165145); Peckolt T., 356 (BR 5416455); Peckolt T., 356 (BR 5416783); Ribeiro, M., 584 (SAMES 3506, VIES 24781)"
Sapotaceae,Micropholis emarginata T.D.Penn.,tree,new to AF,NA,NA,38,"Carvalho, A.M., 1044 (CEPEC 32213); Duarte, A.P., 9365 (MG 060588, RB 375132); Marinho, L.C., 479 (HUEFS 197948, RB 1088417); Mori, S.A., 13361 (CEPEC 20700); Mori, S.A., 14174 (CEPEC 26529, NY 375271)"
Sapotaceae,Micropholis gardneriana (A.DC.) Pierre,tree,confirmed,NA,NA,134,"Andrade-Lima, s.n. (MG 068513); Andrade-Lima, s.n. (MG 68513); Andrade-Lima, s.n. (MG 68990); Burchell, W.J., 8224 (F 72091); Carvalho, A.M.V., s.n. (NY 1181361); Daly, D.C., s.n. (NY 859704); Gardner, G., 3310 (B 4220, F 72243F, MO 3209118); Gardner, G., 3310 (BM 603428, BM 603429); Gardner, G., 3310 (E 208059); Gardner, G., 3310 (G 139912); Gardner, G., 3310 (G 139918); Gardner, G., 3310 (NY 296957); Gardner, G., 3310 (NY 296958); Gardner, G., 3310 (SP 35075); Gardner, G., s.n. (G 132301/1); Gardner, G., s.n. (G 132304/1); Gardner, G., s.n. (W 0066773); Glaziou, A.F.M., 8224 (F 72095F, F 72096F); Glaziou, A.F.M., 8466 (G 439277); Glaziou, A.F.M., s.n. (G 308539/1); Guedes, M.L.S., s.n. (NY 1181376); Irwin, H.S., s.n. (MG 53012); Jangoux, J., 1691 (NY 1199783); Mori, S.A., s.n. (MG 73742); Nelson, B.W., 394 (RB 683361); Oliveira, E., s.n. (MG 68891); Oliveira, P.P., 4111 (MBM 248240); Plowman, T., s.n. (MG 80415); Vieira, M.G.G., s.n. (MG 74988); Vieira, M.G.G., s.n. (MG 75018)"
Sapotaceae,Micropholis gnaphaloclados (Mart.) Pierre,tree,new to AF,NA,NA,64,"Cordeiro-Cfcr, I., 10170 (CEN 92836); Gardner, G., 2911 (F 72244); Gardner, G., 2911 (G 139914); Gardner, G., 2911 (NY 296959); Gardner, J., 2911 (BM 952607); Giulietti, A.M., CFCR2335 (SPF 21791); Giulietti, A.M., s.n. (RB 1223177); Glaziou, A.F.M., 15196 (B 4228); Glaziou, A.F.M., 15196 (BR 5416806, G 439276); Glaziou, A.F.M., 15196 (NY 296960); Glaziou, A.F.M., s.n. (G 308530/1); Guedes, M.L.S., s.n. (NY 1181375); Harley, R.M., 15232 (MBM 123897); Hatschbach, G., 44111 (MBM 71156); Joly, A.B., s.n. (NY 859705); Martius, C.F.P., s.n. (M -174581); Martius, C.F.P., s.n. (M -174582); Martius, C.F.P., s.n. (M -174583); Martius, C.F.P., s.n. (M -174584); Martius, C.F.P., s.n. (MSB 174582/ 565254 / 242762); Martius, C.F.P., s.n. (MSB 174583/ 565255 / 242763); Martius, C.F.P., s.n. (MSB 174584/ 565256 / 242764); Nave, A.G., 2078 (HUEFS 117093); Pirani, J.R., s.n. (MBM 131973); Pohl, J.B.E., 3400 (NY 375297); Pohl, J.B.E., s.n. (W 0066776); Prance, G.T., s.n. (MG 93649); Queiroz, L.P, 4109 (HUEFS 18538); Roher, D., 120 (MBM 406843); Semir, J., s.n. (NY 859706)"
Sapotaceae,Micropholis guyanensis (A.DC.) Pierre,tree,confirmed,NA,NA,633,"Crueger, s.n. (GOET 4470); Cruger, H. (no. ), s.n. (GOET 10931/ 761807 / 405208); Ducke, A., s.n. (G 308450/1); Glaziou, A., s.n. (UM 19059); Glaziou, A.F.M., 21698 (G 439273); Glaziou, A.F.M., 21698 (NY 273546); Glaziou, A.F.M., 21698 (RB 22134); Glocker, E.F., 389 (BM 952611); Imray, J. (no. ), s.n. (GOET 10930/ 761808 / 405209); Imray, s.n. (GOET 4469); Martin, J., s.n. (B 4226); Martin, J., s.n. (F 72249); Martin, J., s.n. (G 132294/1); Melinon, M., s.n. (B 4222); Melinon, M., s.n. (B 4250); Melinon, M., s.n. (F 71938); Melinon, M., s.n. (F 72245); Melinon, M., s.n. (UM 19047); Melinon, M., s.n. (UM 19048); Pires, J.M., s.n. (G 308466/1); Sintenis, P.E.E. (no. ), s.n. (MSB 174579/ 565251 / 242759); Sintenis, P.E.E., s.n. (G 308471/1); Sintenis, P.E.E., s.n. (G 308472/1); Spruce, R. (no. ), s.n. (GOET 10929/ 761809 / 405210); Spruce, R., 1530 (E 205609); Spruce, R., 1530 (NY 296953); Spruce, R., s.n. (G 308467/1); Spruce, R., s.n. (G 308467/2); Spruce, s.n. (GOET 4468); Williams, Ll., s.n. (G 308468/1)"
Sapotaceae,Micropholis humboldtiana (Roem. & Schult.) T.D.Penn.,tree,new to AF,NA,NA,32,"Bonpland, A.J.A., s.n. (P 670920); Collectif provisoire Froes, RL., 22769 (G 188845, NY 1200408); Froes, R.L., 22985 (NY 1200405); Humboldt, F.W.H.A., s.n. (B 4239); Pires, J.M., 14252 (INPA 44308, MG 045852, RB 375339); Schwacke, C.A.W. (no. ), s.n. (GOET 10934/ 761749 / 405150); Schwacke, C.A.W., 534 (R 42961, R 42961A); Schwacke, s.n. (GOET 4472); Spruce, R., 1917 (BR 5416196, F 72250F, G 439264, G 439265, RB 19028); Spruce, R., 1917 (E 208056); Spruce, R., 1917 (NY 296963); Spruce, R., s.n. (G 308445/1); Spruce, R., s.n. (G 308445/2); Vivas, C.V., 24 (CEPEC 128674, UESC 15655, UFP 69090); Werff, H.D., 13957 (MO 1089480)"
Sapotaceae,Micropholis venulosa (Mart. & Eichler) Pierre,tree,confirmed,NA,NA,545,"Daly, D.C., 1923 (MBM 160092); Ducke, A., 22218 (G 439250); Ducke, A., s.n. (G 307877/1); Forero, E., 4839 (MBM 78676); Glaziou A., 21699 (BR 5416530); Glaziou, A.F.M., 21699 (G 439253); Glaziou, A.F.M., 21699 (R 12010); Glaziou, A.F.M., s.n. (G 307882/1); Guillen, R., 3731 (MBM 264771); Jardim, A., 662 (MBM 264770); Killeen, T.J., 6955 (MBM 264158); Klug, G., 1376 (F 42285F, NY 273654, US 1495831); Klug, G., s.n. (G 307878/1); Melinon, M., 369 (F 72092F, US 1706411, US 2343605); Melinon, M., s.n. (B 4212); Melinon, M., s.n. (B 4213); Melinon, M., s.n. (G 307883/1); Melinon, M., s.n. (G 307883/2); Melinon, M., s.n. (US 483838); Melinon, M., s.n. (US 483839); Neill, D., 7329 (MBM 124436); Pires, J.M., 4209 (G 439252, NY 1200511, NY 1200736); Pires, J.M., s.n. (G 307881/1); Spruce R., 3506 (BR 5416202); Spruce, R., 3506 (B 4198, BM 952612, BR 5416837, F 72252F, F 72253F, MO 1969474); Spruce, R., 3506 (NY 296964); Spruce, R., 3506 (RB 22257); Spruce, R., s.n. (G 307876/1); Spruce, R., s.n. (UM 13055); Weinberg, B., 0 (MBML 6419)"
Sapotaceae,Pouteria andarahiensis T.D.Penn.,tree,confirmed,NA,NA,104,"Assis, E.L.M., 1054 (RB 561882); Cardoso, D., 240 (HUEFS 91892); Conceicao, A.A., 1229 (HUEFS 92628); Costa, J., 1894 (CEPEC 67737); Duarte, A.P., 9340 (RB 129403); Froes, R.L., 1020 (NY 375342); Funch, L.S., 1068 (HUEFS 34597); Funch, R., 37 (HUEFS 80628); Harley, R.M., 14035 (MO 3406667); Jesus, N.G., 1088 (CEPEC 101674); Mattos-Silva, L.A., 1609 (CEPEC 30912); Neves, S.P.S., 46 (HUEFS 102373); Oliveira, J.A., 234 (RB 562127); Queiroz, L.P, 9503 (HUEFS 85573)"
Sapotaceae,Pouteria atlantica Alves-Araujo & M.Alves,tree,confirmed,NA,NA,3,"Sant'ana, Anonymous, 624 (NY 375493); Sant'ana, Anonymous, 888 (NY 634412); Sant´ana, Anonymous, 888 (RB 396710)"
Sapotaceae,Pouteria bangii (Rusby) T.D.Penn.,tree,confirmed,NA,NA,196,"Andrade-Lima, s.n. (IPA 25624); Anonymous, s.n. (G 311670/1); Bang, M. (no. ), s.n. (MSB 174356/ 565148 / 242656); Bang, M., 1935 (E 259459); Bang, M., 1953 (BM 952544); Bang, M., 1953 (F 72231); Bang, M., 1953 (MO 1393051); Bang, M., 1953 (NY 273698, NY 273699); Bang, M., 1953 (US 1384371); Bang, M., 1953 (US 325821); Bang, M., s.n. (G 311671/1); Bang, M., s.n. (G 311671/2); Boschwezen, B.V.H., 6623 (MO 2139672); Cuatrecasas, J., 13285 (F 72212F, US 1851240); Ducke, A., s.n. (RB 22216); Eugenio, C., s.n. (IPA 47209); Florestal, P.H., 0 (CEPEC 38413); Florestal, P.H., s.n. (RB 136608); Glaziou, A., s.n. (UM 12991); Jose Schunke V., 3847 (MO 3381865); Mori, S.A., s.n. (RB 276047); Neltsheim, F.C., 63 (VIES 22199); Oliveira, P.P., 2006 (MBM 248235); Oliveira, P.P., 4848 (MBM 248234); Pennington, T.D., 10742 (MO 405381); Santana, W., s.n. (ALCB 10569); Thomas, W.W., s.n. (RB 396708); Ule, E.H.G., 9693 (G 439429); Ule, E.H.G., 9693 (NY 273648); Ule, E.H.G., s.n. (G 311662/1)"
Sapotaceae,Pouteria bapeba T.D.Penn.,tree,confirmed,NA,NA,8,"Aona, L.Y.S., 2412 (RB 579594); Baez, C., 1435 (RB 760860); Folli, D.A., 1505 (SPSF 48149); Jesus, J.A., 58 (CEPEC 4769); Santos, T.S., 1108 (CEPEC 6128); Santos, T.S., 1249 (CEPEC 6263); Silva, I.A., 108/79 (MO 3360652); Thomas, W.W., 6915 (NY 2862005)"
Sapotaceae,Pouteria beaurepairei (Glaz. & Raunk.) Baehni,tree,confirmed,NA,NA,69,"Glaziou, A.F.M., 16241 (B 4230, BR 5416189, F 72025F, G 439428); Glaziou, A.F.M., 16241 (MO 2256542); Glaziou, A.F.M., 16241 (R 12034); Glaziou, A.F.M., s.n. (G 311658/1); Hatschbach, G.G., 43936 (MBM 71157, MO 3270225, NY 375356, US 3146143); Menezes, L.F.T., 1935 (SAMES 5403); Paixao, J.L., 7 (NY 375357, NY 375837); Reitz, 7584 (NY 375354, US 2323520, US 2572018); Sakai, L., 33387 (SPF 103020, UEC 73032); Stradmann, M.T.S., 180 (ALCB 36686)"
Sapotaceae,Pouteria bilocularis (H.K.A.Winkl.) Baehni,tree,new to AF,NA,NA,120,"Amorim, A.M., 920 (CEPEC 56994, NY 375362); Buchtien, O., 1944 (F 71987F, MO 1393046, US 1177958); Buchtien, O., s.n. (MSB 174279/ 565071 / 242579); Folli, D.A., 5078 (SPSF 48161); Maguire, B., 42086 (NY 273676); Wurdack, J.J., s.n. (MSB 174281/ 565073 / 242581)"
Sapotaceae,Pouteria brachyandra (Aubrev. & Pellegr.) T.D.Penn.,tree,new to AF,NA,NA,18,"Baitello, J.B., 894 (HUEFS 88700, SPSF 26862); Barros, F., 1141 (HUEFS 85029, SP 204372); Barros, F., 1684 (HUEFS 85025, SP 236006); Bosbeheer, 204 (NY 273680); Clarke, H.D., 3802 (US 3393141); Dusen, P., Dusén-15321 (MO 3390231); Dusen, P.K.H., 15321 (NY 1081520, NY 375760); Evans, R.J., 2325 (MO 999311, US 3461501); Hatschbach, G., 6204 (MBM 50675, MO 3386939, UEC 8134); Irwin, H.S., 48066 (NY 1200829); Irwin, H.S., 48105 (NY 1200826); Luis Valenzuela G., 2251 (MO 2745402); Mamede, M.C.H., 528 (HUEFS 85028); Melo, M.R.F., 849 (HUEFS 85027, SP 245947); Pastore, J.A., 1003 (HUEFS 88702, SPSF 27998); Pastore, J.A., 1233 (HUEFS 88703); Reitz, R., 3278 (NY 375758); Sandwith, N.Y., 1110 (US 1858933)"
Sapotaceae,Pouteria bullata (S.Moore) Baehni,tree,confirmed,NA,NA,30,"Aguiar, O.T., 1188 (ESA 104562); Alves-Araujo, A., 1624 (VIES 36283); Bernacci, L.C., 3499 (IAC 43206); Betzler, A., s.n. (RB 43701); Bowie, J., 314 (MO 2136819); Brotto, M.L., 2588 (MBM 415241, RB 1414873); Collaboration, 314 (BM 952561, BM 952562); Folli, D.A., 2978 (CVRD 5669, MBML 47979, SPSF 48154, VIES 13942); Folli, D.A., 6279 (CVRD 12054, MBML 47844, SPSF 48150, VIES 13947); Gianotti, E., 14926 (UEC 33598); Glaziou, A., s.n. (UM 19061); Glaziou, A.F.M., 14057 (R 93949); Glaziou, A.F.M., 15198 (BR 5580996, F 72182F, G 439410); Glaziou, A.F.M., 15198 (K 717695); Glaziou, A.F.M., 15198 (R 12052); Glaziou, A.F.M., s.n. (G 311627/1); Glaziou, A.F.M., s.n. (NY 273651); Hatschbach, G., 46942 (MBM 89684); Hoehne, W., s.n. (SPF 10128); Kollmann, L., 206 (MBML 8489); Kollmann, L., 254 (MBML 7847); Kollmann, L., 268 (MBML 7937); Kuhlmann, J.G., s.n. (RB 131719); Kuhlmann, J.G., s.n. (SPF 189661); Leitao Filho, H.F., 196 (IAC 19607); Lourenco, s.n. (RB 131720); Moraes, P.L.R., 1036 (ESA 16456); Peixoto, A.L., 3318 (MO 407511); Anonymous, 314 (NY 273495); Silva, I.A., 275 (CVRD 826, MBML 47838, SPSF 48148, VIES 26444)"
Sapotaceae,Pouteria butyrocarpa (Kuhlm.) T.D.Penn.,tree,confirmed,NA,NA,29,"Alves-Araujo, A., 1185 (CEPEC 124879, UFP 69131); Alves-Araujo, A., 1189 (CEPEC 124651, UFP 69079, VIES 36057); Amorim, A.M., 2224 (CEPEC 81084, NY 469072); Amorim, A.M., 2267 (CEPEC 81365); Amorim, A.M., 2275 (CEPEC 81352); Amorim, A.M., 2663 (CEPEC 81790, NY 419339); Baez, C., 1338 (RB 760054); Fiaschi, P., 1194 (CEPEC 94325); Fiaschi, P., 2878 (MO 100661686, NY 1805942, SPF 169475); Froes, R.L., 20025 (NY 375365); Jardim, J.G., 1698 (CEPEC 80800); Jardim, J.G., 2395 (CEPEC 84490); Kuhlmann, J.G., 0 (MBML 44584); Kuhlmann, J.G., 221 (RB 34322); Kuhlmann, J.G., 28903 (G 439405, K 543600); Kuhlmann, J.G., 359 (MO 3378334, RB 131736); Kuhlmann, J.G., s.n. (CEPEC 145390); Kuhlmann, J.G., s.n. (G 311473/1); Kuhlmann, J.G., s.n. (MBM 378747); Kuhlmann, J.G., s.n. (MG 204492); Kuhlmann, J.G., s.n. (NY 1731862); Kuhlmann, J.G., s.n. (RB 28903); Kuhlmann, J.G., s.n. (SP 468492); Kuhlmann, J.G., s.n. (SPF 206100); Kuhlmann, J.G., s.n. (UFMT 11208); Luz, A.A., 225 (CVRD 8859, SPSF 48164, VIES 32525); Mori, S.A., 11799 (NY 375363, NY 375831, US 3318926); Mori, S.A., s.n. (RB 316513); Paixao, J.L., 165 (CEPEC 93611, NY 1015302)"
Sapotaceae,Pouteria caimito (Ruiz & Pav.) Radlk.,tree,confirmed,NA,NA,463,"Bonpland, A.J.A., s.n. (P 670929); Casaretto, G., 1204 (F 71871); Casaretto, G., 1204 (F 71872); Casaretto, G., 1204 (G 439400); Casaretto, G., s.n. (G 311463/1); Gentry, A., 20738 (MBM 112782); Goncalves, P., 0 (CEPEC 75683); Goncalves, P., s.n. (CEN 29294); Goncalvez, P., s.n. (HUFU 15405); Handro, O., 0 (CEPEC 75684); Handro, O., s.n. (HUEFS 31430); Kulhmann, J.G., s.n. (FUEL 16741); Luschnath B., s.n. (BR 13335380); Luschnath B., s.n. (BR 13335397); Martius, C.F.P., s.n. (MSB 174277/ 565069 / 242577); Martius, C.F.P., s.n. (MSB 174278/ 565070 / 242578); Matsumoto, A.S., s.n. (HUEFS 117070); Nobre, J.K., s.n. (HCF 2706); Pacheco, C., s.n. (IAC 18893); Pavon, J.A., s.n. (F 42252); Pavon, J.A., s.n. (F 42253); Pavon, J.A., s.n. (UM 19065); Ruiz Lopez, H., s.n. (G 311466/1); Ruiz Lopez, H., s.n. (G 311466/2); Ruiz Lopez, H., s.n. (G 311466/3); Ruiz Lopez, H., s.n. (G 311466/4); Ruiz, s.n. (BR 5416233); Anonymous, s.n. (MSB 174550/ 565222 / 242730); Urbanetz, C., s.n. (FUEL 53646); Zaruma, J., 457 (MBM 127526)"
Sapotaceae,Pouteria coelomatica Rizzini,tree,confirmed,NA,NA,25,"Alves-Araujo, A., 1649 (VIES 36290); Alves-Araujo, A., 1750 (VIES 36315); Antenor, s.n. (UFP 69067); Baez, C., 1340 (RB 760056); Cavalcanti, A.C.S., 259 (RB 486137, RB 486161, SAMES 5411, VIES 29477); Fabris, L.C., 811 (RB 464490, RB 475643, VIES 14764); Fabris, L.C., 812 (VIES 19229); Fabris, L.C., 858 (VIES 19228); Fabris, L.C., 874 (VIES 19230); Fabris, L.C., 875 (VIES 19231); Farag, P.RC., 189 (RB 335185); Farney, C., 3368 (CEPEC 147639, RB 327574, SPF 191325); Florestal, P.H., s.n. (RB 131734); Folli, D.A., 2137 (CVRD 4755, SPSF 48162, VIES 26446); Folli, D.A., 2165 (CVRD 4789, SPSF 48163, VIES 13949); Giaretta, A.O., 678 (SAMES 5410); Kuhlmann, J.G., s.n. (RB 131733); Menezes, L.F.T., 1817 (SAMES 5412, VIES 19599); Monteiro, M.T., 23500 (HST 3546, PEUFR 9266, RB 190618); Peixoto, A.L., 4003 (MO 48062); Pereira, O.J., 5144 (RB 464492, RB 475621, RB 523403); Pereira, O.J., 5847 (VIES 14954); Silva, I.A., 114 (CVRD 460); Thomas, W.W., 8678 (CEPEC 53930, NY 2862064); Zambom, O., 304 (RB 464491, RB 475642, VIES 10738)"
Sapotaceae,Pouteria confusa Alves-Araujo & M.Alves,tree,confirmed,NA,NA,3,"Matos, L.A., 2470 (RB 396595); Mattos, L.A., 2470 (RB 383997); Pirani, J.R., 2715 (NY 1146567)"
Sapotaceae,Pouteria cuspidata (A.DC.) Baehni,tree,confirmed,NA,NA,412,"Mexia, Y., s.n. (G 311031/1); Schomburgk R.H., 518 (BR 5415397); Schomburgk, 172 (BM 952538, BM 952541); Schomburgk, 518 (B 4216); Schomburgk, 518 (BM 952536); Schomburgk, 518 (BM 952537, BM 952539); Schomburgk, 518 (F 72236); Schomburgk, 518 (F 72237); Schomburgk, 518 (F 72238); Schomburgk, 772 (BM 952540); Schomburgk, R.H., s.n. (G 132312/1); Schomburgk, R.H., s.n. (G 311030/1); Schomburgk, R.H., s.n. (G 311030/2); Schomburgk, R.H., s.n. (G 311033/1); Schomburgk, R.H., s.n. (G 311033/2); Schomburgk, R.H., s.n. (G 311035/1); Schomburgk, R.H., s.n. (G 311035/2); Schomburgk, R.H., s.n. (G 311035/3); Schulz, J.P., 7327 (INPA 111001); Spruce, R. (no. ), s.n. (GOET 10937/ 761746 / 405147); Spruce, R., 3331 (BM 952535); Spruce, R., 3331 (G 439487); Spruce, R., 3331 (G 439488); Spruce, R., s.n. (G 312329/1); Spruce, R., s.n. (G 312329/2); Spruce, s.n. (GOET 4475); Ule, E., s.n. (MG 12720); Ule, E.H.G., 7603 (B 4274); Ule, E.H.G., s.n. (G 311029/1); Wurdack, J.J., s.n. (G 311027/1)"
Sapotaceae,Pouteria durlandii (Standl.) Baehni,tree,confirmed,NA,NA,213,"Alves-Araujo, A., 1332 (UFP 69219); Anonymous, s.n. (G 312340/1); Barros, A.A.M., 3012 (RB 461630); Carvalho, A.M.V., 4545 (NY 1081530, NY 1281267); Durland, W., s.n. (US 1208271); Durland, W.D., s.n. (F 71993); Folli, D.A., 1547 (VIES 13850); Guiana, F.D.B., F721 (NY 273659); Hatschbach, G.G., 18498 (BR 13543006, MBM 6263, MO 3298231, MO 3382049, NY 375399); Lundell, C.L., 12262 (F 72144F, MO 100161395, NY 375458, US 2297468); Lundell, C.L., s.n. (TEX 00372450); Pereira, O.J., 2578 (RB 475628, VIES 9531); Steyermark, J.A., 112674 (F 72161F, MO 3466151); Thomas, W.W., 8665 (NY 2862073)"
Sapotaceae,Pouteria egregia Sandwith,tree,confirmed,NA,NA,36,"Balee, W.L., 130 (NY 195498); Blanco, C.A., 582 (MO 3377434, MO 3382862); Brownsberg, 116 (MO 3383032); Castro, W., 3491 (RB 770346); Davidse, G., 16560 (MO 1835954); Ferreira, C.A.C., 4903 (INPA 121276, MO 3312043, NY 1201538, RB 351038, RB 382072, US 3205764); Ferreira, C.A.C., 4903 (NY 1201538); Garcia G., 1186 (UFP 64654); Gonzalez, E.F., 845 (COL 194340); Guedes, T.N., 274 (NY 1201539, NY 1201540, NY 1252056, US 2248360); Huashikat, V., 456 (MO 772159); Jansen-Jacobs, M.J., 2896 (MO 3466125, US 3305614); Jardim, J.G., 1965 (MO 3407521); Maas, P.J.M., 5629 (MO 3376153); Marcano-Berti, L., 184 (MO 3377941, MO 3466353); Marcano-Berti, L., 726 (MO 3376257); Mars, L., 33042056 (INPA 187923); Mori, S.A., 8428 (MO 3382910, US 3108086); Pires, J.M., 51765 (NY 1201537); Sandwith, N.Y., 573 (F 72163F, F 72164F, NY 273635, RB 25567, S 5-2051, US 1543502); Sandwith, N.Y., s.n. (G 312305/1); Sandwith, N.Y., s.n. (P 640580); Vivas, C.V., 27 (CEPEC 128673, RB 579570, UFP 69095); Zak, V., 5137 (MO 408749, US 3689494)"
Sapotaceae,Pouteria elegans (A.DC.) Baehni,tree,new to AF,NA,NA,237,"Martius, C.F.P., s.n. (M -174270); Martius, C.F.P., s.n. (MSB 174270/ 565062 / 242570); Poeppig, E., 2492 (G 139949); Poeppig, E., s.n. (G 132314/1); Poeppig, E.F., 2492 (B 4218); Poeppig, E.F., 2492 (F 72241); Poeppig, E.F., 2492 (NY 296956); Poeppig, E.F., 2492 (US 1420799); Poeppig, s.n. (GOET 4477); Spruce, R. (no. ), s.n. (GOET 10942/ 761838 / 405239); Spruce, R. (no. ), s.n. (GOET 10943/ 761837 / 405238); Spruce, R., 2155 (E 319886); Spruce, R., 2155 (NY 273583); Spruce, R., 2392 (BM 624875); Spruce, R., 2392 (E 319887); Spruce, R., 2392 (NY 273582); Spruce, R., 2442 (BM 624876); Spruce, R., 2442 (BR 5415090, F 72115F); Spruce, R., 2442 (G 439476); Spruce, R., 2442 (G 439477); Spruce, R., 2442 (NY 273584); Spruce, R., s.n. (G 312291/1); Spruce, R., s.n. (G 312291/2); Spruce, R., s.n. (G 312295/1); Spruce, R., s.n. (G 312295/2); Spruce, R., s.n. (LD 1516719); Spruce, s.n. (GOET 4478); Spruce, s.n. (GOET 4479); Tate, G.H.H., 141 (G 439480); Tate, G.H.H., s.n. (G 312299/1)"
