"taxon_id","kingdom","phylum","classname","ordername","family","genus","species","taxonomicAuthority","Redlist_id","TaxonomicReference","TaxonomicNotes.value"
"sp2945","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa balduinii","Burkart",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_balduinii. According to Tropicos (www.tropicos.org), this species was published in: Darwiniana 9: 391, f. 2 (1951).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2946","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa bimucronata","(DC.) Kuntze","19892097","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_bimucronata. According to Tropicos (www.tropicos.org), this species was published in: Revis. Gen. Pl. 1: 198 (1891).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2947","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa cubatanensis","Hoehne","163481805","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_cubatanensis. According to Tropicos (www.tropicos.org), this species was published in: Bol. Inst. Brasil. Sci. 2: 246, pl. 2 (1926).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2948","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa flocculosa","Burkart",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_flocculosa. According to Tropicos (www.tropicos.org), this species was published in: Darwiniana 13(2–4): 386, f. 5 (1964).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2949","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa gemmulata","Barneby","148753947","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_gemmulata. According to Tropicos (www.tropicos.org), this species was published in: Brittonia 37(2): 130–133, f. 3F–L (1985).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2950","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa hexandra","Micheli","170273223","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_hexandra. According to Tropicos (www.tropicos.org), this species was published in: Mém. Soc. Phys. Genève 30(2/7): 91, pl. 27 (1889).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2951","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa incana","Benth.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_incana. According to Tropicos (www.tropicos.org), this species was published in: J. Bot. (Hooker) 4(31): 387 (1841).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2952","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa invisa","Mart. ex Colla",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_invisa. According to Tropicos (www.tropicos.org), this species was published in: Herb. Pedem. 2: 255 (1834).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2953","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa irrigua","Barneby",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_irrigua. According to Tropicos (www.tropicos.org), this species was published in: Brittonia 37(2): 126–128, f. 1 (1985).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2954","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa laticifera","Rizzini & A.Mattos",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_laticifera. According to Tropicos (www.tropicos.org), this species was published in: Arch. Jard. Bot. Rio de Janeiro 18: 73 (1965).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2955","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Barneby",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_lewisii. According to Tropicos (www.tropicos.org), this species was published in: Brittonia 37(2): 136–139, f. 5 (1985).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2956","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa medioxima","Barneby",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_medioxima. According to Tropicos (www.tropicos.org), this species was published in: Brittonia 37(2): 139–141, f. 6C–D (1985).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2957","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa micropteris","Benth.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_micropteris. According to Tropicos (www.tropicos.org), this species was published in: J. Bot. (Hooker) 4(31): 384 (1841).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2958","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa myuros","Barneby",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_myuros. According to Tropicos (www.tropicos.org), this species was published in: Mem. New York Bot. Gard. 65: 320 (1991).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2959","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa ophthalmocentra","Mart. ex Benth.","148760942","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_ophthalmocentra. According to Tropicos (www.tropicos.org), this species was published in: Trans. Linn. Soc. London 30(3): 415 (1875).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2960","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa paraibana","Barneby",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_paraibana. According to Tropicos (www.tropicos.org), this species was published in: Mem. New York Bot. Gard. 65: 171 (1991).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2961","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa pigra","L.","49486238","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_pigra. According to Tropicos (www.tropicos.org), this species was published in: Cent. Pl. I 13–14 (1755).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2962","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa pilulifera","Benth.","19892610","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_pilulifera. According to Tropicos (www.tropicos.org), this species was published in: J. Bot. (Hooker) 4(31): 386–387 (1841).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2963","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa pithecolobioides","Benth.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_pithecolobioides. According to Tropicos (www.tropicos.org), this species was published in: Trans. Linn. Soc. London 30(3): 413 (1875).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2964","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa polycarpa","Kunth",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_polycarpa. According to Tropicos (www.tropicos.org), this species was published in: Mimoses 8–9, pl. 3 (1819).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2965","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa pteridifolia","Benth.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_pteridifolia. According to Tropicos (www.tropicos.org), this species was published in: J. Bot. (Hooker) 4(31): 391 (1841).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2966","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa regnellii","Benth.","148759428","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_regnellii. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 22: 529 (1849).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2967","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa scabrella","Benth.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_scabrella. According to Tropicos (www.tropicos.org), this species was published in: J. Bot. (Hooker) 4(31): 387–388 (1841).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2968","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa schomburgkii","Benth.","170267615","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_schomburgkii. According to Tropicos (www.tropicos.org), this species was published in: J. Bot. (Hooker) 2(11): 133 (1840).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2969","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa setosa","Benth.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_setosa. According to Tropicos (www.tropicos.org), this species was published in: J. Bot. (Hooker) 4(32): 404–405 (1842).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2970","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa sobralii","Grings & O.S. Ribas",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_sobralii. According to Tropicos (www.tropicos.org), this species was published in: Phytotaxa 131(1): 23 (2013).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2971","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa somnians","Humb. & Bonpl. ex Willd.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_somnians. According to Tropicos (www.tropicos.org), this species was published in: Sp. Pl. 4(2): 1036 (1806).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2972","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa taimbensis","Burkart","19891728","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_taimbensis. According to Tropicos (www.tropicos.org), this species was published in: Darwiniana 13(2–4): 362 (1964).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2973","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa tenuiflora","(Willd.) Poir.","144287589","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_tenuiflora. According to Tropicos (www.tropicos.org), this species was published in: Encycl., Suppl. 1(1): 82 (1810).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2974","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa uraguensis","Hook.&Arnott",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_uraguensis. According to Tropicos (www.tropicos.org), this species was published in: Bot. Misc. 3: 202 (1833).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2975","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa xanthocentra","Mart.","19892602","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mimosa_xanthocentra. According to Tropicos (www.tropicos.org), this species was published in: Flora 21(2, Biebl.): 50 (1838).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2976","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Moldenhawera","Moldenhawera blanchetiana","Tul.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Moldenhawera_blanchetiana. According to Tropicos (www.tropicos.org), this species was published in: Arch. Mus. Hist. Nat. 4: 158 (1844).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2977","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Moldenhawera","Moldenhawera emarginata","(Spreng.) L.P.Queiroz & Allkin",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Moldenhawera_emarginata. According to Tropicos (www.tropicos.org), this species was published in: Bol. Bot. Univ. São Paulo 16: 107 (1997).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2978","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Moldenhawera","Moldenhawera floribunda","Schrad.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Moldenhawera_floribunda. According to Tropicos (www.tropicos.org), this species was published in: Gött. Gel. Anz. 1: 718 (1821).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2979","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Moldenhawera","Moldenhawera intermedia","G.P.Lewis & L.P.Queiroz",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Moldenhawera_intermedia. According to Tropicos (www.tropicos.org), this species was published in: Kew Bull. 65(2): 205–207, fig. 1 (2010).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2980","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Moldenhawera","Moldenhawera longipedicellata","C.V. Vivas & L.P. Queiroz",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Moldenhawera_longipedicellata. According to Tropicos (www.tropicos.org), this species was published in: Phytotaxa 233(1): 85 (2015).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2981","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Moldenhawera","Moldenhawera luschnathiana","Yakovlev",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Moldenhawera_luschnathiana.","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2982","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Moldenhawera","Moldenhawera nutans","L.P.Queiroz et al.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Moldenhawera_nutans. According to Tropicos (www.tropicos.org), this species was published in: Kew Bull. 54(4): 844–847, f. 7, 8A, map 1 (1999 [2000]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2983","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Moldenhawera","Moldenhawera papillanthera","L.P.Queiroz et al.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Moldenhawera_papillanthera. According to Tropicos (www.tropicos.org), this species was published in: Kew Bull. 54(4): 833–835, f. 5, map 1 (1999 [2000]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2984","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Moldenhawera","Moldenhawera polysperma","(Vell.) Stellfeld",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Moldenhawera_polysperma. According to Tropicos (www.tropicos.org), this species was published in: Nov. Gen. & Nov. Espec. Fr. Allemao 28 (1948).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2985","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia acutissima","Perkins",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_acutissima. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 672 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2986","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia argyrogyna","Perkins","37983","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_argyrogyna. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 661–662 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2987","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia blumenaviana","Perkins",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_blumenaviana. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 669–670 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2988","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia boracensis","Peixoto",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_boracensis. According to Tropicos (www.tropicos.org), this species was published in: Revista Brasil. Bot. 6: 19, f. (1983).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2989","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia clavigera","Tul.","148754003","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_clavigera. According to Tropicos (www.tropicos.org), this species was published in: Ann. Sci. Nat., Bot., sér. 4, 3: 44 (1855).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2990","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia dolichotricha","Lírio & Peixoto",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_dolichotricha. According to Tropicos (www.tropicos.org), this species was published in: Phytotaxa 239(1): 90–91, f.1–3 (2015).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2991","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia elegans","Tul.","148754059","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_elegans. According to Tropicos (www.tropicos.org), this species was published in: Ann. Sci. Nat., Bot., sér. 4, 3: 44 (1855).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2992","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia engleriana","Perkins","37984","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_engleriana. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 660 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2993","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia eugeniifolia","Perkins",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_eugeniifolia. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 661 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2994","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia gilgiana","Perkins","33976","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_gilgiana. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 656, t. 9, f. A (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2995","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia glabra","(Spreng.) Perkins","33977","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_glabra. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 657 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2996","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia glaziovii","Perkins",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_glaziovii. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 657, t. 9D (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2997","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia heteranthera","Perkins","163475599","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_heteranthera. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 655–656 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2998","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia howeana","Perkins",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_howeana. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 654 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp2999","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia jorgearum","Peixoto",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_jorgearum. According to Tropicos (www.tropicos.org), this species was published in: Arch. Jard. Bot. Rio de Janeiro 27: 194–195, f. 2 (1985).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3000","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia lamprophylla","Perkins","33978","More taxonomic information on this species can be found at: https://www.tropicos.org/name/21200051. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 656, f. 10C (1900).","This taxon is accepted in Tropicos (www.tropicos.org)."
"sp3001","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia longicuspidata","Perkins","33979","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_longicuspidata. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 653–654, t. 9G (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3002","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia longifolia","Perkins",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_longifolia. According to Tropicos (www.tropicos.org), this species was published in: Ann. Sci. Nat., Bot., sér. 4, 3: 41 (1855).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3003","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia luizae","Peixoto",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_luizae. According to Tropicos (www.tropicos.org), this species was published in: Arch. Jard. Bot. Rio de Janeiro 27: 194, f. 1 (1985).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3004","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia myriantha","Perkins",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_myriantha. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 655 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3005","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia oligantha","Perkins","148761314","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_oligantha. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 653, t. 9H (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3006","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia ovata","Ruiz & Pav.","144301372","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_ovata. According to Tropicos (www.tropicos.org), this species was published in: Syst. Veg. Fl. Peruv. Chil. 1: 143 (1798).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3007","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia puberula","Perkins",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_puberula. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 668 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
