"PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsName","PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsLookup","internal_taxon_id","source.info"
"Tree - large","TL","sp358","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp359","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp360","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp361","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp362","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp363","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp364","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp365","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp366","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp367","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp368","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp369","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp370","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp371","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp372","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp372","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp373","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp374","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp375","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp376","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp377","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp378","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp379","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp380","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp381","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp382","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp383","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp383","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp384","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp385","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp386","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp387","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp388","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp389","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp390","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp391","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp392","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp393","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp394","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp395","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp396","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp397","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp398","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp399","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp400","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp401","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp402","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp403","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp404","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp405","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp406","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp407","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp408","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp408","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp409","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp409","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp410","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp411","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp412","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp413","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp414","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp415","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp416","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp416","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp417","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp418","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp419","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp420","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp421","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp422","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp423","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp424","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp425","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp426","Brazilian_Flora_Online_v.393.285"
"Succulent - tree","ST","sp427","Brazilian_Flora_Online_v.393.285"
"Succulent - shrub","SH","sp427","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp428","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp428","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp429","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp429","IUCN_Red_List_v.2022-2"
"Succulent - tree","ST","sp430","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp431","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp432","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp433","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp434","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp435","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp436","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp437","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp438","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp439","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp440","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp441","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp442","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp443","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp444","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp445","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp446","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp447","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp448","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp449","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp449","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp450","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp451","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp452","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp453","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp454","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp455","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp456","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp457","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp458","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp459","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp459","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp460","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp461","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp462","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp463","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp464","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp465","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp466","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp467","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp467","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp468","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp469","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp470","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp471","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp472","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp473","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp474","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp475","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp476","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp477","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp478","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp479","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp479","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp480","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp481","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp482","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp483","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp484","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp485","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp486","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp487","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp488","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp489","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp489","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp490","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp491","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp492","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp493","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp494","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp495","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp496","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp497","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp498","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp499","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp499","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp500","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp500","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp501","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp502","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp503","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp503","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp504","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp505","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp506","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp507","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp508","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp509","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp510","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp511","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp512","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp513","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp514","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp515","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp516","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp517","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp517","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp518","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp519","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp520","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp521","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp522","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp523","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp524","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp525","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp526","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp527","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp528","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp529","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp530","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp531","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp532","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp533","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp534","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp534","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp535","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp536","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp537","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp538","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp539","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp540","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp541","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp542","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp543","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp544","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp545","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp546","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp547","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp548","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp549","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp550","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp551","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp552","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp553","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp554","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp555","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp556","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp557","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp558","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp559","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp560","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp561","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp562","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp563","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp564","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp565","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp566","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp567","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp568","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp569","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp570","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp571","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp572","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp572","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp573","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp574","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp575","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp576","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp577","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp578","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp579","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp580","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp581","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp582","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp582","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp583","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp584","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp585","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp586","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp587","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp588","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp589","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp590","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp591","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp592","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp593","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp594","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp595","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp596","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp597","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp597","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp598","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp599","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp599","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp600","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp600","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp601","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp601","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp602","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp603","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp603","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp603","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp604","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp605","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp606","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp607","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp608","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp609","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp610","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp611","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp612","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp612","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp613","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp614","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp614","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp615","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp616","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp617","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp618","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp619","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp620","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp621","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp622","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp623","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp624","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp625","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp626","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp627","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp628","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp629","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp630","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp630","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp631","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp632","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp633","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp634","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp634","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp635","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp636","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp636","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp637","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp638","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp639","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp639","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp640","Brazilian_Flora_Online_v.393.285"
