"PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsName","PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsLookup","internal_taxon_id","source.info"
"Tree - small","TS","sp1162","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1162","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1163","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp1164","Brazilian_Flora_Online_v.393.285"
"Shrub - size unknown","S","sp1164","IUCN_Red_List_v.2022-2"
"Fern","PT","sp1165","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1166","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1167","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1168","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1169","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1170","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1171","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1172","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1173","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1174","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1175","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1176","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1177","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1178","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1179","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1180","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1181","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1182","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1183","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1184","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1185","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1186","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1187","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1188","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1189","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1190","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1191","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1192","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1193","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1194","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1195","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1196","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1197","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1198","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1199","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1200","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1201","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1202","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1202","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1202","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1203","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1204","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1205","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1206","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1207","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1208","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1208","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1209","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1209","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1210","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1211","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1211","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1212","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1213","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1214","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1215","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1216","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1217","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1218","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1219","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1219","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1220","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1221","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1222","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1223","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1224","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1225","Brazilian_Flora_Online_v.393.285"
"Shrub - small","SS","sp1225","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1225","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1226","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1227","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1228","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1228","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1228","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1229","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1229","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1230","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1230","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1231","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1232","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1233","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1233","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1234","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1235","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1236","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1237","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1238","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1238","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1239","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1240","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1241","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1242","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1243","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1243","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1244","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1245","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1246","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1247","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1248","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1249","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1250","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1251","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1252","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1253","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1254","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1255","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1256","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1256","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1257","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1257","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1258","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1259","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1260","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1261","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1262","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1262","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1263","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1264","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1265","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1266","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1267","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1268","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1269","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1270","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1271","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1272","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1273","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1274","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1275","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1276","Brazilian_Flora_Online_v.393.285"
"Fern","PT","sp1277","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1278","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1279","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1280","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1281","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1282","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1283","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1284","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1285","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1286","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1287","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1288","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1289","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1290","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1291","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1291","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1292","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1293","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1294","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1295","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1296","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1296","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1297","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1298","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1299","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1299","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1300","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1301","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1302","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1303","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1304","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1305","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1306","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1307","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1308","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1309","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1310","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1311","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1312","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1312","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1313","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1314","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1314","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1314","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1315","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1316","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1317","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1318","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1319","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1320","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1320","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1321","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1322","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1323","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1324","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1325","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1326","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1327","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1327","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1328","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1329","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1330","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1331","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1332","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1333","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1334","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1335","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1336","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1337","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1338","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1339","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1340","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1341","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1342","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1343","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1344","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1344","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1345","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1346","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1347","Brazilian_Flora_Online_v.393.285"
"Shrub - small","SS","sp1347","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1347","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1348","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1348","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1349","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1350","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1351","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1352","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1352","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1353","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1354","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1354","IUCN_Red_List_v.2022-2"
"Shrub - small","SS","sp1354","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1355","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1356","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1356","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1357","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1358","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1358","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1359","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1360","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1361","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1362","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1363","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1364","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1365","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1366","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1367","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1367","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1368","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1369","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1370","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1371","Brazilian_Flora_Online_v.393.285"
"Tree - size unknown","T","sp1372","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1373","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1374","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1375","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1376","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1377","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1378","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1379","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1380","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1381","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1382","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1383","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1383","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1384","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1385","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1386","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1386","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1387","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1388","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1389","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1389","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1390","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1390","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1391","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1392","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1392","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1393","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1394","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1395","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1396","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1396","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1397","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1398","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1399","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1399","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1400","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1400","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1401","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1402","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1403","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1403","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1404","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1405","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1406","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1407","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1408","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1409","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1410","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1411","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1412","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1412","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1413","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1413","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1414","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1415","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1416","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1416","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1417","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1418","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1419","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1420","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1421","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1422","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1422","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1423","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1424","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1425","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1426","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1427","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1428","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1429","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1430","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1431","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1432","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1433","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1434","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1435","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1435","IUCN_Red_List_v.2022-2"
"Tree - large","TL","sp1436","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1436","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1436","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1437","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1438","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1439","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1439","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1440","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1441","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1442","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1443","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1444","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1445","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1446","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1447","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1448","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1449","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1450","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1451","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1451","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1452","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1453","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1454","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1455","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1456","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1457","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1457","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1458","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1459","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1460","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1461","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1461","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1462","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1463","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1463","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1464","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1465","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1466","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1467","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1468","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1469","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1470","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1471","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1472","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1473","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1474","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1475","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1476","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1477","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1478","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1479","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1480","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1481","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1482","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1483","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1484","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1485","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1486","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1487","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1488","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1489","Brazilian_Flora_Online_v.393.285"
"Tree - large","TL","sp1489","IUCN_Red_List_v.2022-2"
"Shrub - large","SL","sp1490","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1491","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1492","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1493","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1494","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1495","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1496","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1497","Brazilian_Flora_Online_v.393.285"
"Tree - small","TS","sp1497","IUCN_Red_List_v.2022-2"
"Tree - small","TS","sp1498","Brazilian_Flora_Online_v.393.285"
"Shrub - large","SL","sp1498","IUCN_Red_List_v.2022-2"
