"CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup","CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName","CountryOccurrence.CountryOccurrenceSubfield.formerlyBred","CountryOccurrence.CountryOccurrenceSubfield.origin","CountryOccurrence.CountryOccurrenceSubfield.presence","CountryOccurrence.CountryOccurrenceSubfield.seasonality","internal_taxon_id"
"MXS-JA","Mexico",NA,"Native","Extant","Resident","sp852"
"MXE-HI","Mexico",NA,"Native","Extant","Resident","sp852"
"MXT-QR","Mexico",NA,"Native","Extant","Resident","sp852"
"MXS-OA","Mexico",NA,"Native","Extant","Resident","sp852"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp852"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp852"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp852"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp852"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp852"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp852"
"BR","Brazil",NA,"Native","Extant","Resident","sp852"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp852"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp852"
"US","United States",NA,"Native","Extant","Resident","sp852"
"MXG-VC","Mexico",NA,"Native","Extant","Resident","sp852"
"NI","Nicaragua",NA,"Native","Extant","Resident","sp852"
"GT","Guatemala",NA,"Native","Extant","Resident","sp852"
"BZ","Belize",NA,"Native","Extant","Resident","sp852"
"EC","Ecuador",NA,"Native","Extant","Resident","sp852"
"BO","Bolivia",NA,"Native","Extant","Resident","sp852"
"PE","Peru",NA,"Native","Extant","Resident","sp852"
"PA","Panama",NA,"Native","Extant","Resident","sp852"
"AGE-FO","Argentina",NA,"Native","Extant","Resident","sp852"
"AGW-JU","Argentina",NA,"Native","Extant","Resident","sp852"
"VE","Venezuela",NA,"Native","Extant","Resident","sp852"
"AW","Aruba",NA,"Native","Extant","Resident","sp852"
"CW","Curaçao",NA,"Native","Extant","Resident","sp852"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp853"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp853"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp853"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp853"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp853"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp853"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp853"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp853"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp853"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp853"
"AGW-SA","Argentina",NA,"Native","Extant","Resident","sp853"
"AGW-JU","Argentina",NA,"Native","Extant","Resident","sp853"
"BO","Bolivia",NA,"Native","Extant","Resident","sp853"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp853"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp853"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp853"
"PY","Paraguay",NA,"Native","Extant","Resident","sp853"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp853"
"BR","Brazil",NA,"Native","Extant","Resident","sp853"
"CO","Colombia",NA,"Native","Extant","Resident","sp853"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp854"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp854"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp854"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp854"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp854"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp854"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp854"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp854"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp854"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp854"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp854"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp854"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp855"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp855"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp855"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp855"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp855"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp855"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp855"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp855"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp855"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp855"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp855"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp856"
"AGW-CA","Argentina",NA,"Native","Extant","Resident","sp856"
"AGE-ER","Argentina",NA,"Native","Extant","Resident","sp856"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp856"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp856"
"AGE-CH","Argentina",NA,"Native","Extant","Resident","sp856"
"AGW-SA","Argentina",NA,"Native","Extant","Resident","sp856"
"AGW-JU","Argentina",NA,"Native","Extant","Resident","sp856"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp856"
"AGE-FO","Argentina",NA,"Native","Extant","Resident","sp856"
"AGW-TU","Argentina",NA,"Native","Extant","Resident","sp856"
"BO","Bolivia",NA,"Native","Extant","Resident","sp856"
"CU","Cuba",NA,"Native","Extant","Resident","sp856"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp856"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp856"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp857"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp857"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp857"
"CR","Costa Rica",NA,"Native","Extant","Resident","sp857"
"CO","Colombia",NA,"Native","Extant","Resident","sp857"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp857"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp857"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp857"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp857"
"GF","French Guiana",NA,"Native","Extant","Resident","sp857"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp857"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp857"
"PE","Peru",NA,"Native","Extant","Resident","sp857"
"VE","Venezuela",NA,"Native","Extant","Resident","sp857"
"PA","Panama",NA,"Native","Extant","Resident","sp857"
"SR","Suriname",NA,"Native","Extant","Resident","sp857"
"DM","Dominica",NA,"Native","Extant","Resident","sp857"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp857"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp857"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp857"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp858"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp858"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp858"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp858"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp858"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp858"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp858"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp858"
"VE","Venezuela",NA,"Native","Extant","Resident","sp858"
"BR","Brazil",NA,"Native","Extant","Resident","sp858"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp858"
"GY","Guyana",NA,"Native","Extant","Resident","sp858"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp858"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp858"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp859"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp860"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp860"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp860"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp860"
"AGW-JU","Argentina",NA,"Native","Extant","Resident","sp860"
"AGW-SA","Argentina",NA,"Native","Extant","Resident","sp860"
"PY","Paraguay",NA,"Native","Extant","Resident","sp860"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp860"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp860"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp861"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp861"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp861"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp861"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp861"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp861"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp861"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp861"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp861"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp861"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp861"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp861"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp861"
"BO","Bolivia",NA,"Native","Extant","Resident","sp861"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp861"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp861"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp862"
"CO","Colombia",NA,"Native","Extant","Resident","sp862"
"EC","Ecuador",NA,"Native","Extant","Resident","sp862"
"PE","Peru",NA,"Native","Extant","Resident","sp862"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp862"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp862"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp862"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp862"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp862"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp862"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp862"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp862"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp862"
"BO","Bolivia",NA,"Native","Extant","Resident","sp862"
"VE","Venezuela",NA,"Native","Extant","Resident","sp862"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp862"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp862"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp862"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp863"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp863"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp863"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp863"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp864"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp864"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp864"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp864"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp864"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp864"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp864"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp864"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp864"
"BR","Brazil",NA,"Native","Extant","Resident","sp864"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp864"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp864"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp865"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp865"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp865"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp865"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp865"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp865"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp865"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp865"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp865"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp865"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp865"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp865"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp866"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp866"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp866"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp866"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp866"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp866"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp866"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp866"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp866"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp866"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp866"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp866"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp866"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp866"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp866"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp866"
"GY","Guyana",NA,"Native","Extant","Resident","sp866"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp866"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp866"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp866"
"EC","Ecuador",NA,"Native","Extant","Resident","sp866"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp866"
"CO","Colombia",NA,"Native","Extant","Resident","sp866"
"GF","French Guiana",NA,"Native","Extant","Resident","sp866"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp867"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp867"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp867"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp867"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp867"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp867"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp867"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp867"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp867"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp867"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp867"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp867"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp867"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp867"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp867"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp867"
"SR","Suriname",NA,"Native","Extant","Resident","sp867"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp868"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp868"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp868"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp868"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp868"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp868"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp868"
"CO","Colombia",NA,"Native","Extant","Resident","sp868"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp868"
"VE","Venezuela",NA,"Native","Extant","Resident","sp868"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp868"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp868"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp868"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp868"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp868"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp868"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp868"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp868"
"PE","Peru",NA,"Native","Extant","Resident","sp868"
"GF","French Guiana",NA,"Native","Extant","Resident","sp868"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp868"
"BO","Bolivia",NA,"Native","Extant","Resident","sp868"
"GY","Guyana",NA,"Native","Extant","Resident","sp868"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp868"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp869"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp869"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp869"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp869"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp869"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp869"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp869"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp869"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp869"
"PE","Peru",NA,"Native","Extant","Resident","sp869"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp869"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp869"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp869"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp869"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp869"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp869"
"CO","Colombia",NA,"Native","Extant","Resident","sp869"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp869"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp869"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp869"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp869"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp869"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp869"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp869"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp869"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp869"
"EC","Ecuador",NA,"Native","Extant","Resident","sp869"
"BO","Bolivia",NA,"Native","Extant","Resident","sp869"
"VE","Venezuela",NA,"Native","Extant","Resident","sp869"
"BR","Brazil",NA,"Native","Extant","Resident","sp869"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp869"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp870"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp870"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp871"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp871"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp871"
"CO","Colombia",NA,"Native","Extant","Resident","sp871"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp871"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp871"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp871"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp871"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp871"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp871"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp871"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp871"
"BR","Brazil",NA,"Native","Extant","Resident","sp871"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp871"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp871"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp871"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp872"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp872"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp872"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp872"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp872"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp872"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp872"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp872"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp872"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp872"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp872"
"CO","Colombia",NA,"Native","Extant","Resident","sp872"
"EC","Ecuador",NA,"Native","Extant","Resident","sp872"
"BO","Bolivia",NA,"Native","Extant","Resident","sp872"
"PE","Peru",NA,"Native","Extant","Resident","sp872"
"VE","Venezuela",NA,"Native","Extant","Resident","sp872"
"AGW-SA","Argentina",NA,"Native","Extant","Resident","sp873"
"AGE-CH","Argentina",NA,"Native","Extant","Resident","sp873"
"PY","Paraguay",NA,"Native","Extant","Resident","sp873"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp873"
"BO","Bolivia",NA,"Native","Extant","Resident","sp873"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp873"
"AGE-FO","Argentina",NA,"Native","Extant","Resident","sp873"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp874"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp874"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp874"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp874"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp874"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp874"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp874"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp874"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp874"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp874"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp874"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp874"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp874"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp874"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp874"
"PE","Peru",NA,"Native","Extant","Resident","sp874"
"CR","Costa Rica",NA,"Native","Extant","Resident","sp874"
"PA","Panama",NA,"Native","Extant","Resident","sp874"
"VE","Venezuela",NA,"Native","Extant","Resident","sp874"
"CO","Colombia",NA,"Native","Extant","Resident","sp874"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp874"
"GY","Guyana",NA,"Native","Extant","Resident","sp874"
"SR","Suriname",NA,"Native","Extant","Resident","sp874"
"GF","French Guiana",NA,"Native","Extant","Resident","sp874"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp874"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp874"
