"CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup","CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName","CountryOccurrence.CountryOccurrenceSubfield.formerlyBred","CountryOccurrence.CountryOccurrenceSubfield.origin","CountryOccurrence.CountryOccurrenceSubfield.presence","CountryOccurrence.CountryOccurrenceSubfield.seasonality","internal_taxon_id"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1695"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1695"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1695"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1695"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1695"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp1695"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp1695"
"BR","Brazil",NA,"Native","Extant","Resident","sp1695"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1695"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp1695"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp1695"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1696"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1696"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1696"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1696"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1696"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1696"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1697"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1697"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1697"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1697"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp1697"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1698"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1698"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1698"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1699"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1699"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1699"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1699"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1699"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1699"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp1699"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1700"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1700"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp1701"
"PY","Paraguay",NA,"Native","Extant","Resident","sp1701"
"CO","Colombia",NA,"Native","Extant","Resident","sp1701"
"AR","Argentina",NA,"Native","Extant","Resident","sp1701"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp1701"
"GF","French Guiana",NA,"Native","Extant","Resident","sp1701"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp1701"
"VE","Venezuela",NA,"Native","Extant","Resident","sp1701"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp1701"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp1701"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp1701"
"PE","Peru",NA,"Native","Extant","Resident","sp1701"
"BO","Bolivia",NA,"Native","Extant","Resident","sp1701"
"GY","Guyana",NA,"Native","Extant","Resident","sp1701"
"BR","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1701"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1702"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1702"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1703"
"PY","Paraguay",NA,"Native","Extant","Resident","sp1703"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1703"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp1703"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp1703"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp1703"
"BO","Bolivia",NA,"Native","Extant","Resident","sp1703"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp1703"
"BR","Brazil",NA,"Native","Extant","Resident","sp1703"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1704"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1704"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1704"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1704"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1704"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp1704"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1705"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1705"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1706"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp1706"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1706"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1706"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1706"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1706"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1706"
"PY","Paraguay",NA,"Native","Extant","Resident","sp1706"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp1706"
"AGW-JU","Argentina",NA,"Native","Extant","Resident","sp1706"
"AGW-SA","Argentina",NA,"Native","Extant","Resident","sp1706"
"AGE-ER","Argentina",NA,"Native","Extant","Resident","sp1706"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1706"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1706"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp1706"
"AR","Argentina",NA,"Native","Extant","Resident","sp1706"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1707"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1707"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp1707"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp1707"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp1708"
"CO","Colombia",NA,"Native","Extant","Resident","sp1708"
"VE","Venezuela",NA,"Native","Extant","Resident","sp1708"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1708"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp1708"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp1708"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1709"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1709"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1709"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1709"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1710"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1710"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1711"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1712"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1713"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1713"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1713"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp1713"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1713"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1713"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1713"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1714"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1714"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1715"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1715"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp1715"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1715"
"PY","Paraguay",NA,"Native","Extant","Resident","sp1715"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1715"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1716"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp1716"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1716"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp1716"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp1716"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp1716"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1716"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp1716"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1716"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1716"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp1716"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1717"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1718"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1719"
"BR","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp1719"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1720"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1720"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1720"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1720"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1720"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1720"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1720"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp1720"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1720"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp1720"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1720"
"BO","Bolivia",NA,"Native","Extant","Resident","sp1720"
"PY","Paraguay",NA,"Native","Extant","Resident","sp1720"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp1720"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1721"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1721"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1721"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1722"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1722"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1722"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1722"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1723"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1723"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1723"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp1723"
"BR","Brazil",NA,"Native","Extant","Resident","sp1723"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1724"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1724"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1724"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1724"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1724"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1724"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp1724"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp1724"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1725"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1725"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1725"
"BO","Bolivia",NA,"Native","Extant","Resident","sp1725"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1725"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1726"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp1726"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1726"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp1727"
"PA","Panama",NA,"Native","Extant","Resident","sp1727"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp1727"
"PE","Peru",NA,"Native","Extant","Resident","sp1727"
"BO","Bolivia",NA,"Native","Extant","Resident","sp1727"
"VE","Venezuela",NA,"Native","Extant","Resident","sp1727"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp1727"
"BR","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp1727"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1728"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1728"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1728"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1728"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1728"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1728"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1728"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1729"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp1729"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1729"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp1729"
"CO","Colombia",NA,"Native","Extant","Resident","sp1729"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1729"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1729"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp1729"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1729"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp1729"
"PE","Peru",NA,"Native","Extant","Resident","sp1729"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp1729"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp1729"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp1729"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1729"
"EC","Ecuador",NA,"Native","Extant","Resident","sp1729"
"VE","Venezuela",NA,"Native","Extant","Resident","sp1729"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1730"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1730"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1731"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1731"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1731"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1731"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1731"
"BR","Brazil",NA,"Native","Extant","Resident","sp1731"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1732"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1732"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1732"
"PY","Paraguay",NA,"Native","Extant","Resident","sp1732"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp1732"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1732"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp1732"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1732"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp1732"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1733"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1733"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1733"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1733"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp1733"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp1733"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp1733"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1733"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1733"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1733"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp1733"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp1733"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1734"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp1734"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1734"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1734"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1735"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1735"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1735"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1735"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1735"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp1735"
"NA","Namibia",NA,"Native","Extant","Resident","sp1735"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1735"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1735"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp1735"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp1735"
"PY","Paraguay",NA,"Native","Extant","Resident","sp1735"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp1735"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1735"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp1735"
"CO","Colombia",NA,"Native","Extant","Resident","sp1735"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp1735"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp1735"
"BO","Bolivia",NA,"Native","Extant","Resident","sp1735"
"PE","Peru",NA,"Native","Extant","Resident","sp1735"
"EC","Ecuador",NA,"Native","Extant","Resident","sp1735"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1736"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1736"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1736"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1736"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1736"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1737"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1737"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1737"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1737"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1737"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1737"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1737"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1737"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp1737"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp1737"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1738"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1738"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1738"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1738"
"MXT-CA","Mexico",NA,"Native","Extant","Resident","sp1738"
"MXT-QR","Mexico",NA,"Native","Extant","Resident","sp1738"
"MXT-YU","Mexico",NA,"Native","Extant","Resident","sp1738"
"MXT-CI","Mexico",NA,"Native","Extant","Resident","sp1738"
"MXC-ME","Mexico",NA,"Native","Extant","Resident","sp1738"
"MXE-SL","Mexico",NA,"Native","Extant","Resident","sp1738"
"BS","Bahamas",NA,"Native","Extant","Resident","sp1738"
"DO","Dominican Republic",NA,"Native","Extant","Resident","sp1738"
"PR","Puerto Rico",NA,"Native","Extant","Resident","sp1738"
"JM","Jamaica",NA,"Native","Extant","Resident","sp1738"
"TC","Turks and Caicos Islands",NA,"Native","Extant","Resident","sp1738"
"US","United States",NA,"Native","Extant","Resident","sp1738"
"MXS-NA","Mexico",NA,"Native","Extant","Resident","sp1738"
"MXS-GR","Mexico",NA,"Native","Extant","Resident","sp1738"
"KY","Cayman Islands",NA,"Native","Extant","Resident","sp1738"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1738"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp1738"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1738"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1738"
"PY","Paraguay",NA,"Native","Extant","Resident","sp1738"
"CO","Colombia",NA,"Native","Extant","Resident","sp1738"
"BZ","Belize",NA,"Native","Extant","Resident","sp1738"
"MXG-VC","Mexico",NA,"Native","Extant","Resident","sp1738"
"MXE-TA","Mexico",NA,"Native","Extant","Resident","sp1738"
"CU","Cuba",NA,"Native","Extant","Resident","sp1738"
"BL","St. Barthélemy",NA,"Native","Extant","Resident","sp1738"
"SX","Sint Maarten",NA,"Native","Extant","Resident","sp1738"
"AI","Anguilla",NA,"Native","Extant","Resident","sp1738"
"VG","British Virgin Islands",NA,"Native","Extant","Resident","sp1738"
"HT","Haiti",NA,"Native","Extant","Resident","sp1738"
"MX","Mexico",NA,"Native","Extant","Resident","sp1738"
"BM","Bermuda",NA,"Native","Extant","Resident","sp1738"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1738"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1739"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp1739"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1739"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1739"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1739"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1739"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1739"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1739"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1739"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1740"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp1740"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp1740"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp1741"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp1741"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp1741"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp1741"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp1741"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1741"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1741"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp1741"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1741"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp1741"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp1741"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1741"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp1742"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp1743"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp1743"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp1743"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp1743"
