"PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsLookup","PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsName","internal_taxon_id"
"SL","Shrub - large","sp3733"
"TL","Tree - large","sp3734"
"TS","Tree - small","sp3735"
"SL","Shrub - large","sp3736"
"TS","Tree - small","sp3737"
"TS","Tree - small","sp3738"
"TL","Tree - large","sp3739"
"TS","Tree - small","sp3740"
"SL","Shrub - large","sp3741"
"TS","Tree - small","sp3742"
"SL","Shrub - large","sp3743"
"TS","Tree - small","sp3744"
"TS","Tree - small","sp3745"
"TS","Tree - small","sp3746"
"TS","Tree - small","sp3747"
"SL","Shrub - large","sp3748"
"T","Tree - size unknown","sp3749"
"TS","Tree - small","sp3750"
"SL","Shrub - large","sp3751"
"TS","Tree - small","sp3752"
"SL","Shrub - large","sp3753"
"SL","Shrub - large","sp3754"
"SL","Shrub - large","sp3755"
"TS","Tree - small","sp3756"
"TS","Tree - small","sp3757"
"TS","Tree - small","sp3758"
"SL","Shrub - large","sp3759"
"TS","Tree - small","sp3760"
"TL","Tree - large","sp3761"
"SL","Shrub - large","sp3762"
"SL","Shrub - large","sp3763"
"SL","Shrub - large","sp3764"
"TS","Tree - small","sp3765"
"SL","Shrub - large","sp3766"
"TS","Tree - small","sp3767"
"TS","Tree - small","sp3768"
"TS","Tree - small","sp3769"
"T","Tree - size unknown","sp3770"
"TS","Tree - small","sp3771"
"TS","Tree - small","sp3772"
"SL","Shrub - large","sp3773"
"SL","Shrub - large","sp3774"
"TS","Tree - small","sp3775"
"TL","Tree - large","sp3776"
"TS","Tree - small","sp3777"
"TS","Tree - small","sp3778"
"TS","Tree - small","sp3779"
"TS","Tree - small","sp3780"
"TS","Tree - small","sp3781"
"SL","Shrub - large","sp3782"
"TS","Tree - small","sp3783"
"TL","Tree - large","sp3784"
"SL","Shrub - large","sp3785"
"TS","Tree - small","sp3786"
"TS","Tree - small","sp3787"
"TS","Tree - small","sp3788"
"TS","Tree - small","sp3789"
"TS","Tree - small","sp3790"
"TL","Tree - large","sp3791"
"TS","Tree - small","sp3792"
"TS","Tree - small","sp3793"
"TS","Tree - small","sp3794"
"TS","Tree - small","sp3795"
"TL","Tree - large","sp3796"
"TS","Tree - small","sp3797"
"TS","Tree - small","sp3798"
"TL","Tree - large","sp3799"
"TL","Tree - large","sp3800"
"T","Tree - size unknown","sp3801"
"SL","Shrub - large","sp3802"
"TS","Tree - small","sp3803"
"TS","Tree - small","sp3804"
"SL","Shrub - large","sp3805"
"TS","Tree - small","sp3806"
"SL","Shrub - large","sp3807"
"TL","Tree - large","sp3808"
"TL","Tree - large","sp3809"
"TL","Tree - large","sp3810"
"TS","Tree - small","sp3811"
"TS","Tree - small","sp3812"
"TS","Tree - small","sp3813"
"TL","Tree - large","sp3814"
"TS","Tree - small","sp3815"
"TS","Tree - small","sp3816"
"TS","Tree - small","sp3817"
"TL","Tree - large","sp3818"
"SL","Shrub - large","sp3819"
"TS","Tree - small","sp3820"
"TL","Tree - large","sp3821"
"TS","Tree - small","sp3822"
"TS","Tree - small","sp3823"
"TS","Tree - small","sp3824"
"TS","Tree - small","sp3825"
"TS","Tree - small","sp3826"
"TS","Tree - small","sp3827"
"TL","Tree - large","sp3828"
"TL","Tree - large","sp3829"
"TL","Tree - large","sp3830"
"TL","Tree - large","sp3831"
"TL","Tree - large","sp3832"
"TS","Tree - small","sp3833"
"TS","Tree - small","sp3834"
"TL","Tree - large","sp3835"
"TS","Tree - small","sp3836"
"TL","Tree - large","sp3837"
"TL","Tree - large","sp3838"
"TL","Tree - large","sp3839"
"TS","Tree - small","sp3840"
"TL","Tree - large","sp3841"
"TL","Tree - large","sp3842"
"TL","Tree - large","sp3843"
"TS","Tree - small","sp3844"
"TL","Tree - large","sp3845"
"TL","Tree - large","sp3846"
"TL","Tree - large","sp3847"
"TL","Tree - large","sp3848"
"TL","Tree - large","sp3849"
"TL","Tree - large","sp3850"
"TL","Tree - large","sp3851"
"TS","Tree - small","sp3852"
"TL","Tree - large","sp3853"
"TL","Tree - large","sp3854"
"TL","Tree - large","sp3855"
"TS","Tree - small","sp3856"
"TL","Tree - large","sp3857"
"TL","Tree - large","sp3858"
"TL","Tree - large","sp3859"
"TL","Tree - large","sp3860"
"TL","Tree - large","sp3861"
"TL","Tree - large","sp3862"
"TL","Tree - large","sp3863"
"TS","Tree - small","sp3864"
"TL","Tree - large","sp3865"
"TL","Tree - large","sp3866"
"TL","Tree - large","sp3867"
"TL","Tree - large","sp3868"
"TS","Tree - small","sp3869"
"TL","Tree - large","sp3870"
"TL","Tree - large","sp3871"
"T","Tree - size unknown","sp3872"
"TL","Tree - large","sp3873"
"SL","Shrub - large","sp3874"
"SL","Shrub - large","sp3875"
"T","Tree - size unknown","sp3876"
"TS","Tree - small","sp3877"
"TS","Tree - small","sp3878"
"TL","Tree - large","sp3879"
"TL","Tree - large","sp3880"
"TL","Tree - large","sp3881"
"TL","Tree - large","sp3882"
"TL","Tree - large","sp3883"
"TL","Tree - large","sp3884"
"TS","Tree - small","sp3885"
"ST","Succulent - tree","sp3886"
"T","Tree - size unknown","sp3887"
"TS","Tree - small","sp3888"
"TS","Tree - small","sp3889"
"TL","Tree - large","sp3890"
"TL","Tree - large","sp3891"
"TL","Tree - large","sp3892"
"TL","Tree - large","sp3893"
"TL","Tree - large","sp3894"
"TL","Tree - large","sp3895"
"TL","Tree - large","sp3896"
"TL","Tree - large","sp3897"
"TS","Tree - small","sp3898"
"TL","Tree - large","sp3899"
"TL","Tree - large","sp3900"
"TL","Tree - large","sp3901"
"TL","Tree - large","sp3902"
"T","Tree - size unknown","sp3903"
"TS","Tree - small","sp3904"
"TS","Tree - small","sp3905"
"TL","Tree - large","sp3906"
"TL","Tree - large","sp3907"
"TL","Tree - large","sp3908"
"TL","Tree - large","sp3909"
"TL","Tree - large","sp3910"
"TL","Tree - large","sp3911"
"TL","Tree - large","sp3912"
"TL","Tree - large","sp3913"
"TS","Tree - small","sp3914"
"TL","Tree - large","sp3915"
"TS","Tree - small","sp3916"
"TS","Tree - small","sp3917"
"TS","Tree - small","sp3918"
"SL","Shrub - large","sp3919"
"TL","Tree - large","sp3920"
"TS","Tree - small","sp3921"
"TS","Tree - small","sp3922"
"TS","Tree - small","sp3923"
"T","Tree - size unknown","sp3924"
"TS","Tree - small","sp3925"
"TS","Tree - small","sp3926"
"TS","Tree - small","sp3927"
"TL","Tree - large","sp3928"
"TL","Tree - large","sp3929"
"TL","Tree - large","sp3930"
"TL","Tree - large","sp3931"
"TL","Tree - large","sp3932"
"TS","Tree - small","sp3933"
"TS","Tree - small","sp3934"
"TL","Tree - large","sp3935"
"TL","Tree - large","sp3936"
"TL","Tree - large","sp3937"
"TL","Tree - large","sp3938"
"TL","Tree - large","sp3939"
"TL","Tree - large","sp3940"
"TL","Tree - large","sp3941"
"TL","Tree - large","sp3942"
"TS","Tree - small","sp3943"
"TS","Tree - small","sp3944"
"SL","Shrub - large","sp3945"
"TS","Tree - small","sp3946"
"SL","Shrub - large","sp3947"
"TL","Tree - large","sp3948"
"SL","Shrub - large","sp3949"
"SL","Shrub - large","sp3950"
"SL","Shrub - large","sp3951"
"TS","Tree - small","sp3952"
"SL","Shrub - large","sp3953"
"SL","Shrub - large","sp3954"
"SL","Shrub - large","sp3955"
"SL","Shrub - large","sp3956"
"SL","Shrub - large","sp3957"
"TS","Tree - small","sp3958"
"TS","Tree - small","sp3959"
"SL","Shrub - large","sp3960"
"TL","Tree - large","sp3961"
"TL","Tree - large","sp3962"
"TS","Tree - small","sp3963"
"SL","Shrub - large","sp3964"
"SL","Shrub - large","sp3965"
"SL","Shrub - large","sp3966"
"SL","Shrub - large","sp3967"
"SL","Shrub - large","sp3968"
"TS","Tree - small","sp3969"
"TS","Tree - small","sp3970"
"TL","Tree - large","sp3971"
"SL","Shrub - large","sp3972"
"TS","Tree - small","sp3973"
"T","Tree - size unknown","sp3974"
"TS","Tree - small","sp3975"
"SL","Shrub - large","sp3976"
"TS","Tree - small","sp3977"
"TS","Tree - small","sp3978"
"SL","Shrub - large","sp3979"
"TS","Tree - small","sp3980"
"SL","Shrub - large","sp3981"
"SL","Shrub - large","sp3982"
"TL","Tree - large","sp3983"
"TS","Tree - small","sp3984"
"SL","Shrub - large","sp3985"
"SL","Shrub - large","sp3986"
"SL","Shrub - large","sp3987"
"TS","Tree - small","sp3988"
"SL","Shrub - large","sp3989"
"SL","Shrub - large","sp3990"
"SL","Shrub - large","sp3991"
"SL","Shrub - large","sp3992"
"SL","Shrub - large","sp3993"
"SL","Shrub - large","sp3994"
"TS","Tree - small","sp3995"
"SL","Shrub - large","sp3996"
"SL","Shrub - large","sp3997"
"SL","Shrub - large","sp3998"
"SL","Shrub - large","sp3999"
"TS","Tree - small","sp4000"
"TS","Tree - small","sp4001"
"TS","Tree - small","sp4002"
"SL","Shrub - large","sp4003"
"SL","Shrub - large","sp4004"
"SL","Shrub - large","sp4005"
"SL","Shrub - large","sp4006"
"TS","Tree - small","sp4007"
"TS","Tree - small","sp4008"
"TS","Tree - small","sp4009"
"SL","Shrub - large","sp4010"
"TS","Tree - small","sp4011"
"SL","Shrub - large","sp4012"
"SL","Shrub - large","sp4013"
"SL","Shrub - large","sp4014"
"TS","Tree - small","sp4015"
"TL","Tree - large","sp4016"
"TS","Tree - small","sp4017"
"TS","Tree - small","sp4018"
"TS","Tree - small","sp4019"
"TL","Tree - large","sp4020"
"TS","Tree - small","sp4021"
"TL","Tree - large","sp4022"
"TL","Tree - large","sp4023"
"TL","Tree - large","sp4024"
"SL","Shrub - large","sp4025"
"TL","Tree - large","sp4026"
"TL","Tree - large","sp4027"
"TS","Tree - small","sp4028"
"TS","Tree - small","sp4029"
"TL","Tree - large","sp4030"
"TL","Tree - large","sp4031"
"TS","Tree - small","sp4032"
"SL","Shrub - large","sp4033"
"TL","Tree - large","sp4034"
"TL","Tree - large","sp4035"
"TS","Tree - small","sp4036"
"TS","Tree - small","sp4037"
"TS","Tree - small","sp4038"
"TL","Tree - large","sp4039"
"TL","Tree - large","sp4040"
"TL","Tree - large","sp4041"
"ST","Succulent - tree","sp4042"
"TS","Tree - small","sp4043"
"TS","Tree - small","sp4044"
"TS","Tree - small","sp4045"
"TL","Tree - large","sp4046"
"TL","Tree - large","sp4047"
"TS","Tree - small","sp4048"
"SL","Shrub - large","sp4049"
"TS","Tree - small","sp4050"
"TS","Tree - small","sp4051"
"TS","Tree - small","sp4052"
"TS","Tree - small","sp4053"
"TL","Tree - large","sp4054"
"TS","Tree - small","sp4055"
"SL","Shrub - large","sp4056"
"SL","Shrub - large","sp4057"
"TS","Tree - small","sp4058"
"TS","Tree - small","sp4059"
"TS","Tree - small","sp4060"
"TS","Tree - small","sp4061"
"SL","Shrub - large","sp4062"
"TS","Tree - small","sp4063"
"TS","Tree - small","sp4064"
"TS","Tree - small","sp4065"
"TS","Tree - small","sp4066"
"TL","Tree - large","sp4067"
"SL","Shrub - large","sp4068"
"TS","Tree - small","sp4069"
"TL","Tree - large","sp4070"
"SL","Shrub - large","sp4071"
"SL","Shrub - large","sp4072"
"TS","Tree - small","sp4073"
"TL","Tree - large","sp4074"
"TL","Tree - large","sp4075"
"TS","Tree - small","sp4076"
"TS","Tree - small","sp4077"
"TS","Tree - small","sp4078"
"TL","Tree - large","sp4079"
"TS","Tree - small","sp4080"
"SL","Shrub - large","sp4081"
"SL","Shrub - large","sp4082"
"TL","Tree - large","sp4083"
"SL","Shrub - large","sp4084"
"SL","Shrub - large","sp4085"
"SL","Shrub - large","sp4086"
"TL","Tree - large","sp4087"
"TL","Tree - large","sp4088"
"TL","Tree - large","sp4089"
"SL","Shrub - large","sp4090"
"TS","Tree - small","sp4091"
"TL","Tree - large","sp4092"
"SL","Shrub - large","sp4093"
"TS","Tree - small","sp4094"
"TL","Tree - large","sp4095"
"TS","Tree - small","sp4096"
"TL","Tree - large","sp4097"
"TS","Tree - small","sp4098"
"TL","Tree - large","sp4099"
"TL","Tree - large","sp4100"
"TL","Tree - large","sp4101"
"TS","Tree - small","sp4102"
"TL","Tree - large","sp4103"
"TL","Tree - large","sp4104"
"SL","Shrub - large","sp4105"
"SL","Shrub - large","sp4106"
"SL","Shrub - large","sp4107"
"SL","Shrub - large","sp4108"
"SL","Shrub - large","sp4109"
"TS","Tree - small","sp4110"
"T","Tree - size unknown","sp4111"
"SL","Shrub - large","sp4112"
"TS","Tree - small","sp4113"
"SL","Shrub - large","sp4114"
"TS","Tree - small","sp4115"
"TS","Tree - small","sp4116"
"SL","Shrub - large","sp4117"
"SL","Shrub - large","sp4118"
"TS","Tree - small","sp4119"
"T","Tree - size unknown","sp4120"
"SL","Shrub - large","sp4121"
"SL","Shrub - large","sp4122"
"TS","Tree - small","sp4123"
"TS","Tree - small","sp4124"
"TS","Tree - small","sp4125"
"TS","Tree - small","sp4126"
"SL","Shrub - large","sp4127"
"TS","Tree - small","sp4128"
"TS","Tree - small","sp4129"
"SL","Shrub - large","sp4130"
"SL","Shrub - large","sp4131"
"SL","Shrub - large","sp4132"
"TS","Tree - small","sp4133"
"TL","Tree - large","sp4134"
"TS","Tree - small","sp4135"
"SL","Shrub - large","sp4136"
"SL","Shrub - large","sp4137"
"TS","Tree - small","sp4138"
"TS","Tree - small","sp4139"
"TS","Tree - small","sp4140"
"TS","Tree - small","sp4141"
"TL","Tree - large","sp4142"
"TL","Tree - large","sp4143"
"TL","Tree - large","sp4144"
"TL","Tree - large","sp4145"
"TS","Tree - small","sp4146"
"TS","Tree - small","sp4147"
"TS","Tree - small","sp4148"
"TL","Tree - large","sp4149"
"TS","Tree - small","sp4150"
"TS","Tree - small","sp4151"
"TL","Tree - large","sp4152"
"TL","Tree - large","sp4153"
"SL","Shrub - large","sp4154"
"TL","Tree - large","sp4155"
"TS","Tree - small","sp4156"
"TS","Tree - small","sp4157"
"TS","Tree - small","sp4158"
"TS","Tree - small","sp4159"
"TL","Tree - large","sp4160"
"TS","Tree - small","sp4161"
"TS","Tree - small","sp4162"
"SL","Shrub - large","sp4163"
"TL","Tree - large","sp4164"
"TL","Tree - large","sp4165"
"TS","Tree - small","sp4166"
"TS","Tree - small","sp4167"
"TS","Tree - small","sp4168"
"TL","Tree - large","sp4169"
"TL","Tree - large","sp4170"
"TS","Tree - small","sp4171"
"TL","Tree - large","sp4172"
"TS","Tree - small","sp4173"
"TL","Tree - large","sp4174"
"TL","Tree - large","sp4175"
"TS","Tree - small","sp4176"
"TL","Tree - large","sp4177"
"TL","Tree - large","sp4178"
"TL","Tree - large","sp4179"
"TS","Tree - small","sp4180"
"TS","Tree - small","sp4181"
"TL","Tree - large","sp4182"
"TS","Tree - small","sp4183"
"SL","Shrub - large","sp4184"
"TS","Tree - small","sp4185"
"TS","Tree - small","sp4186"
"TS","Tree - small","sp4187"
"TS","Tree - small","sp4188"
"T","Tree - size unknown","sp4189"
"T","Tree - size unknown","sp4190"
"TS","Tree - small","sp4191"
"SL","Shrub - large","sp4192"
"TL","Tree - large","sp4193"
"TS","Tree - small","sp4194"
"TL","Tree - large","sp4195"
"TS","Tree - small","sp4196"
"SL","Shrub - large","sp4197"
"TS","Tree - small","sp4198"
"T","Tree - size unknown","sp4199"
"SL","Shrub - large","sp4200"
"SL","Shrub - large","sp4201"
"SL","Shrub - large","sp4202"
"TS","Tree - small","sp4203"
"TL","Tree - large","sp4204"
"TS","Tree - small","sp4205"
"SL","Shrub - large","sp4206"
"TS","Tree - small","sp4207"
"TS","Tree - small","sp4208"
"TL","Tree - large","sp4209"
"TS","Tree - small","sp4210"
"TL","Tree - large","sp4211"
"T","Tree - size unknown","sp4212"
"TL","Tree - large","sp4213"
"TS","Tree - small","sp4214"
"TS","Tree - small","sp4215"
"TS","Tree - small","sp4216"
"TS","Tree - small","sp4217"
"TL","Tree - large","sp4218"
"SL","Shrub - large","sp4219"
"TS","Tree - small","sp4220"
"T","Tree - size unknown","sp4221"
"TS","Tree - small","sp4222"
"TS","Tree - small","sp4223"
"TL","Tree - large","sp4224"
"TS","Tree - small","sp4225"
"TS","Tree - small","sp4226"
"TL","Tree - large","sp4227"
"TS","Tree - small","sp4228"
"TS","Tree - small","sp4229"
"TS","Tree - small","sp4230"
"TS","Tree - small","sp4231"
"T","Tree - size unknown","sp4232"
"TS","Tree - small","sp4233"
"SL","Shrub - large","sp4234"
"TS","Tree - small","sp4235"
"SL","Shrub - large","sp4236"
"TS","Tree - small","sp4237"
"TL","Tree - large","sp4238"
"SL","Shrub - large","sp4239"
"TL","Tree - large","sp4240"
"T","Tree - size unknown","sp4241"
"TS","Tree - small","sp4242"
"SL","Shrub - large","sp4243"
"TS","Tree - small","sp4244"
"SL","Shrub - large","sp4245"
"SL","Shrub - large","sp4246"
"TS","Tree - small","sp4247"
"SL","Shrub - large","sp4248"
"TS","Tree - small","sp4249"
"SL","Shrub - large","sp4250"
"SL","Shrub - large","sp4251"
"SL","Shrub - large","sp4252"
"TS","Tree - small","sp4253"
"TL","Tree - large","sp4254"
"T","Tree - size unknown","sp4255"
"SL","Shrub - large","sp4256"
"TS","Tree - small","sp4257"
"SL","Shrub - large","sp4258"
"SL","Shrub - large","sp4259"
"SL","Shrub - large","sp4260"
"TS","Tree - small","sp4261"
"TS","Tree - small","sp4262"
"TS","Tree - small","sp4263"
"TL","Tree - large","sp4264"
"TS","Tree - small","sp4265"
"SL","Shrub - large","sp4266"
"SL","Shrub - large","sp4267"
"TS","Tree - small","sp4268"
"TS","Tree - small","sp4269"
"SL","Shrub - large","sp4270"
"TS","Tree - small","sp4271"
"TS","Tree - small","sp4272"
"TS","Tree - small","sp4273"
"SL","Shrub - large","sp4274"
"SL","Shrub - large","sp4275"
"TS","Tree - small","sp4276"
"TS","Tree - small","sp4277"
"TS","Tree - small","sp4278"
"SL","Shrub - large","sp4279"
"SL","Shrub - large","sp4280"
"SL","Shrub - large","sp4281"
"SL","Shrub - large","sp4282"
"TS","Tree - small","sp4283"
"TS","Tree - small","sp4284"
"TL","Tree - large","sp4285"
"TL","Tree - large","sp4286"
"TL","Tree - large","sp4287"
"TL","Tree - large","sp4288"
"TS","Tree - small","sp4289"
"TL","Tree - large","sp4290"
"TL","Tree - large","sp4291"
"TS","Tree - small","sp4292"
"TL","Tree - large","sp4293"
"TS","Tree - small","sp4294"
"TL","Tree - large","sp4295"
"TS","Tree - small","sp4296"
"TS","Tree - small","sp4297"
"TL","Tree - large","sp4298"
"TL","Tree - large","sp4299"
"TS","Tree - small","sp4300"
"TS","Tree - small","sp4301"
"TS","Tree - small","sp4302"
"TS","Tree - small","sp4303"
"TL","Tree - large","sp4304"
"TL","Tree - large","sp4305"
"TL","Tree - large","sp4306"
"TS","Tree - small","sp4307"
"TS","Tree - small","sp4308"
"TL","Tree - large","sp4309"
"TL","Tree - large","sp4310"
"TS","Tree - small","sp4311"
"TL","Tree - large","sp4312"
"SL","Shrub - large","sp4313"
"TL","Tree - large","sp4314"
"TS","Tree - small","sp4315"
"TL","Tree - large","sp4316"
"TS","Tree - small","sp4317"
"TS","Tree - small","sp4318"
"TS","Tree - small","sp4319"
"TS","Tree - small","sp4320"
"TS","Tree - small","sp4321"
"TL","Tree - large","sp4322"
"TL","Tree - large","sp4323"
"TL","Tree - large","sp4324"
"SL","Shrub - large","sp4325"
"TL","Tree - large","sp4326"
"TL","Tree - large","sp4327"
"TL","Tree - large","sp4328"
"TL","Tree - large","sp4329"
"TL","Tree - large","sp4330"
"TL","Tree - large","sp4331"
"TS","Tree - small","sp4332"
"SL","Shrub - large","sp4333"
"SL","Shrub - large","sp4334"
"SL","Shrub - large","sp4335"
"SL","Shrub - large","sp4336"
"TS","Tree - small","sp4337"
"TS","Tree - small","sp4338"
"SL","Shrub - large","sp4339"
"SL","Shrub - large","sp4340"
"TS","Tree - small","sp4341"
"TS","Tree - small","sp4342"
"TS","Tree - small","sp4343"
"TS","Tree - small","sp4344"
"TS","Tree - small","sp4345"
"SL","Shrub - large","sp4346"
"SL","Shrub - large","sp4347"
"TS","Tree - small","sp4348"
"TL","Tree - large","sp4349"
"SL","Shrub - large","sp4350"
"TS","Tree - small","sp4351"
"TS","Tree - small","sp4352"
"TS","Tree - small","sp4353"
"TS","Tree - small","sp4354"
"TS","Tree - small","sp4355"
"TS","Tree - small","sp4356"
"SL","Shrub - large","sp4357"
"TS","Tree - small","sp4358"
"SL","Shrub - large","sp4359"
"SL","Shrub - large","sp4360"
"TS","Tree - small","sp4361"
"SL","Shrub - large","sp4362"
"SL","Shrub - large","sp4363"
"SL","Shrub - large","sp4364"
"TS","Tree - small","sp4365"
"SL","Shrub - large","sp4366"
"SL","Shrub - large","sp4367"
"SL","Shrub - large","sp4368"
"SL","Shrub - large","sp4369"
"SL","Shrub - large","sp4370"
"TS","Tree - small","sp4371"
"TS","Tree - small","sp4372"
"SL","Shrub - large","sp4373"
"TS","Tree - small","sp4374"
"SL","Shrub - large","sp4375"
"SL","Shrub - large","sp4376"
"SL","Shrub - large","sp4377"
"SL","Shrub - large","sp4378"
"TS","Tree - small","sp4379"
"TL","Tree - large","sp4380"
"SL","Shrub - large","sp4381"
"SL","Shrub - large","sp4382"
"TS","Tree - small","sp4383"
"SL","Shrub - large","sp4384"
"TS","Tree - small","sp4385"
"SL","Shrub - large","sp4386"
"SL","Shrub - large","sp4387"
"SL","Shrub - large","sp4388"
"TS","Tree - small","sp4389"
"TS","Tree - small","sp4390"
"TS","Tree - small","sp4391"
"TS","Tree - small","sp4392"
"SL","Shrub - large","sp4393"
"TS","Tree - small","sp4394"
"T","Tree - size unknown","sp4395"
"TS","Tree - small","sp4396"
"SL","Shrub - large","sp4397"
"SL","Shrub - large","sp4398"
"TS","Tree - small","sp4399"
"SL","Shrub - large","sp4400"
"TL","Tree - large","sp4401"
"TS","Tree - small","sp4402"
"TS","Tree - small","sp4403"
"SL","Shrub - large","sp4404"
"TS","Tree - small","sp4405"
"TS","Tree - small","sp4406"
"TS","Tree - small","sp4407"
"TS","Tree - small","sp4408"
"T","Tree - size unknown","sp4409"
"TS","Tree - small","sp4410"
"TS","Tree - small","sp4411"
"TS","Tree - small","sp4412"
"SL","Shrub - large","sp4413"
"TS","Tree - small","sp4414"
"SL","Shrub - large","sp4415"
"TS","Tree - small","sp4416"
"SL","Shrub - large","sp4417"
"SL","Shrub - large","sp4418"
"SL","Shrub - large","sp4419"
"TS","Tree - small","sp4420"
"TS","Tree - small","sp4421"
"TS","Tree - small","sp4422"
"SL","Shrub - large","sp4423"
"SL","Shrub - large","sp4424"
"TS","Tree - small","sp4425"
"TS","Tree - small","sp4426"
"SL","Shrub - large","sp4427"
"TS","Tree - small","sp4428"
"SL","Shrub - large","sp4429"
"TS","Tree - small","sp4430"
"SL","Shrub - large","sp4431"
"TL","Tree - large","sp4432"
"TS","Tree - small","sp4433"
"TL","Tree - large","sp4434"
"TS","Tree - small","sp4435"
"T","Tree - size unknown","sp4436"
"T","Tree - size unknown","sp4437"
"TL","Tree - large","sp4438"
"TS","Tree - small","sp4439"
"T","Tree - size unknown","sp4440"
"TS","Tree - small","sp4441"
"TS","Tree - small","sp4442"
"TS","Tree - small","sp4443"
"TL","Tree - large","sp4444"
"PT","Fern","sp4445"
"TS","Tree - small","sp4446"
"TS","Tree - small","sp4447"
"SL","Shrub - large","sp4448"
"TL","Tree - large","sp4449"
"T","Tree - size unknown","sp4450"
"T","Tree - size unknown","sp4451"
"TL","Tree - large","sp4452"
"TL","Tree - large","sp4453"
"TS","Tree - small","sp4454"
"TL","Tree - large","sp4455"
"TS","Tree - small","sp4456"
"ST","Succulent - tree","sp4457"
"TS","Tree - small","sp4458"
"TS","Tree - small","sp4459"
"TS","Tree - small","sp4460"
"SL","Shrub - large","sp4461"
"TS","Tree - small","sp4462"
"TS","Tree - small","sp4463"
"TS","Tree - small","sp4464"
"TL","Tree - large","sp4465"
"TL","Tree - large","sp4466"
"TL","Tree - large","sp4467"
"TL","Tree - large","sp4468"
"SL","Shrub - large","sp4469"
"TS","Tree - small","sp4470"
"TS","Tree - small","sp4471"
"SL","Shrub - large","sp4472"
"SL","Shrub - large","sp4473"
"SL","Shrub - large","sp4474"
"SL","Shrub - large","sp4475"
"TS","Tree - small","sp4476"
"SL","Shrub - large","sp4477"
"SL","Shrub - large","sp4478"
"TS","Tree - small","sp4479"
"SL","Shrub - large","sp4480"
"TS","Tree - small","sp4481"
"TS","Tree - small","sp4482"
"TS","Tree - small","sp4483"
"SL","Shrub - large","sp4484"
"SL","Shrub - large","sp4485"
"SL","Shrub - large","sp4486"
"TS","Tree - small","sp4487"
"TL","Tree - large","sp4488"
"TS","Tree - small","sp4489"
"TL","Tree - large","sp4490"
"TS","Tree - small","sp4491"
"TS","Tree - small","sp4492"
"TS","Tree - small","sp4493"
"TL","Tree - large","sp4494"
"TS","Tree - small","sp4495"
"TS","Tree - small","sp4496"
"TS","Tree - small","sp4497"
"SL","Shrub - large","sp4498"
"TS","Tree - small","sp4499"
"SL","Shrub - large","sp4500"
"TS","Tree - small","sp4501"
"TS","Tree - small","sp4502"
"TS","Tree - small","sp4503"
"SL","Shrub - large","sp4504"
"TL","Tree - large","sp4505"
"TL","Tree - large","sp4506"
"TL","Tree - large","sp4507"
"SL","Shrub - large","sp4508"
"TS","Tree - small","sp4509"
"TS","Tree - small","sp4510"
"TL","Tree - large","sp4511"
"SL","Shrub - large","sp4512"
"TS","Tree - small","sp4513"
"SL","Shrub - large","sp4514"
"TL","Tree - large","sp4515"
"TS","Tree - small","sp4516"
"TS","Tree - small","sp4517"
"TL","Tree - large","sp4518"
"SL","Shrub - large","sp4519"
"TS","Tree - small","sp4520"
"TS","Tree - small","sp4521"
"TL","Tree - large","sp4522"
"TL","Tree - large","sp4523"
"TL","Tree - large","sp4524"
"SL","Shrub - large","sp4525"
"TS","Tree - small","sp4526"
"TL","Tree - large","sp4527"
"TL","Tree - large","sp4528"
"TS","Tree - small","sp4529"
"TS","Tree - small","sp4530"
"TS","Tree - small","sp4531"
"TS","Tree - small","sp4532"
"TS","Tree - small","sp4533"
"TS","Tree - small","sp4534"
"TS","Tree - small","sp4535"
"TS","Tree - small","sp4536"
"TL","Tree - large","sp4537"
"TL","Tree - large","sp4538"
"TL","Tree - large","sp4539"
"TS","Tree - small","sp4540"
"TS","Tree - small","sp4541"
"TL","Tree - large","sp4542"
"TL","Tree - large","sp4543"
"TS","Tree - small","sp4544"
"TS","Tree - small","sp4545"
"TS","Tree - small","sp4546"
"TL","Tree - large","sp4547"
"TL","Tree - large","sp4548"
"TS","Tree - small","sp4549"
"TS","Tree - small","sp4550"
"TS","Tree - small","sp4551"
"TS","Tree - small","sp4552"
"TS","Tree - small","sp4553"
"TS","Tree - small","sp4554"
"TS","Tree - small","sp4555"
"TS","Tree - small","sp4556"
"TS","Tree - small","sp4557"
"TS","Tree - small","sp4558"
"TL","Tree - large","sp4559"
"TS","Tree - small","sp4560"
"TS","Tree - small","sp4561"
"TL","Tree - large","sp4562"
"TS","Tree - small","sp4563"
"SL","Shrub - large","sp4564"
"SL","Shrub - large","sp4565"
"SL","Shrub - large","sp4566"
"SL","Shrub - large","sp4567"
"TL","Tree - large","sp4568"
"TS","Tree - small","sp4569"
"TS","Tree - small","sp4570"
"SL","Shrub - large","sp4571"
"TS","Tree - small","sp4572"
"TS","Tree - small","sp4573"
"T","Tree - size unknown","sp4574"
"TS","Tree - small","sp4575"
"TL","Tree - large","sp4576"
"TS","Tree - small","sp4577"
"TL","Tree - large","sp4578"
"TS","Tree - small","sp4579"
"TS","Tree - small","sp4580"
"TL","Tree - large","sp4581"
"SL","Shrub - large","sp4582"
"SL","Shrub - large","sp4583"
"TS","Tree - small","sp4584"
