"PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsLookup","PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsName","internal_taxon_id"
"TS","Tree - small","sp909"
"SL","Shrub - large","sp910"
"SL","Shrub - large","sp911"
"SL","Shrub - large","sp912"
"TS","Tree - small","sp913"
"SL","Shrub - large","sp914"
"TS","Tree - small","sp915"
"TS","Tree - small","sp916"
"SL","Shrub - large","sp917"
"SL","Shrub - large","sp918"
"SL","Shrub - large","sp919"
"SL","Shrub - large","sp920"
"SL","Shrub - large","sp921"
"TS","Tree - small","sp922"
"TS","Tree - small","sp923"
"TS","Tree - small","sp924"
"TS","Tree - small","sp925"
"TS","Tree - small","sp926"
"TS","Tree - small","sp927"
"SL","Shrub - large","sp928"
"TS","Tree - small","sp929"
"SL","Shrub - large","sp930"
"T","Tree - size unknown","sp931"
"TS","Tree - small","sp932"
"TS","Tree - small","sp933"
"TS","Tree - small","sp934"
"TS","Tree - small","sp935"
"TS","Tree - small","sp936"
"TS","Tree - small","sp937"
"TS","Tree - small","sp938"
"TS","Tree - small","sp939"
"TS","Tree - small","sp940"
"TS","Tree - small","sp941"
"TS","Tree - small","sp942"
"T","Tree - size unknown","sp943"
"TL","Tree - large","sp944"
"SL","Shrub - large","sp945"
"TL","Tree - large","sp946"
"TL","Tree - large","sp947"
"SL","Shrub - large","sp948"
"TS","Tree - small","sp949"
"TL","Tree - large","sp950"
"SL","Shrub - large","sp951"
"TL","Tree - large","sp952"
"TL","Tree - large","sp953"
"TL","Tree - large","sp954"
"TS","Tree - small","sp955"
"TS","Tree - small","sp956"
"TL","Tree - large","sp957"
"TL","Tree - large","sp958"
"SL","Shrub - large","sp959"
"TL","Tree - large","sp960"
"TS","Tree - small","sp961"
"TS","Tree - small","sp962"
"TL","Tree - large","sp963"
"TL","Tree - large","sp964"
"TS","Tree - small","sp965"
"TS","Tree - small","sp966"
"TS","Tree - small","sp967"
"TL","Tree - large","sp968"
"T","Tree - size unknown","sp969"
"TS","Tree - small","sp970"
"TS","Tree - small","sp971"
"TL","Tree - large","sp972"
"TS","Tree - small","sp973"
"TS","Tree - small","sp974"
"TS","Tree - small","sp975"
"TS","Tree - small","sp976"
"SL","Shrub - large","sp977"
"TS","Tree - small","sp978"
"TS","Tree - small","sp979"
"TS","Tree - small","sp980"
"TL","Tree - large","sp981"
"TL","Tree - large","sp982"
"TL","Tree - large","sp983"
"TL","Tree - large","sp984"
"TS","Tree - small","sp985"
"TL","Tree - large","sp986"
"TL","Tree - large","sp987"
"TS","Tree - small","sp988"
"TS","Tree - small","sp989"
"TS","Tree - small","sp990"
"TL","Tree - large","sp991"
"T","Tree - size unknown","sp992"
"TS","Tree - small","sp993"
"TS","Tree - small","sp994"
"SL","Shrub - large","sp995"
"TS","Tree - small","sp996"
"TS","Tree - small","sp997"
"TS","Tree - small","sp998"
"SL","Shrub - large","sp999"
"SL","Shrub - large","sp1000"
"TS","Tree - small","sp1001"
"SL","Shrub - large","sp1002"
"TS","Tree - small","sp1003"
"TL","Tree - large","sp1004"
"TL","Tree - large","sp1005"
"TL","Tree - large","sp1006"
"TS","Tree - small","sp1007"
"TS","Tree - small","sp1008"
"TL","Tree - large","sp1009"
"TS","Tree - small","sp1010"
"TS","Tree - small","sp1011"
"TL","Tree - large","sp1012"
"TS","Tree - small","sp1013"
"TS","Tree - small","sp1014"
"TS","Tree - small","sp1015"
"TL","Tree - large","sp1016"
"TL","Tree - large","sp1017"
"TL","Tree - large","sp1018"
"TL","Tree - large","sp1019"
"TL","Tree - large","sp1020"
"TS","Tree - small","sp1021"
"TS","Tree - small","sp1022"
"TL","Tree - large","sp1023"
"TL","Tree - large","sp1024"
"TL","Tree - large","sp1025"
"TL","Tree - large","sp1026"
"TL","Tree - large","sp1027"
"TL","Tree - large","sp1028"
"TL","Tree - large","sp1029"
"TL","Tree - large","sp1030"
"TL","Tree - large","sp1031"
"SL","Shrub - large","sp1032"
"TL","Tree - large","sp1033"
"SL","Shrub - large","sp1034"
"SL","Shrub - large","sp1035"
"TL","Tree - large","sp1036"
"TL","Tree - large","sp1037"
"TL","Tree - large","sp1038"
"TL","Tree - large","sp1039"
"TS","Tree - small","sp1040"
"TS","Tree - small","sp1041"
"TS","Tree - small","sp1042"
"TS","Tree - small","sp1043"
"TS","Tree - small","sp1044"
"TS","Tree - small","sp1045"
"TS","Tree - small","sp1046"
"TS","Tree - small","sp1047"
"TS","Tree - small","sp1048"
"SL","Shrub - large","sp1049"
"TS","Tree - small","sp1050"
"TL","Tree - large","sp1051"
"TS","Tree - small","sp1052"
"TS","Tree - small","sp1053"
"TS","Tree - small","sp1054"
"TS","Tree - small","sp1055"
"SL","Shrub - large","sp1056"
"TS","Tree - small","sp1057"
"TS","Tree - small","sp1058"
"TS","Tree - small","sp1059"
"TS","Tree - small","sp1060"
"TS","Tree - small","sp1061"
"TS","Tree - small","sp1062"
"TS","Tree - small","sp1063"
"TS","Tree - small","sp1064"
"TS","Tree - small","sp1065"
"SL","Shrub - large","sp1066"
"SL","Shrub - large","sp1067"
"TS","Tree - small","sp1068"
"TS","Tree - small","sp1069"
"SL","Shrub - large","sp1070"
"SL","Shrub - large","sp1071"
"TS","Tree - small","sp1072"
"TS","Tree - small","sp1073"
"SL","Shrub - large","sp1074"
"TS","Tree - small","sp1075"
"SL","Shrub - large","sp1076"
"TS","Tree - small","sp1077"
"TS","Tree - small","sp1078"
"TS","Tree - small","sp1079"
"SL","Shrub - large","sp1080"
"TS","Tree - small","sp1081"
"SL","Shrub - large","sp1082"
"SL","Shrub - large","sp1083"
"TS","Tree - small","sp1084"
"TL","Tree - large","sp1085"
"TS","Tree - small","sp1086"
"TL","Tree - large","sp1087"
"T","Tree - size unknown","sp1088"
"SL","Shrub - large","sp1089"
"SL","Shrub - large","sp1090"
"TS","Tree - small","sp1091"
"SL","Shrub - large","sp1092"
"TS","Tree - small","sp1093"
"TS","Tree - small","sp1094"
"TS","Tree - small","sp1095"
"SL","Shrub - large","sp1096"
"TL","Tree - large","sp1097"
"TL","Tree - large","sp1098"
"TS","Tree - small","sp1099"
"SL","Shrub - large","sp1100"
"SL","Shrub - large","sp1101"
"T","Tree - size unknown","sp1102"
"TL","Tree - large","sp1103"
"TL","Tree - large","sp1104"
"TL","Tree - large","sp1105"
"SL","Shrub - large","sp1106"
"TL","Tree - large","sp1107"
"SL","Shrub - large","sp1108"
"SL","Shrub - large","sp1109"
"TS","Tree - small","sp1110"
"T","Tree - size unknown","sp1111"
"TL","Tree - large","sp1112"
"TS","Tree - small","sp1113"
"SL","Shrub - large","sp1114"
"SL","Shrub - large","sp1115"
"SL","Shrub - large","sp1116"
"SL","Shrub - large","sp1117"
"TL","Tree - large","sp1118"
"TS","Tree - small","sp1119"
"SL","Shrub - large","sp1120"
"TL","Tree - large","sp1121"
"TS","Tree - small","sp1122"
"TL","Tree - large","sp1123"
"TS","Tree - small","sp1124"
"TL","Tree - large","sp1125"
"TL","Tree - large","sp1126"
"TL","Tree - large","sp1127"
"TL","Tree - large","sp1128"
"TL","Tree - large","sp1129"
"TL","Tree - large","sp1130"
"TL","Tree - large","sp1131"
"TL","Tree - large","sp1132"
"TL","Tree - large","sp1133"
"TS","Tree - small","sp1134"
"TL","Tree - large","sp1135"
"TL","Tree - large","sp1136"
"TL","Tree - large","sp1137"
"SL","Shrub - large","sp1138"
"SL","Shrub - large","sp1139"
"TS","Tree - small","sp1140"
"TS","Tree - small","sp1141"
"TL","Tree - large","sp1142"
"TS","Tree - small","sp1143"
"TS","Tree - small","sp1144"
"TL","Tree - large","sp1145"
"TS","Tree - small","sp1146"
"TS","Tree - small","sp1147"
"TL","Tree - large","sp1148"
"TL","Tree - large","sp1149"
"SL","Shrub - large","sp1150"
"TS","Tree - small","sp1151"
"TL","Tree - large","sp1152"
"TS","Tree - small","sp1153"
"TS","Tree - small","sp1154"
"TS","Tree - small","sp1155"
"TL","Tree - large","sp1156"
"TS","Tree - small","sp1157"
"TL","Tree - large","sp1158"
"TS","Tree - small","sp1159"
"TL","Tree - large","sp1160"
"TL","Tree - large","sp1161"
"TS","Tree - small","sp1162"
"TS","Tree - small","sp1163"
"T","Tree - size unknown","sp1164"
"PT","Fern","sp1165"
"PT","Fern","sp1166"
"PT","Fern","sp1167"
"PT","Fern","sp1168"
"PT","Fern","sp1169"
"PT","Fern","sp1170"
"PT","Fern","sp1171"
"PT","Fern","sp1172"
"PT","Fern","sp1173"
"PT","Fern","sp1174"
"PT","Fern","sp1175"
"PT","Fern","sp1176"
"PT","Fern","sp1177"
"PT","Fern","sp1178"
"PT","Fern","sp1179"
"PT","Fern","sp1180"
"PT","Fern","sp1181"
"PT","Fern","sp1182"
"PT","Fern","sp1183"
"TS","Tree - small","sp1184"
"TS","Tree - small","sp1185"
"SL","Shrub - large","sp1186"
"TS","Tree - small","sp1187"
"SL","Shrub - large","sp1188"
"TS","Tree - small","sp1189"
"TS","Tree - small","sp1190"
"TS","Tree - small","sp1191"
"TS","Tree - small","sp1192"
"TS","Tree - small","sp1193"
"TS","Tree - small","sp1194"
"TS","Tree - small","sp1195"
"SL","Shrub - large","sp1196"
"TS","Tree - small","sp1197"
"TS","Tree - small","sp1198"
"SL","Shrub - large","sp1199"
"TS","Tree - small","sp1200"
"TS","Tree - small","sp1201"
"TS","Tree - small","sp1202"
"TS","Tree - small","sp1203"
"TS","Tree - small","sp1204"
"TS","Tree - small","sp1205"
"TS","Tree - small","sp1206"
"TS","Tree - small","sp1207"
"SL","Shrub - large","sp1208"
"TS","Tree - small","sp1209"
"TS","Tree - small","sp1210"
"TS","Tree - small","sp1211"
"TS","Tree - small","sp1212"
"TL","Tree - large","sp1213"
"TL","Tree - large","sp1214"
"TS","Tree - small","sp1215"
"TS","Tree - small","sp1216"
"TL","Tree - large","sp1217"
"TL","Tree - large","sp1218"
"TS","Tree - small","sp1219"
"TS","Tree - small","sp1220"
"SL","Shrub - large","sp1221"
"TL","Tree - large","sp1222"
"TS","Tree - small","sp1223"
"TS","Tree - small","sp1224"
"SL","Shrub - large","sp1225"
"TL","Tree - large","sp1226"
"TL","Tree - large","sp1227"
"TS","Tree - small","sp1228"
"TS","Tree - small","sp1229"
"TS","Tree - small","sp1230"
"TS","Tree - small","sp1231"
"TS","Tree - small","sp1232"
"SL","Shrub - large","sp1233"
"TL","Tree - large","sp1234"
"TS","Tree - small","sp1235"
"TS","Tree - small","sp1236"
"TL","Tree - large","sp1237"
"TL","Tree - large","sp1238"
"TS","Tree - small","sp1239"
"TS","Tree - small","sp1240"
"TS","Tree - small","sp1241"
"TS","Tree - small","sp1242"
"TS","Tree - small","sp1243"
"TS","Tree - small","sp1244"
"TS","Tree - small","sp1245"
"TS","Tree - small","sp1246"
"TS","Tree - small","sp1247"
"SL","Shrub - large","sp1248"
"TL","Tree - large","sp1249"
"TS","Tree - small","sp1250"
"TS","Tree - small","sp1251"
"TL","Tree - large","sp1252"
"SL","Shrub - large","sp1253"
"SL","Shrub - large","sp1254"
"SL","Shrub - large","sp1255"
"TS","Tree - small","sp1256"
"TS","Tree - small","sp1257"
"TL","Tree - large","sp1258"
"TS","Tree - small","sp1259"
"SL","Shrub - large","sp1260"
"SL","Shrub - large","sp1261"
"TS","Tree - small","sp1262"
"TS","Tree - small","sp1263"
"TS","Tree - small","sp1264"
"TS","Tree - small","sp1265"
"TS","Tree - small","sp1266"
"SL","Shrub - large","sp1267"
"TS","Tree - small","sp1268"
"TS","Tree - small","sp1269"
"TS","Tree - small","sp1270"
"TS","Tree - small","sp1271"
"TS","Tree - small","sp1272"
"TS","Tree - small","sp1273"
"TS","Tree - small","sp1274"
"TL","Tree - large","sp1275"
"TL","Tree - large","sp1276"
"PT","Fern","sp1277"
"TS","Tree - small","sp1278"
"TS","Tree - small","sp1279"
"TS","Tree - small","sp1280"
"TL","Tree - large","sp1281"
"TL","Tree - large","sp1282"
"TL","Tree - large","sp1283"
"TS","Tree - small","sp1284"
"TS","Tree - small","sp1285"
"TL","Tree - large","sp1286"
"TL","Tree - large","sp1287"
"TS","Tree - small","sp1288"
"TL","Tree - large","sp1289"
"SL","Shrub - large","sp1290"
"TS","Tree - small","sp1291"
"TS","Tree - small","sp1292"
"SL","Shrub - large","sp1293"
"TS","Tree - small","sp1294"
"TL","Tree - large","sp1295"
"TL","Tree - large","sp1296"
"TL","Tree - large","sp1297"
"TS","Tree - small","sp1298"
"TL","Tree - large","sp1299"
"TS","Tree - small","sp1300"
"T","Tree - size unknown","sp1301"
"SL","Shrub - large","sp1302"
"TS","Tree - small","sp1303"
"TS","Tree - small","sp1304"
"TS","Tree - small","sp1305"
"TL","Tree - large","sp1306"
"TL","Tree - large","sp1307"
"TS","Tree - small","sp1308"
"TS","Tree - small","sp1309"
"TS","Tree - small","sp1310"
"TL","Tree - large","sp1311"
"TS","Tree - small","sp1312"
"TS","Tree - small","sp1313"
"TS","Tree - small","sp1314"
"SL","Shrub - large","sp1315"
"SL","Shrub - large","sp1316"
"SL","Shrub - large","sp1317"
"TS","Tree - small","sp1318"
"TS","Tree - small","sp1319"
"TS","Tree - small","sp1320"
"SL","Shrub - large","sp1321"
"TL","Tree - large","sp1322"
"TL","Tree - large","sp1323"
"TL","Tree - large","sp1324"
"TL","Tree - large","sp1325"
"SL","Shrub - large","sp1326"
"TS","Tree - small","sp1327"
"TL","Tree - large","sp1328"
"TS","Tree - small","sp1329"
"TL","Tree - large","sp1330"
"TL","Tree - large","sp1331"
"TS","Tree - small","sp1332"
"SL","Shrub - large","sp1333"
"TS","Tree - small","sp1334"
"SL","Shrub - large","sp1335"
"SL","Shrub - large","sp1336"
"SL","Shrub - large","sp1337"
"SL","Shrub - large","sp1338"
"TS","Tree - small","sp1339"
"TS","Tree - small","sp1340"
"SL","Shrub - large","sp1341"
"SL","Shrub - large","sp1342"
"TL","Tree - large","sp1343"
"TL","Tree - large","sp1344"
"TS","Tree - small","sp1345"
"TS","Tree - small","sp1346"
"TS","Tree - small","sp1347"
"SL","Shrub - large","sp1348"
"TL","Tree - large","sp1349"
"TL","Tree - large","sp1350"
"TS","Tree - small","sp1351"
"TL","Tree - large","sp1352"
"TS","Tree - small","sp1353"
"TL","Tree - large","sp1354"
"TS","Tree - small","sp1355"
"TL","Tree - large","sp1356"
"TS","Tree - small","sp1357"
"TS","Tree - small","sp1358"
"TL","Tree - large","sp1359"
"TS","Tree - small","sp1360"
"TS","Tree - small","sp1361"
"TS","Tree - small","sp1362"
"TS","Tree - small","sp1363"
"SL","Shrub - large","sp1364"
"SL","Shrub - large","sp1365"
"TL","Tree - large","sp1366"
"TS","Tree - small","sp1367"
"TS","Tree - small","sp1368"
"SL","Shrub - large","sp1369"
"TL","Tree - large","sp1370"
"TL","Tree - large","sp1371"
"T","Tree - size unknown","sp1372"
"SL","Shrub - large","sp1373"
"TS","Tree - small","sp1374"
"TS","Tree - small","sp1375"
"TS","Tree - small","sp1376"
"TL","Tree - large","sp1377"
"TL","Tree - large","sp1378"
"TS","Tree - small","sp1379"
"TL","Tree - large","sp1380"
"TL","Tree - large","sp1381"
"TS","Tree - small","sp1382"
"TL","Tree - large","sp1383"
"TS","Tree - small","sp1384"
"TL","Tree - large","sp1385"
"TL","Tree - large","sp1386"
"TS","Tree - small","sp1387"
"TL","Tree - large","sp1388"
"TS","Tree - small","sp1389"
"TL","Tree - large","sp1390"
"TL","Tree - large","sp1391"
"TL","Tree - large","sp1392"
"TL","Tree - large","sp1393"
"SL","Shrub - large","sp1394"
"TS","Tree - small","sp1395"
"SL","Shrub - large","sp1396"
"TS","Tree - small","sp1397"
"SL","Shrub - large","sp1398"
"SL","Shrub - large","sp1399"
"SL","Shrub - large","sp1400"
"TS","Tree - small","sp1401"
"TS","Tree - small","sp1402"
"SL","Shrub - large","sp1403"
"TS","Tree - small","sp1404"
"T","Tree - size unknown","sp1405"
"SL","Shrub - large","sp1406"
"T","Tree - size unknown","sp1407"
"TS","Tree - small","sp1408"
"TS","Tree - small","sp1409"
"TS","Tree - small","sp1410"
"TL","Tree - large","sp1411"
"TL","Tree - large","sp1412"
"TL","Tree - large","sp1413"
"TL","Tree - large","sp1414"
"TS","Tree - small","sp1415"
"TL","Tree - large","sp1416"
"TL","Tree - large","sp1417"
"TS","Tree - small","sp1418"
"TS","Tree - small","sp1419"
"TL","Tree - large","sp1420"
"TS","Tree - small","sp1421"
"SL","Shrub - large","sp1422"
"TL","Tree - large","sp1423"
"TL","Tree - large","sp1424"
"TL","Tree - large","sp1425"
"TL","Tree - large","sp1426"
"TL","Tree - large","sp1427"
"TL","Tree - large","sp1428"
"TL","Tree - large","sp1429"
"TS","Tree - small","sp1430"
"TS","Tree - small","sp1431"
"TL","Tree - large","sp1432"
"SL","Shrub - large","sp1433"
"SL","Shrub - large","sp1434"
"TS","Tree - small","sp1435"
"TL","Tree - large","sp1436"
"TS","Tree - small","sp1437"
"TS","Tree - small","sp1438"
"SL","Shrub - large","sp1439"
"SL","Shrub - large","sp1440"
"SL","Shrub - large","sp1441"
"TS","Tree - small","sp1442"
"SL","Shrub - large","sp1443"
"SL","Shrub - large","sp1444"
"TS","Tree - small","sp1445"
"SL","Shrub - large","sp1446"
"TS","Tree - small","sp1447"
"TS","Tree - small","sp1448"
"SL","Shrub - large","sp1449"
"SL","Shrub - large","sp1450"
"SL","Shrub - large","sp1451"
"TS","Tree - small","sp1452"
"TS","Tree - small","sp1453"
"TS","Tree - small","sp1454"
"SL","Shrub - large","sp1455"
"SL","Shrub - large","sp1456"
"TS","Tree - small","sp1457"
"SL","Shrub - large","sp1458"
"SL","Shrub - large","sp1459"
"SL","Shrub - large","sp1460"
"SL","Shrub - large","sp1461"
"TS","Tree - small","sp1462"
"SL","Shrub - large","sp1463"
"SL","Shrub - large","sp1464"
"SL","Shrub - large","sp1465"
"SL","Shrub - large","sp1466"
"TS","Tree - small","sp1467"
"SL","Shrub - large","sp1468"
"SL","Shrub - large","sp1469"
"SL","Shrub - large","sp1470"
"TS","Tree - small","sp1471"
"SL","Shrub - large","sp1472"
"SL","Shrub - large","sp1473"
"TS","Tree - small","sp1474"
"TS","Tree - small","sp1475"
"SL","Shrub - large","sp1476"
"TS","Tree - small","sp1477"
"TS","Tree - small","sp1478"
"SL","Shrub - large","sp1479"
"TS","Tree - small","sp1480"
"TS","Tree - small","sp1481"
"TS","Tree - small","sp1482"
"TS","Tree - small","sp1483"
"SL","Shrub - large","sp1484"
"TS","Tree - small","sp1485"
"TS","Tree - small","sp1486"
"TS","Tree - small","sp1487"
"SL","Shrub - large","sp1488"
"TS","Tree - small","sp1489"
"SL","Shrub - large","sp1490"
"SL","Shrub - large","sp1491"
"SL","Shrub - large","sp1492"
"SL","Shrub - large","sp1493"
"TS","Tree - small","sp1494"
"SL","Shrub - large","sp1495"
"SL","Shrub - large","sp1496"
"SL","Shrub - large","sp1497"
"TS","Tree - small","sp1498"
"TS","Tree - small","sp1499"
"TS","Tree - small","sp1500"
"SL","Shrub - large","sp1501"
"SL","Shrub - large","sp1502"
"SL","Shrub - large","sp1503"
"SL","Shrub - large","sp1504"
"TS","Tree - small","sp1505"
"SL","Shrub - large","sp1506"
"SL","Shrub - large","sp1507"
"TS","Tree - small","sp1508"
"TS","Tree - small","sp1509"
"TS","Tree - small","sp1510"
"TS","Tree - small","sp1511"
"SL","Shrub - large","sp1512"
"SL","Shrub - large","sp1513"
"SL","Shrub - large","sp1514"
"SL","Shrub - large","sp1515"
"TL","Tree - large","sp1516"
"TL","Tree - large","sp1517"
"TS","Tree - small","sp1518"
"TL","Tree - large","sp1519"
"TS","Tree - small","sp1520"
"TL","Tree - large","sp1521"
"TL","Tree - large","sp1522"
"SL","Shrub - large","sp1523"
"TS","Tree - small","sp1524"
"TS","Tree - small","sp1525"
"TS","Tree - small","sp1526"
"TS","Tree - small","sp1527"
"TL","Tree - large","sp1528"
"TS","Tree - small","sp1529"
"TL","Tree - large","sp1530"
"TS","Tree - small","sp1531"
"T","Tree - size unknown","sp1532"
"TS","Tree - small","sp1533"
"TS","Tree - small","sp1534"
"SL","Shrub - large","sp1535"
"SL","Shrub - large","sp1536"
"SL","Shrub - large","sp1537"
"TS","Tree - small","sp1538"
"T","Tree - size unknown","sp1539"
"TS","Tree - small","sp1540"
"TL","Tree - large","sp1541"
"TS","Tree - small","sp1542"
"SL","Shrub - large","sp1543"
"TS","Tree - small","sp1544"
"TS","Tree - small","sp1545"
"TS","Tree - small","sp1546"
"TS","Tree - small","sp1547"
"TS","Tree - small","sp1548"
"TS","Tree - small","sp1549"
"TL","Tree - large","sp1550"
"TS","Tree - small","sp1551"
"SL","Shrub - large","sp1552"
"TS","Tree - small","sp1553"
"T","Tree - size unknown","sp1554"
"TS","Tree - small","sp1555"
"SL","Shrub - large","sp1556"
"TS","Tree - small","sp1557"
"TS","Tree - small","sp1558"
"TS","Tree - small","sp1559"
"T","Tree - size unknown","sp1560"
"TS","Tree - small","sp1561"
"TS","Tree - small","sp1562"
"TS","Tree - small","sp1563"
"TS","Tree - small","sp1564"
"TS","Tree - small","sp1565"
"TL","Tree - large","sp1566"
"TL","Tree - large","sp1567"
"SL","Shrub - large","sp1568"
"TL","Tree - large","sp1569"
"TS","Tree - small","sp1570"
"TS","Tree - small","sp1571"
"TS","Tree - small","sp1572"
"T","Tree - size unknown","sp1573"
"SL","Shrub - large","sp1574"
"TL","Tree - large","sp1575"
"TL","Tree - large","sp1576"
"SL","Shrub - large","sp1577"
"TS","Tree - small","sp1578"
"SL","Shrub - large","sp1579"
"SL","Shrub - large","sp1580"
"TL","Tree - large","sp1581"
"TL","Tree - large","sp1582"
"TS","Tree - small","sp1583"
"SL","Shrub - large","sp1584"
"TS","Tree - small","sp1585"
"TS","Tree - small","sp1586"
"TS","Tree - small","sp1587"
"TS","Tree - small","sp1588"
"TS","Tree - small","sp1589"
"TS","Tree - small","sp1590"
"TS","Tree - small","sp1591"
"TS","Tree - small","sp1592"
"TS","Tree - small","sp1593"
"TS","Tree - small","sp1594"
"TS","Tree - small","sp1595"
"T","Tree - size unknown","sp1596"
"TS","Tree - small","sp1597"
"TL","Tree - large","sp1598"
"SL","Shrub - large","sp1599"
"TS","Tree - small","sp1600"
"TS","Tree - small","sp1601"
"TL","Tree - large","sp1602"
"T","Tree - size unknown","sp1603"
"SL","Shrub - large","sp1604"
"TL","Tree - large","sp1605"
"TS","Tree - small","sp1606"
"TL","Tree - large","sp1607"
"SL","Shrub - large","sp1608"
"TS","Tree - small","sp1609"
"TS","Tree - small","sp1610"
"TL","Tree - large","sp1611"
"T","Tree - size unknown","sp1612"
"TS","Tree - small","sp1613"
"TS","Tree - small","sp1614"
"TS","Tree - small","sp1615"
"SL","Shrub - large","sp1616"
"TS","Tree - small","sp1617"
"TS","Tree - small","sp1618"
"TS","Tree - small","sp1619"
"TL","Tree - large","sp1620"
"TS","Tree - small","sp1621"
"TS","Tree - small","sp1622"
"TS","Tree - small","sp1623"
"TL","Tree - large","sp1624"
"SL","Shrub - large","sp1625"
"TS","Tree - small","sp1626"
"TS","Tree - small","sp1627"
"SL","Shrub - large","sp1628"
"TS","Tree - small","sp1629"
"SL","Shrub - large","sp1630"
"TS","Tree - small","sp1631"
"SL","Shrub - large","sp1632"
"SL","Shrub - large","sp1633"
"TS","Tree - small","sp1634"
"TS","Tree - small","sp1635"
"TS","Tree - small","sp1636"
"SL","Shrub - large","sp1637"
"SL","Shrub - large","sp1638"
"TL","Tree - large","sp1639"
"TS","Tree - small","sp1640"
"TS","Tree - small","sp1641"
"TL","Tree - large","sp1642"
"TS","Tree - small","sp1643"
"TS","Tree - small","sp1644"
"TS","Tree - small","sp1645"
"TS","Tree - small","sp1646"
"TS","Tree - small","sp1647"
"TS","Tree - small","sp1648"
"TS","Tree - small","sp1649"
"TS","Tree - small","sp1650"
"TS","Tree - small","sp1651"
"SL","Shrub - large","sp1652"
"TS","Tree - small","sp1653"
"T","Tree - size unknown","sp1654"
"TL","Tree - large","sp1655"
"TS","Tree - small","sp1656"
"TS","Tree - small","sp1657"
"TS","Tree - small","sp1658"
"TS","Tree - small","sp1659"
"TS","Tree - small","sp1660"
"TS","Tree - small","sp1661"
"TL","Tree - large","sp1662"
"TS","Tree - small","sp1663"
"TS","Tree - small","sp1664"
"TS","Tree - small","sp1665"
"TS","Tree - small","sp1666"
"TS","Tree - small","sp1667"
"TS","Tree - small","sp1668"
"TS","Tree - small","sp1669"
"TS","Tree - small","sp1670"
"TS","Tree - small","sp1671"
"TS","Tree - small","sp1672"
"TS","Tree - small","sp1673"
"TS","Tree - small","sp1674"
"TS","Tree - small","sp1675"
"SL","Shrub - large","sp1676"
"TS","Tree - small","sp1677"
"TL","Tree - large","sp1678"
"SL","Shrub - large","sp1679"
"TS","Tree - small","sp1680"
"TS","Tree - small","sp1681"
"TS","Tree - small","sp1682"
"TS","Tree - small","sp1683"
"TS","Tree - small","sp1684"
"TS","Tree - small","sp1685"
"TS","Tree - small","sp1686"
"SL","Shrub - large","sp1687"
"SL","Shrub - large","sp1688"
"TS","Tree - small","sp1689"
"TS","Tree - small","sp1690"
"TS","Tree - small","sp1691"
"TS","Tree - small","sp1692"
"TS","Tree - small","sp1693"
"SL","Shrub - large","sp1694"
"TS","Tree - small","sp1695"
"TL","Tree - large","sp1696"
"TS","Tree - small","sp1697"
"TS","Tree - small","sp1698"
"TS","Tree - small","sp1699"
"TS","Tree - small","sp1700"
"SL","Shrub - large","sp1701"
"TS","Tree - small","sp1702"
"TL","Tree - large","sp1703"
"TL","Tree - large","sp1704"
"TS","Tree - small","sp1705"
"SL","Shrub - large","sp1706"
"SL","Shrub - large","sp1707"
"TL","Tree - large","sp1708"
"TL","Tree - large","sp1709"
"TS","Tree - small","sp1710"
"TS","Tree - small","sp1711"
"T","Tree - size unknown","sp1712"
"TL","Tree - large","sp1713"
"TS","Tree - small","sp1714"
"SL","Shrub - large","sp1715"
"SL","Shrub - large","sp1716"
"TS","Tree - small","sp1717"
"SL","Shrub - large","sp1718"
"TS","Tree - small","sp1719"
"TS","Tree - small","sp1720"
"TS","Tree - small","sp1721"
"TS","Tree - small","sp1722"
"TS","Tree - small","sp1723"
"TS","Tree - small","sp1724"
"TS","Tree - small","sp1725"
"T","Tree - size unknown","sp1726"
"TS","Tree - small","sp1727"
"TS","Tree - small","sp1728"
"TL","Tree - large","sp1729"
"TS","Tree - small","sp1730"
"TS","Tree - small","sp1731"
"SL","Shrub - large","sp1732"
"TS","Tree - small","sp1733"
"TS","Tree - small","sp1734"
"TS","Tree - small","sp1735"
"SL","Shrub - large","sp1736"
"TS","Tree - small","sp1737"
"TL","Tree - large","sp1738"
"TS","Tree - small","sp1739"
"TL","Tree - large","sp1740"
"SL","Shrub - large","sp1741"
"TS","Tree - small","sp1742"
"TS","Tree - small","sp1743"
"TS","Tree - small","sp1744"
"SL","Shrub - large","sp1745"
"TS","Tree - small","sp1746"
"TS","Tree - small","sp1747"
"TS","Tree - small","sp1748"
"TL","Tree - large","sp1749"
"TS","Tree - small","sp1750"
"TS","Tree - small","sp1751"
"SL","Shrub - large","sp1752"
"TS","Tree - small","sp1753"
"SL","Shrub - large","sp1754"
"TS","Tree - small","sp1755"
"TS","Tree - small","sp1756"
"TS","Tree - small","sp1757"
"TS","Tree - small","sp1758"
"TS","Tree - small","sp1759"
"TS","Tree - small","sp1760"
"SL","Shrub - large","sp1761"
"SL","Shrub - large","sp1762"
"SL","Shrub - large","sp1763"
"SL","Shrub - large","sp1764"
"SL","Shrub - large","sp1765"
"T","Tree - size unknown","sp1766"
"TS","Tree - small","sp1767"
"TL","Tree - large","sp1768"
"TL","Tree - large","sp1769"
"TL","Tree - large","sp1770"
"TS","Tree - small","sp1771"
