"infraType","infrarankAuthor","infrarankName","internal_taxon_id","name","speciesAuthor","speciesName","source.info"
"","","","sp4511","Styrax ambiguus Seub.","Seub.","Styrax ambiguus","Brazilian_Flora_Online_v.393.285"
"","","","sp4511","Styrax discolor M.F.Silva","M.F.Silva","Styrax discolor","Brazilian_Flora_Online_v.393.285"
"var.","Chodat & Hassl.","apiculatus","sp4511","Styrax ambiguus var. apiculatus Chodat & Hassl.","","Styrax ambiguus","Brazilian_Flora_Online_v.393.285"
"","","","sp4511","Styrax bogotensis Perkins","Perkins","Styrax bogotensis","Brazilian_Flora_Online_v.393.285"
"","","","sp4511","Styrax pachyphyllus Pilg.","Pilg.","Styrax pachyphyllus","Brazilian_Flora_Online_v.393.285"
"","","","sp4511","Styrax tafelbergensis Maguire","Maguire","Styrax tafelbergensis","Brazilian_Flora_Online_v.393.285"
"","","","sp4511","Styrax punctatus A.DC.","A.DC.","Styrax punctatus","Brazilian_Flora_Online_v.393.285"
"","","","sp4511","Styrax ambiguum Pohl","Pohl","Styrax ambiguum","Brazilian_Flora_Online_v.393.285"
"","","","sp4511","Styrax punctatum A. DC.","A. DC.","Styrax punctatum","Brazilian_Flora_Online_v.393.285"
"var.","Perkins","rotundatus","sp4512","Styrax martii var. rotundatus Perkins","","Styrax martii","Brazilian_Flora_Online_v.393.285"
"","","","sp4513","Styrax burchellii Perkins","Perkins","Styrax burchellii","Brazilian_Flora_Online_v.393.285"
"","","","sp4513","Styrax pearcei Perkins","Perkins","Styrax pearcei","Brazilian_Flora_Online_v.393.285"
"var.","Perkins","bolivianus","sp4513","Styrax pearcei var. bolivianus Perkins","","Styrax pearcei","Brazilian_Flora_Online_v.393.285"
"","","","sp4522","Swartzia dicarpa Moric. ex Meisn.","Moric. ex Meisn.","Swartzia dicarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp4523","Swartzia fasciata Rizzini & A.Mattos","Rizzini & A.Mattos","Swartzia fasciata","Brazilian_Flora_Online_v.393.285"
"","","","sp4527","Swartzia brasiliensis Vogel","Vogel","Swartzia brasiliensis","Brazilian_Flora_Online_v.393.285"
"var.","R.S.Cowan","ynesiana","sp4533","Swartzia acutifolia var. ynesiana R.S.Cowan","","Swartzia acutifolia","Brazilian_Flora_Online_v.393.285"
"var.","R.S.Cowan","cognata","sp4537","Swartzia flaemingii var. cognata R.S.Cowan","","Swartzia flaemingii","Brazilian_Flora_Online_v.393.285"
"var.","R.S.Cowan","polita","sp4537","Swartzia flaemingii var. polita R.S.Cowan","","Swartzia flaemingii","Brazilian_Flora_Online_v.393.285"
"var.","(Harms) Cowan","psilonema","sp4538","Swartzia flaemingii var. psilonema (Harms) Cowan","","Swartzia flaemingii","Brazilian_Flora_Online_v.393.285"
"","","","sp4541","Swartzia peremarginata R.S.Cowan","R.S.Cowan","Swartzia peremarginata","Brazilian_Flora_Online_v.393.285"
"","","","sp4546","Ferreirea spectabilis Allemão","Allemão","Ferreirea spectabilis","Brazilian_Flora_Online_v.393.285"
"","","","sp4547","Swietenia krukovii Gleason","Gleason","Swietenia krukovii","Brazilian_Flora_Online_v.393.285"
"","","","sp4547","Swietenia candollei Pittier","Pittier","Swietenia candollei","Brazilian_Flora_Online_v.393.285"
"","","","sp4547","Swietenia tessmannii Harms","Harms","Swietenia tessmannii","Brazilian_Flora_Online_v.393.285"
"var.","(Mart.) Becc.","botryophorum","sp4548","Arecastrum romanzoffianum var. botryophorum (Mart.) Becc.","","Arecastrum romanzoffianum","Brazilian_Flora_Online_v.393.285"
"","","","sp4548","Calappa botryophora (Mart.) Kuntze","(Mart.) Kuntze","Calappa botryophora","Brazilian_Flora_Online_v.393.285"
"","","","sp4550","Cocos acaulis Drude","Drude","Cocos acaulis","Brazilian_Flora_Online_v.393.285"
"var.","Drude","glabra","sp4550","Cocos acaulis var. glabra Drude","","Cocos acaulis","Brazilian_Flora_Online_v.393.285"
"","","","sp4550","Cocos comosa Mart.","Mart.","Cocos comosa","Brazilian_Flora_Online_v.393.285"
"","","","sp4550","Syagrus acaulis (Drude) Becc.","(Drude) Becc.","Syagrus acaulis","Brazilian_Flora_Online_v.393.285"
"","","","sp4550","Cocos plumosa NA","","Cocos plumosa","Brazilian_Flora_Online_v.393.285"
"","","","sp4551","Cocos coronata Mart.","Mart.","Cocos coronata","Brazilian_Flora_Online_v.393.285"
"var.","Becc.","todari","sp4551","Cocos coronata var. todari Becc.","","Cocos coronata","Brazilian_Flora_Online_v.393.285"
"","","","sp4551","Cocos quinquefaria Barb.Rodr.","Barb.Rodr.","Cocos quinquefaria","Brazilian_Flora_Online_v.393.285"
"var.","(Becc.) Becc.","todari","sp4551","Syagrus coronata var. todari (Becc.) Becc.","","Syagrus coronata","Brazilian_Flora_Online_v.393.285"
"","","","sp4551","Syagrus quinquefaria (Barb.Rodr.) Becc.","(Barb.Rodr.) Becc.","Syagrus quinquefaria","Brazilian_Flora_Online_v.393.285"
"","","","sp4551","Syagrus treubiana (Becc.) Becc.","(Becc.) Becc.","Syagrus treubiana","Brazilian_Flora_Online_v.393.285"
"","","","sp4552","Cocos flexuosa Mart.","Mart.","Cocos flexuosa","Brazilian_Flora_Online_v.393.285"
"var.","Mart.","cataphracta","sp4552","Cocos flexuosa var. cataphracta Mart.","","Cocos flexuosa","Brazilian_Flora_Online_v.393.285"
"var.","Mart.","densiflora","sp4552","Cocos flexuosa var. densiflora Mart.","","Cocos flexuosa","Brazilian_Flora_Online_v.393.285"
"","","","sp4552","Syagrus urbaniana (Dammer) Becc.","(Dammer) Becc.","Syagrus urbaniana","Brazilian_Flora_Online_v.393.285"
"","","","sp4554","Lytocaryum hoehnei (Burret) Toledo","(Burret) Toledo","Lytocaryum hoehnei","Brazilian_Flora_Online_v.393.285"
"","","","sp4555","Lytocaryum insigne (Drude) Toledo","(Drude) Toledo","Lytocaryum insigne","Brazilian_Flora_Online_v.393.285"
"","","","sp4555","Syagrus insignis (Rob.) Becc.","(Rob.) Becc.","Syagrus insignis","Brazilian_Flora_Online_v.393.285"
"","","","sp4558","Cocos getuliana Bondar","Bondar","Cocos getuliana","Brazilian_Flora_Online_v.393.285"
"","","","sp4558","Cocos macrocarpa (Barb.Rodr.) Barb.Rodr.","(Barb.Rodr.) Barb.Rodr.","Cocos macrocarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp4558","Cocos procopiana Glaz. ex Drude","Glaz. ex Drude","Cocos procopiana","Brazilian_Flora_Online_v.393.285"
"","","","sp4558","Syagrus getuliana (Bondar) Glassman","(Bondar) Glassman","Syagrus getuliana","Brazilian_Flora_Online_v.393.285"
"","","","sp4559","Cocos oleracea Mart.","Mart.","Cocos oleracea","Brazilian_Flora_Online_v.393.285"
"var.","Drude","platyphylla","sp4559","Cocos oleracea var. platyphylla Drude","","Cocos oleracea","Brazilian_Flora_Online_v.393.285"
"","","","sp4559","Syagrus gomesii Glassman","Glassman","Syagrus gomesii","Brazilian_Flora_Online_v.393.285"
"var.","(Drude) Becc.","platyphylla","sp4559","Syagrus oleracea var. platyphylla (Drude) Becc.","","Syagrus oleracea","Brazilian_Flora_Online_v.393.285"
"","","","sp4559","Cocos picrophylla NA","","Cocos picrophylla","Brazilian_Flora_Online_v.393.285"
"","","","sp4560","Cocos catechucarpa Barb.Rodr.","Barb.Rodr.","Cocos catechucarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp4560","Cocos picrophylla NA","","Cocos picrophylla","Brazilian_Flora_Online_v.393.285"
"","","","sp4560","Syagrus catechucarpa (Barb.Rodr.) Becc.","(Barb.Rodr.) Becc.","Syagrus catechucarpa","Brazilian_Flora_Online_v.393.285"
"","","","sp4561","Barbosa pseudococos (Raddi) Becc.","(Raddi) Becc.","Barbosa pseudococos","Brazilian_Flora_Online_v.393.285"
"","","","sp4561","Cocos mikaniana Mart.","Mart.","Cocos mikaniana","Brazilian_Flora_Online_v.393.285"
"","","","sp4561","Langsdorffia pseudococos Raddi","Raddi","Langsdorffia pseudococos","Brazilian_Flora_Online_v.393.285"
"","","","sp4561","Syagrus mikaniana (Mart.) Mart.","(Mart.) Mart.","Syagrus mikaniana","Brazilian_Flora_Online_v.393.285"
"","","","sp4562","Arecastrum romanzoffianum (Cham.) Becc.","(Cham.) Becc.","Arecastrum romanzoffianum","Brazilian_Flora_Online_v.393.285"
"var.","(Mart.) Becc.","australe","sp4562","Arecastrum romanzoffianum var. australe (Mart.) Becc.","","Arecastrum romanzoffianum","Brazilian_Flora_Online_v.393.285"
"var.","(Drude) Becc.","ensifolium","sp4562","Arecastrum romanzoffianum var. ensifolium (Drude) Becc.","","Arecastrum romanzoffianum","Brazilian_Flora_Online_v.393.285"
"var.","Becc.","genuinum","sp4562","Arecastrum romanzoffianum var. genuinum Becc.","","Arecastrum romanzoffianum","Brazilian_Flora_Online_v.393.285"
"var.","Becc.","micropindo","sp4562","Arecastrum romanzoffianum var. micropindo Becc.","","Arecastrum romanzoffianum","Brazilian_Flora_Online_v.393.285"
"","","","sp4562","Cocos acrocomioides Drude","Drude","Cocos acrocomioides","Brazilian_Flora_Online_v.393.285"
"","","","sp4562","Cocos arechavaletana Barb.Rodr.","Barb.Rodr.","Cocos arechavaletana","Brazilian_Flora_Online_v.393.285"
"","","","sp4562","Cocos australis NA","","Cocos australis","Brazilian_Flora_Online_v.393.285"
"","","","sp4562","Cocos datil Drude & Griseb.","Drude & Griseb.","Cocos datil","Brazilian_Flora_Online_v.393.285"
"","","","sp4562","Cocos geriba Barb.Rodr.","Barb.Rodr.","Cocos geriba","Brazilian_Flora_Online_v.393.285"
"","","","sp4562","Cocos martiana Drude & Glaz.","Drude & Glaz.","Cocos martiana","Brazilian_Flora_Online_v.393.285"
"","","","sp4562","Cocos plumosa NA","","Cocos plumosa","Brazilian_Flora_Online_v.393.285"
"","","","sp4562","Cocos romanzoffiana Cham.","Cham.","Cocos romanzoffiana","Brazilian_Flora_Online_v.393.285"
"","","","sp4562","Cocos australis NA","","Cocos australis","Brazilian_Flora_Online_v.393.285"
"var.","(Lodd. ex Hook.) A. Berger","plumosa","sp4562","Cocos romanzoffiana var. plumosa (Lodd. ex Hook.) A. Berger","","Cocos romanzoffiana","Brazilian_Flora_Online_v.393.285"
"var.","(Cham.) Becc.","romanzoffianum","sp4562","Arecastrum romanzoffianum var. romanzoffianum (Cham.) Becc.","","Arecastrum romanzoffianum","Brazilian_Flora_Online_v.393.285"
"","","","sp4563","Arikuryroba ruschiana (Bondar) Toledo","(Bondar) Toledo","Arikuryroba ruschiana","Brazilian_Flora_Online_v.393.285"
"","","","sp4563","Cocos ruschiana Bondar","Bondar","Cocos ruschiana","Brazilian_Flora_Online_v.393.285"
"","","","sp4565","Arikury schizophylla (Mart.) Becc.","(Mart.) Becc.","Arikury schizophylla","Brazilian_Flora_Online_v.393.285"
"","","","sp4565","Arikuryroba capanemae Barb.Rodr.","Barb.Rodr.","Arikuryroba capanemae","Brazilian_Flora_Online_v.393.285"
"","","","sp4565","Arikuryroba schizophylla (Mart.) L.H.Bailey","(Mart.) L.H.Bailey","Arikuryroba schizophylla","Brazilian_Flora_Online_v.393.285"
"","","","sp4565","Cocos aricui Wied-Neuw.","Wied-Neuw.","Cocos aricui","Brazilian_Flora_Online_v.393.285"
"","","","sp4565","Cocos arikuryroba Barb.Rodr.","Barb.Rodr.","Cocos arikuryroba","Brazilian_Flora_Online_v.393.285"
"","","","sp4565","Cocos capanemae (Barb.Rodr.) Drude","(Barb.Rodr.) Drude","Cocos capanemae","Brazilian_Flora_Online_v.393.285"
"","","","sp4565","Cocos schizophylla Mart.","Mart.","Cocos schizophylla","Brazilian_Flora_Online_v.393.285"
"","","","sp4566","Cocos vagans Bondar","Bondar","Cocos vagans","Brazilian_Flora_Online_v.393.285"
"","","","sp4567","Lytocaryum weddellianum (H.Wendl.) Toledo","(H.Wendl.) Toledo","Lytocaryum weddellianum","Brazilian_Flora_Online_v.393.285"
"","","","sp4567","Cocos weddelliana H.Wendl.","H.Wendl.","Cocos weddelliana","Brazilian_Flora_Online_v.393.285"
"var.","Becc.","cinerea","sp4567","Syagrus weddelliana var. cinerea Becc.","","Syagrus weddelliana","Brazilian_Flora_Online_v.393.285"
"var.","(G. Nicholson & Mottet) Becc.","pinaertii","sp4567","Syagrus weddelliana var. pinaertii (G. Nicholson & Mottet) Becc.","","Syagrus weddelliana","Brazilian_Flora_Online_v.393.285"
"","","","sp4567","Syagrus weddellianus (H. Wendl.) Becc.","(H. Wendl.) Becc.","Syagrus weddellianus","Brazilian_Flora_Online_v.393.285"
"","","","sp4568","Symphonia microphylla R.E.Schult.","R.E.Schult.","Symphonia microphylla","Brazilian_Flora_Online_v.393.285"
"","","","sp4568","Symphonia utilissima R.E.Schult.","R.E.Schult.","Symphonia utilissima","Brazilian_Flora_Online_v.393.285"
"","","","sp4569","Symphyopappus polystachyus Baker","Baker","Symphyopappus polystachyus","Brazilian_Flora_Online_v.393.285"
"","","","sp4573","Symplocos phaeoclados A.DC.","A.DC.","Symplocos phaeoclados","Brazilian_Flora_Online_v.393.285"
"var.","Gontsch.","acuminata","sp4573","Symplocos phaeoclados var. acuminata Gontsch.","","Symplocos phaeoclados","Brazilian_Flora_Online_v.393.285"
"","","","sp4576","Symplocos variabilis Mart. ex Miq.","Mart. ex Miq.","Symplocos variabilis","Brazilian_Flora_Online_v.393.285"
"","","","sp4576","Symplocos frondosa Brand","Brand","Symplocos frondosa","Brazilian_Flora_Online_v.393.285"
"","","","sp4576","Symplocos dusenii Brand","Brand","Symplocos dusenii","Brazilian_Flora_Online_v.393.285"
"","","","sp4576","Symplocos ramentacea Mart.","Mart.","Symplocos ramentacea","Brazilian_Flora_Online_v.393.285"
"","","","sp4576","Symplocos verrucosa Brand","Brand","Symplocos verrucosa","Brazilian_Flora_Online_v.393.285"
"var.","Sleumer","micromorpha","sp4577","Symplocos corymboclados var. micromorpha Sleumer","","Symplocos corymboclados","Brazilian_Flora_Online_v.393.285"
"","","","sp4578","Symplocos variabilis Mart. ex Miq.","Mart. ex Miq.","Symplocos variabilis","Brazilian_Flora_Online_v.393.285"
"","","","sp4579","Symplocos aegrota Brand","Brand","Symplocos aegrota","Brazilian_Flora_Online_v.393.285"
"","","","sp4579","Symplocos ascendens Brand","Brand","Symplocos ascendens","Brazilian_Flora_Online_v.393.285"
"","","","sp4579","Symplocos densiflora Brand","Brand","Symplocos densiflora","Brazilian_Flora_Online_v.393.285"
"var.","Brand","minor","sp4579","Symplocos densiflora var. minor Brand","","Symplocos densiflora","Brazilian_Flora_Online_v.393.285"
"","","","sp4592","Symplocos lanceolata A.DC.","A.DC.","Symplocos lanceolata","Brazilian_Flora_Online_v.393.285"
"fo.","A.DC.","intergerrima","sp4592","Symplocos lanceolata fo. intergerrima A.DC.","","Symplocos lanceolata","Brazilian_Flora_Online_v.393.285"
"var.","Mattos","pentandra","sp4595","Symplocos itatiaiae var. pentandra Mattos","","Symplocos itatiaiae","Brazilian_Flora_Online_v.393.285"
"var.","A.DC.","subserrata","sp4596","Symplocos platyphylla var. subserrata A.DC.","","Symplocos platyphylla","Brazilian_Flora_Online_v.393.285"
"","","","sp4596","Symplocos obovata A.DC.","A.DC.","Symplocos obovata","Brazilian_Flora_Online_v.393.285"
"","","","sp4596","Symplocos lundii A.DC.","A.DC.","Symplocos lundii","Brazilian_Flora_Online_v.393.285"
"var.","Brand","glabra","sp4596","Symplocos lundii var. glabra Brand","","Symplocos lundii","Brazilian_Flora_Online_v.393.285"
"","","","sp4596","Symplocos commutata Brand","Brand","Symplocos commutata","Brazilian_Flora_Online_v.393.285"
"","","","sp4596","Symplocos distans Brand","Brand","Symplocos distans","Brazilian_Flora_Online_v.393.285"
"","","","sp4596","Symplocos campestris Brand","Brand","Symplocos campestris","Brazilian_Flora_Online_v.393.285"
"","","","sp4596","Symplocos barbacenae Brand","Brand","Symplocos barbacenae","Brazilian_Flora_Online_v.393.285"
"","","","sp4596","Symplocos sellowiana Brand","Brand","Symplocos sellowiana","Brazilian_Flora_Online_v.393.285"
"var.","Brand","humilis","sp4597","Symplocos pubescens var. humilis Brand","","Symplocos pubescens","Brazilian_Flora_Online_v.393.285"
"var.","Brand","pauciflora","sp4597","Symplocos pubescens var. pauciflora Brand","","Symplocos pubescens","Brazilian_Flora_Online_v.393.285"
"","","","sp4597","Symplocos martii A.DC.","A.DC.","Symplocos martii","Brazilian_Flora_Online_v.393.285"
"","","","sp4599","Symplocos fallax Brand","Brand","Symplocos fallax","Brazilian_Flora_Online_v.393.285"
"","","","sp4600","Symplocos mosenii Brand","Brand","Symplocos mosenii","Brazilian_Flora_Online_v.393.285"
"var.","(A.DC.) Brand","rhamnifolia","sp4601","Symplocos lanceolata var. rhamnifolia (A.DC.) Brand","","Symplocos lanceolata","Brazilian_Flora_Online_v.393.285"
"","","","sp4604","Symplocos frondosa Brand","Brand","Symplocos frondosa","Brazilian_Flora_Online_v.393.285"
"","","","sp4605","Symplocos hirtella Brand","Brand","Symplocos hirtella","Brazilian_Flora_Online_v.393.285"
"","","","sp4606","Symplocos catarinensis Mattos","Mattos","Symplocos catarinensis","Brazilian_Flora_Online_v.393.285"
"","","","sp4606","Symplocos klotzschii Brand","Brand","Symplocos klotzschii","Brazilian_Flora_Online_v.393.285"
"","","","sp4606","Symplocos uruguensis Brand","Brand","Symplocos uruguensis","Brazilian_Flora_Online_v.393.285"
"","","","sp4606","Symplocos padus Klotzsch ex Brand","Klotzsch ex Brand","Symplocos padus","Brazilian_Flora_Online_v.393.285"
"","","","sp4606","Symplocos parviflora Benth.","Benth.","Symplocos parviflora","Brazilian_Flora_Online_v.393.285"
"var.","Miq.","paleacea","sp4606","Symplocos uniflora var. paleacea Miq.","","Symplocos uniflora","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Bignonia aurea Silva Manso","Silva Manso","Bignonia aurea","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Bignonia squamellulosa DC.","DC.","Bignonia squamellulosa","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Couralia caraiba (Mart.) Corr.Méllo ex Stellfeld","(Mart.) Corr.Méllo ex Stellfeld","Couralia caraiba","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Gelseminum caraiba (Mart.) Kuntze","(Mart.) Kuntze","Gelseminum caraiba","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Handroanthus caraiba (Mart.) Mattos","(Mart.) Mattos","Handroanthus caraiba","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Handroanthus leucophloeus (Mart. ex DC.) Mattos","(Mart. ex DC.) Mattos","Handroanthus leucophloeus","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Tabebuia argentea (Bureau & K.Schum.) Britton","(Bureau & K.Schum.) Britton","Tabebuia argentea","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Tabebuia caraiba (Mart.) Bureau","(Mart.) Bureau","Tabebuia caraiba","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Tabebuia suberosa Rusby","Rusby","Tabebuia suberosa","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Tecoma argentea Bureau & K.Schum.","Bureau & K.Schum.","Tecoma argentea","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Tecoma aurea (Silva Manso) DC.","(Silva Manso) DC.","Tecoma aurea","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Tecoma caraiba Mart.","Mart.","Tecoma caraiba","Brazilian_Flora_Online_v.393.285"
"var.","Hassl.","grandiflora","sp4607","Tecoma caraiba var. grandiflora Hassl.","","Tecoma caraiba","Brazilian_Flora_Online_v.393.285"
"var.","Bureau & K.Schum.","squamellulosa","sp4607","Tecoma caraiba var. squamellulosa Bureau & K.Schum.","","Tecoma caraiba","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Tecoma leucophlaeos Mart. ex DC.","Mart. ex DC.","Tecoma leucophlaeos","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Tecoma squamellulosa DC.","DC.","Tecoma squamellulosa","Brazilian_Flora_Online_v.393.285"
"","","","sp4607","Tecoma trichocalycina DC.","DC.","Tecoma trichocalycina","Brazilian_Flora_Online_v.393.285"
"","","","sp4608","Bignonia cassinoides Lam.","Lam.","Bignonia cassinoides","Brazilian_Flora_Online_v.393.285"
"","","","sp4608","Bignonia obtusifolia Lam.","Lam.","Bignonia obtusifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp4608","Bignonia tabebuya Vell.","Vell.","Bignonia tabebuya","Brazilian_Flora_Online_v.393.285"
"","","","sp4608","Bignonia uliginosa Gomes","Gomes","Bignonia uliginosa","Brazilian_Flora_Online_v.393.285"
"","","","sp4608","Proterpia obtusifolia (Lam.) Raf.","(Lam.) Raf.","Proterpia obtusifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp4608","Spathodea magnolioides Cham.","Cham.","Spathodea magnolioides","Brazilian_Flora_Online_v.393.285"
"","","","sp4608","Tabebuia magnolioides (Cham.) Miers","(Cham.) Miers","Tabebuia magnolioides","Brazilian_Flora_Online_v.393.285"
"","","","sp4608","Tabebuia uliginosa (Gomes) DC.","(Gomes) DC.","Tabebuia uliginosa","Brazilian_Flora_Online_v.393.285"
"","","","sp4608","Tecoma uliginosa Mart. ex DC.","Mart. ex DC.","Tecoma uliginosa","Brazilian_Flora_Online_v.393.285"
"","","","sp4609","Bignonia atrovirens DC.","DC.","Bignonia atrovirens","Brazilian_Flora_Online_v.393.285"
"","","","sp4609","Bignonia elliptica Cham.","Cham.","Bignonia elliptica","Brazilian_Flora_Online_v.393.285"
"","","","sp4609","Sparattosperma ellipticum (DC.) Bureau & K.Schum.","(DC.) Bureau & K.Schum.","Sparattosperma ellipticum","Brazilian_Flora_Online_v.393.285"
"","","","sp4609","Sparattosperma psammophilum Mart. ex DC.","Mart. ex DC.","Sparattosperma psammophilum","Brazilian_Flora_Online_v.393.285"
"","","","sp4609","Tabebuia atrovirens (DC.) Standl.","(DC.) Standl.","Tabebuia atrovirens","Brazilian_Flora_Online_v.393.285"
"","","","sp4609","Tecoma atrovirens DC.","DC.","Tecoma atrovirens","Brazilian_Flora_Online_v.393.285"
"","","","sp4609","Tecoma elliptica DC.","DC.","Tecoma elliptica","Brazilian_Flora_Online_v.393.285"
"","","","sp4611","Bignonia dura Klotzsch ex R.Knuth","Klotzsch ex R.Knuth","Bignonia dura","Brazilian_Flora_Online_v.393.285"
"","","","sp4611","Gelseminum insigne (Miq.) Kuntze","(Miq.) Kuntze","Gelseminum insigne","Brazilian_Flora_Online_v.393.285"
"","","","sp4611","Handroanthus durus (Bureau & K.Schum.) Mattos","(Bureau & K.Schum.) Mattos","Handroanthus durus","Brazilian_Flora_Online_v.393.285"
"","","","sp4611","Tabebuia dura (Bureau & K.Schum.) Sprague & Sandwith","(Bureau & K.Schum.) Sprague & Sandwith","Tabebuia dura","Brazilian_Flora_Online_v.393.285"
"var.","Sandwith","monophylla","sp4611","Tabebuia insignis var. monophylla Sandwith","","Tabebuia insignis","Brazilian_Flora_Online_v.393.285"
"var.","Sandwith","pacimonensis","sp4611","Tabebuia insignis var. pacimonensis Sandwith","","Tabebuia insignis","Brazilian_Flora_Online_v.393.285"
"","","","sp4611","Tabebuia longipes Baker","Baker","Tabebuia longipes","Brazilian_Flora_Online_v.393.285"
"","","","sp4611","Tabebuia roraimae Oliv.","Oliv.","Tabebuia roraimae","Brazilian_Flora_Online_v.393.285"
"","","","sp4611","Tecoma albiflora Ducke","Ducke","Tecoma albiflora","Brazilian_Flora_Online_v.393.285"
"","","","sp4611","Tecoma dura Bureau & K.Schum.","Bureau & K.Schum.","Tecoma dura","Brazilian_Flora_Online_v.393.285"
"","","","sp4611","Tecoma insignis Miq.","Miq.","Tecoma insignis","Brazilian_Flora_Online_v.393.285"
"","","","sp4611","Tecoma roraimae (Oliv.) K.Schum.","(Oliv.) K.Schum.","Tecoma roraimae","Brazilian_Flora_Online_v.393.285"
"","","","sp4612","Bignonia leucoxyla Vell.","Vell.","Bignonia leucoxyla","Brazilian_Flora_Online_v.393.285"
"","","","sp4612","Spathodea obtusifolia Cham.","Cham.","Spathodea obtusifolia","Brazilian_Flora_Online_v.393.285"
"","","","sp4612","Tabebuia leucoxyla (Vell.) DC.","(Vell.) DC.","Tabebuia leucoxyla","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Bignonia roseo-alba Ridl.","Ridl.","Bignonia roseo-alba","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Handroanthus odontodiscus (Bureau & K.Schum.) Mattos","(Bureau & K.Schum.) Mattos","Handroanthus odontodiscus","Brazilian_Flora_Online_v.393.285"
"var.","(Toledo) Mattos","violascens","sp4614","Handroanthus odontodiscus var. violascens (Toledo) Mattos","","Handroanthus odontodiscus","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Handroanthus piutinga (Pilg.) Mattos","(Pilg.) Mattos","Handroanthus piutinga","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Handroanthus roseo-albus (Ridl.) Mattos","(Ridl.) Mattos","Handroanthus roseo-albus","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Sparattosperma neurocalyx Bureau & K.Schum.","Bureau & K.Schum.","Sparattosperma neurocalyx","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Tabebuia odontodiscus (Bureau & K.Schum.) Toledo","(Bureau & K.Schum.) Toledo","Tabebuia odontodiscus","Brazilian_Flora_Online_v.393.285"
"var.","Toledo","violascens","sp4614","Tabebuia odontodiscus var. violascens Toledo","","Tabebuia odontodiscus","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Tabebuia papyrophloios (Bureau & K.Schum.) Melch.","(Bureau & K.Schum.) Melch.","Tabebuia papyrophloios","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Tabebuia piutinga (Pilg.) Sandwith","(Pilg.) Sandwith","Tabebuia piutinga","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Tecoma mattogrossensis Kraenzl.","Kraenzl.","Tecoma mattogrossensis","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Tecoma odontodiscus Bureau & K.Schum.","Bureau & K.Schum.","Tecoma odontodiscus","Brazilian_Flora_Online_v.393.285"
"var.","Hassl.","paraguaiensis","sp4614","Tecoma odontodiscus var. paraguaiensis Hassl.","","Tecoma odontodiscus","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Tecoma papyrophloios Bureau & K.Schum.","Bureau & K.Schum.","Tecoma papyrophloios","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Tecoma piutinga Pilg.","Pilg.","Tecoma piutinga","Brazilian_Flora_Online_v.393.285"
"","","","sp4614","Tecoma schumanni Kraenzl.","Kraenzl.","Tecoma schumanni","Brazilian_Flora_Online_v.393.285"
"","","","sp4616","Tabernaemontana acuminata Müll.Arg.","Müll.Arg.","Tabernaemontana acuminata","Brazilian_Flora_Online_v.393.285"
"","","","sp4616","Tabernaemontana affinis Müll.Arg.","Müll.Arg.","Tabernaemontana affinis","Brazilian_Flora_Online_v.393.285"
"","","","sp4616","Tabernaemontana australis Müll.Arg.","Müll.Arg.","Tabernaemontana australis","Brazilian_Flora_Online_v.393.285"
"","","","sp4616","Tabernaemontana hilariana Müll.Arg.","Müll.Arg.","Tabernaemontana hilariana","Brazilian_Flora_Online_v.393.285"
"","","","sp4616","Tabernaemontana hybrida Hand.-Mazz.","Hand.-Mazz.","Tabernaemontana hybrida","Brazilian_Flora_Online_v.393.285"
"","","","sp4616","Tabernaemontana salicifolia Hand.-Mazz.","Hand.-Mazz.","Tabernaemontana salicifolia","Brazilian_Flora_Online_v.393.285"
