"internal_taxon_id","language","name","primary"
"sp568","Portuguese","Gabiroba Espinhuda","false"
"sp571","Portuguese","Guabiroba","false"
"sp573","Portuguese","Guabirobeira","false"
"sp573","Portuguese","Guabiroba","false"
"sp579","Portuguese","Gabiroba","false"
"sp581","Portuguese","Folha-Dura","false"
"sp581","Portuguese","Feijão-Bravo-Preto","false"
"sp582","Portuguese","Mate","false"
"sp583","Portuguese","Comarim","false"
"sp583","Portuguese","Cumari","false"
"sp583","Portuguese","Pimenta-Cumari","false"
"sp587","Portuguese","Pimenta Do Sapo","false"
"sp592","Portuguese","Bingueiro","false"
"sp592","Portuguese","Cachimbeiro","false"
"sp592","Portuguese","Coatingua","false"
"sp592","Portuguese","Currimboque","false"
"sp592","Portuguese","Estopa","false"
"sp592","Portuguese","Estopeira","false"
"sp592","Portuguese","Jequitibá","false"
"sp592","Portuguese","Jequitibá-Branco","false"
"sp592","Portuguese","Jequitibá-Rei","false"
"sp592","Portuguese","Jequitibá-Rosa","false"
"sp592","Portuguese","Mussambê","false"
"sp592","Portuguese","Pau-De-Cachimbo","false"
"sp592","Portuguese","Pau-Estopa","false"
"sp593","Portuguese","Jequitibá-Açu","false"
"sp595","Portuguese","Jequitibá-Cravino","false"
"sp597","Portuguese","Pequi","false"
"sp598","Portuguese","Piqui","false"
"sp601","Portuguese","Camarão-Branco, Rama-Branca","false"
"sp601","Portuguese","Capança-Braba, Boieira","false"
"sp601","Portuguese","Língua-De-Velho, Pindaíba","false"
"sp601","Portuguese","Língua-De-Cão","false"
"sp601","Portuguese","Folha-De-Carne, Chá-De-Frade","false"
"sp601","Portuguese","Erva-De-Lagarto, Espeteiro, Pau-Prego","false"
"sp601","Portuguese","Pau-De-Olaria, Muirapuama","false"
"sp601","Portuguese","Carniceiro","false"
"sp601","Portuguese","Erva-De-Lagarto, Imbuí-Amarelo","false"
"sp601","Portuguese","Folha-De-Carne","false"
"sp601","Portuguese","Puleiro-De-Pombo, Língua -De-Tiú","false"
"sp602","Portuguese","Pau-De-Espeto","false"
"sp602","Portuguese","Louro-Caja","false"
"sp604","Portuguese","Envira-Surucucu","false"
"sp604","Portuguese","Ariri (Indigina)","false"
"sp605","Portuguese","Carapanauba-Í","false"
"sp605","Portuguese","Aderninho-De-Capoeira, Pau-De-Espeto, Quebra-Facão","false"
"sp605","Portuguese","Cabatão, Canela-De-Viado, Flor-Da-Noiva","false"
"sp605","Portuguese","Mourão","false"
"sp605","Portuguese","Pa-De-Carne","false"
"sp605","Portuguese","Assa-Leitão, Erva-De-Tiú, Pau-De-Espeto","false"
"sp605","Portuguese","Café-Bravo, Farinha-Seca, Pimentinha","false"
"sp605","Portuguese","Cafezinho-Do-Mato, Sapucainha","false"
"sp605","Portuguese","Tomimrinanke (Uaiacá-Mucajaí)","false"
