"family","species","endemism.level.1","endemism.level.2","endemic","endemic.BR"
"Myrtaceae","Eugenia macrosperma",96.946565,96.946565,"endemic","endemic"
"Myrtaceae","Eugenia magnibracteolata",100,100,"endemic","endemic"
"Myrtaceae","Eugenia magnifica",100,100,"endemic","endemic"
"Myrtaceae","Eugenia malacantha",100,100,"endemic","endemic"
"Myrtaceae","Eugenia mandioccensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia mansoi",36.448598,35.238095,"widespread_sparse","not_endemic"
"Myrtaceae","Eugenia marambaiensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia mattosii",100,100,"endemic","endemic"
"Myrtaceae","Eugenia melanogyna",100,100,"endemic","endemic"
"Myrtaceae","Eugenia membranifolia",NA,NA,"endemic","endemic"
"Myrtaceae","Eugenia modesta",56.910569,56.910569,"widespread_common","endemic"
"Myrtaceae","Eugenia monosperma",100,100,"endemic","endemic"
"Myrtaceae","Eugenia moonioides",100,100,"endemic","endemic"
"Myrtaceae","Eugenia moschata",5,5.389222,"occasional","not_endemic"
"Myrtaceae","Eugenia mosenii",100,100,"endemic","endemic"
"Myrtaceae","Eugenia multicostata",97.674419,97.478992,"endemic","endemic"
"Myrtaceae","Eugenia myrcianthes",41.966427,39.89071,"widespread_sparse","not_endemic"
"Myrtaceae","Eugenia myrciariifolia",100,100,"endemic","endemic"
"Myrtaceae","Eugenia neoformosa",NA,NA,"not_endemic","endemic"
"Myrtaceae","Eugenia neogracilis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia neolaurifolia",100,100,"endemic","endemic"
"Myrtaceae","Eugenia neomyrtifolia",100,100,"endemic","endemic"
"Myrtaceae","Eugenia neoriedeliana",100,100,"endemic","endemic"
"Myrtaceae","Eugenia neosilvestris",98.924731,98.901099,"endemic","endemic"
"Myrtaceae","Eugenia neotristis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia neoverrucosa",97.669492,97.380952,"endemic","endemic"
"Myrtaceae","Eugenia nutans",93.288591,93.288591,"endemic","endemic"
"Myrtaceae","Eugenia oeidocarpa",94.339623,93.333333,"endemic","endemic"
"Myrtaceae","Eugenia pachnantha",87.5,87.5,"endemic","endemic"
"Myrtaceae","Eugenia pachyclada",100,100,"endemic","endemic"
"Myrtaceae","Eugenia pantagensis",40,40,"widespread_sparse","endemic"
"Myrtaceae","Eugenia paracatuana",49.137931,49.137931,"widespread_sparse","not_endemic"
"Myrtaceae","Eugenia patens",1.421801,1.507538,"occasional","not_endemic"
"Myrtaceae","Eugenia pauciflora",100,100,"endemic","endemic"
"Myrtaceae","Eugenia persicifolia",100,100,"endemic","endemic"
"Myrtaceae","Eugenia peruibensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia piloensis",56.410256,59.459459,"widespread_common","endemic"
"Myrtaceae","Eugenia pipensis",NA,NA,"endemic","endemic"
"Myrtaceae","Eugenia piresiana",100,100,"endemic","endemic"
"Myrtaceae","Eugenia piresii",100,100,"endemic","endemic"
"Myrtaceae","Eugenia pisiformis",99.823009,99.81982,"endemic","endemic"
"Myrtaceae","Eugenia pistaciifolia",24.347826,24.347826,"widespread_sparse","endemic"
"Myrtaceae","Eugenia pitanga",28.660436,25.925926,"widespread_sparse","not_endemic"
"Myrtaceae","Eugenia platyphylla",99.431818,99.3670885,"endemic","endemic"
"Myrtaceae","Eugenia platysema",100,100,"endemic","endemic"
"Myrtaceae","Eugenia plicata",100,100,"endemic","endemic"
"Myrtaceae","Eugenia plicatocostata",100,100,"endemic","endemic"
"Myrtaceae","Eugenia pluriflora",87.794433,88.382688,"endemic","endemic"
"Myrtaceae","Eugenia pohliana",34.545455,34.545455,"widespread_sparse","endemic"
"Myrtaceae","Eugenia prasina",97.96748,97.835498,"endemic","endemic"
"Myrtaceae","Eugenia pruinosa",100,100,"endemic","endemic"
"Myrtaceae","Eugenia pruniformis",98.958333,98.876404,"endemic","endemic"
"Myrtaceae","Eugenia pseudomalacantha",100,100,"endemic","endemic"
"Myrtaceae","Eugenia puberula",98.360656,98.245614,"endemic","endemic"
"Myrtaceae","Eugenia pulcherrima",100,100,"endemic","endemic"
"Myrtaceae","Eugenia punicifolia",37.615038,37.620968,"widespread_sparse","endemic"
"Myrtaceae","Eugenia pyriflora",88.888889,88.888889,"endemic","endemic"
"Myrtaceae","Eugenia pyriformis",73.434705,71.789883,"widespread_common","not_endemic"
"Myrtaceae","Eugenia ramboi",92.561983,92.035398,"endemic","not_endemic"
"Myrtaceae","Eugenia regia",100,100,"endemic","endemic"
"Myrtaceae","Eugenia repanda",83.712984,83.6426915,"endemic","not_endemic"
"Myrtaceae","Eugenia rosea",15.384615,14.893617,"widespread_sparse","endemic"
"Myrtaceae","Eugenia roseiflora",1.818182,1.851852,"occasional","not_endemic"
"Myrtaceae","Eugenia rostrifolia",69.863014,77.192982,"endemic","endemic"
"Myrtaceae","Eugenia rotundicosta",100,100,"endemic","endemic"
"Myrtaceae","Eugenia rugosissima",100,100,"endemic","endemic"
"Myrtaceae","Eugenia ruschiana",100,100,"endemic","endemic"
"Myrtaceae","Eugenia schottiana",94.444444,94.354839,"endemic","endemic"
"Myrtaceae","Eugenia sclerocalyx",100,100,"endemic","endemic"
"Myrtaceae","Eugenia selloi",98.876404,98.837209,"endemic","endemic"
"Myrtaceae","Eugenia sellowiana",6.25,7.142857,"occasional","endemic"
"Myrtaceae","Eugenia serraegrandis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia sobraliana",100,100,"endemic","endemic"
"Myrtaceae","Eugenia sonderiana",52.651515,53.149606,"widespread_common","endemic"
"Myrtaceae","Eugenia speciosa",87.927107,87.623762,"endemic","not_endemic"
"Myrtaceae","Eugenia sphenoides",100,100,"endemic","endemic"
"Myrtaceae","Eugenia sphenophylla",75,75,"endemic","endemic"
"Myrtaceae","Eugenia splendens",63.333333,63.333333,"widespread_common","endemic"
"Myrtaceae","Eugenia sprengelii",64.516129,64.516129,"endemic","endemic"
"Myrtaceae","Eugenia squamiflora",100,100,"endemic","endemic"
"Myrtaceae","Eugenia stenosepala",83.333333,83.333333,"endemic","endemic"
"Myrtaceae","Eugenia stictopetala",5.535055,5.699482,"occasional","not_endemic"
"Myrtaceae","Eugenia stigmatosa",96.65272,96.172249,"endemic","endemic"
"Myrtaceae","Eugenia stipitata",7.228916,7.54717,"occasional","not_endemic"
"Myrtaceae","Eugenia strellensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia strigipes",100,100,"endemic","endemic"
"Myrtaceae","Eugenia subamplexicaulis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia subavenia",100,100,"endemic","endemic"
"Myrtaceae","Eugenia suberosa",43.023256,43.023256,"widespread_sparse","not_endemic"
"Myrtaceae","Eugenia subglomerata",98.666667,98.630137,"endemic","endemic"
"Myrtaceae","Eugenia subreticulata",33.333333,33.333333,"widespread_sparse","endemic"
"Myrtaceae","Eugenia subterminalis",71.826281,71.825877,"widespread_common","endemic"
"Myrtaceae","Eugenia subundulata",100,100,"endemic","endemic"
"Myrtaceae","Eugenia sulcata",99.184783,99.085366,"endemic","endemic"
"Myrtaceae","Eugenia supraaxillaris",42.801556,44.769874,"widespread_sparse","endemic"
"Myrtaceae","Eugenia tenuipedunculata",74.097938,74.054054,"widespread_common","endemic"
"Myrtaceae","Eugenia tephrogyna",83.333333,83.333333,"endemic","endemic"
"Myrtaceae","Eugenia ternatifolia",31.578947,31.578947,"widespread_sparse","endemic"
"Myrtaceae","Eugenia tumescens",100,100,"endemic","endemic"
"Myrtaceae","Eugenia umbellata",96.296296,96.296296,"endemic","endemic"
"Myrtaceae","Eugenia umbrosa",99.6031745,99.5726495,"endemic","endemic"
"Myrtaceae","Eugenia unana",100,100,"endemic","endemic"
"Myrtaceae","Eugenia uniflora",74.894217,74.249318,"widespread_common","not_endemic"
"Myrtaceae","Eugenia uruguayensis",57.807309,55.434783,"endemic","not_endemic"
"Myrtaceae","Eugenia valsuganana",100,100,"endemic","endemic"
"Myrtaceae","Eugenia vattimoana",100,100,"endemic","endemic"
"Myrtaceae","Eugenia vernicosa",NA,NA,"not_endemic","endemic"
"Myrtaceae","Eugenia verticillata",89.164087,89.240506,"endemic","endemic"
"Myrtaceae","Eugenia vetula",19.205298,19.333333,"widespread_sparse","endemic"
"Myrtaceae","Eugenia villaenovae",100,100,"endemic","endemic"
"Myrtaceae","Eugenia viridiflora",85.7142855,85.7142855,"endemic","endemic"
"Myrtaceae","Eugenia viscacea",100,100,"endemic","endemic"
"Myrtaceae","Eugenia widgrenii",95.238095,95.238095,"endemic","endemic"
"Myrtaceae","Eugenia xanthoxyloides",100,100,"endemic","endemic"
"Myrtaceae","Eugenia xiriricana",100,100,"endemic","endemic"
"Myrtaceae","Eugenia zuccarinii",99.3670885,99.3630575,"endemic","endemic"
"Rubiaceae","Eumachia cephalantha",66.486486,65.703276,"widespread_common","not_endemic"
"Rubiaceae","Eumachia chaenotricha",97.727273,97.849462,"endemic","endemic"
"Rubiaceae","Eumachia cymuligera",99.453552,99.29078,"endemic","endemic"
"Rubiaceae","Eumachia hassleriana",84.210526,84.210526,"endemic","not_endemic"
"Rubiaceae","Eumachia inconspicua",2.083333,2.083333,"occasional","not_endemic"
"Rubiaceae","Eumachia kappleri",1.724138,1.818182,"occasional","not_endemic"
"Euphorbiaceae","Euphorbia comosa",36.432161,37.142857,"widespread_sparse","not_endemic"
"Euphorbiaceae","Euphorbia phosphorea",20.8,26.086957,"widespread_sparse","endemic"
"Proteaceae","Euplassa cantareirae",100,100,"endemic","endemic"
"Proteaceae","Euplassa hoehnei",100,100,"endemic","endemic"
"Proteaceae","Euplassa inaequalis",6.17284,8.510638,"occasional","not_endemic"
"Proteaceae","Euplassa incana",17.391304,28.571429,"widespread_sparse","endemic"
"Proteaceae","Euplassa itatiaiae",100,100,"endemic","endemic"
"Proteaceae","Euplassa legalis",98.461538,96.969697,"endemic","endemic"
"Proteaceae","Euplassa nebularis",100,100,"endemic","endemic"
"Proteaceae","Euplassa organensis",100,100,"endemic","endemic"
"Proteaceae","Euplassa rufa",80,75,"widespread_common","endemic"
"Proteaceae","Euplassa semicostata",43.75,43.75,"widespread_sparse","endemic"
"Proteaceae","Euplassa taubertiana",100,100,"endemic","endemic"
"Arecaceae","Euterpe edulis",88.846154,86.263736,"endemic","not_endemic"
"Chrysobalanaceae","Exellodendron gardneri",24.561404,29.166667,"widespread_sparse","endemic"
"Chrysobalanaceae","Exellodendron gracile",100,100,"endemic","endemic"
"Fabaceae","Exostyles glabra",100,100,"endemic","endemic"
"Fabaceae","Exostyles godoyensis",90.566038,92.307692,"endemic","endemic"
"Fabaceae","Exostyles venusta",100,100,"endemic","endemic"
"Cactaceae","Facheiroa squamosa",8.333333,8.333333,"occasional","endemic"
"Rubiaceae","Faramea anisocalyx",0.492611,0.497512,"occasional","not_endemic"
"Rubiaceae","Faramea atlantica",100,100,"endemic","endemic"
"Rubiaceae","Faramea bahiensis",100,100,"endemic","endemic"
"Rubiaceae","Faramea bicolor",100,100,"endemic","endemic"
"Rubiaceae","Faramea biflora",100,100,"endemic","endemic"
"Rubiaceae","Faramea calyciflora",97.368421,97.058824,"endemic","endemic"
"Rubiaceae","Faramea coerulea",100,100,"endemic","endemic"
"Rubiaceae","Faramea hyacinthina",72.852234,74.609375,"endemic","not_endemic"
"Rubiaceae","Faramea hymenocalyx",100,100,"endemic","endemic"
"Rubiaceae","Faramea intercedens",100,100,"endemic","endemic"
"Rubiaceae","Faramea involucellata",100,100,"endemic","endemic"
"Rubiaceae","Faramea latifolia",24.277457,23.668639,"widespread_sparse","endemic"
"Rubiaceae","Faramea leucocalyx",100,100,"endemic","endemic"
"Rubiaceae","Faramea marginata",36.979167,37.172775,"widespread_sparse","endemic"
"Rubiaceae","Faramea monantha",100,100,"endemic","endemic"
"Rubiaceae","Faramea montevidensis",85.328185,84.693878,"widespread_common","endemic"
"Rubiaceae","Faramea multiflora",19.874804,19.5242,"widespread_sparse","not_endemic"
"Rubiaceae","Faramea nitida",4.458599,4.054054,"occasional","endemic"
"Rubiaceae","Faramea nocturna",100,100,"endemic","endemic"
"Rubiaceae","Faramea occidentalis",1.100629,1.265823,"occasional","endemic"
"Rubiaceae","Faramea oligantha",100,100,"endemic","endemic"
"Rubiaceae","Faramea oxyclada",100,100,"endemic","endemic"
"Rubiaceae","Faramea pachyantha",100,100,"endemic","endemic"
"Rubiaceae","Faramea paratiensis",100,100,"endemic","endemic"
"Rubiaceae","Faramea platypoda",66.666667,66.666667,"endemic","endemic"
"Rubiaceae","Faramea porophylla",NA,NA,"not_endemic",NA
"Rubiaceae","Faramea stipulacea",90.6905845,91.765511,"endemic","endemic"
"Rubiaceae","Faramea tenuiflora",100,100,"endemic","endemic"
"Rubiaceae","Faramea tetragona",100,100,"endemic","endemic"
"Rubiaceae","Faramea tinguana",100,100,"endemic","endemic"
"Rubiaceae","Faramea truncata",98.076923,98.039216,"endemic","endemic"
"Myrtaceae","Feijoa sellowiana",85.15625,87.037037,"endemic","not_endemic"
"Rubiaceae","Ferdinandusa edmundoi",100,100,"endemic","endemic"
"Rubiaceae","Ferdinandusa elliptica",3.386005,3.579952,"occasional","not_endemic"
"Rubiaceae","Ferdinandusa guainiae",8.333333,9.090909,"occasional","not_endemic"
"Rubiaceae","Ferdinandusa rudgeoides",1.5625,1.587302,"occasional","not_endemic"
"Rubiaceae","Ferdinandusa speciosa",1.978022,2.059497,"occasional","not_endemic"
"Moraceae","Ficus adhatodifolia",76.966292,76.763485,"widespread_common","not_endemic"
"Moraceae","Ficus amazonica",1.123596,1.176471,"occasional","not_endemic"
"Moraceae","Ficus americana",5.626911,5.56687,"occasional","not_endemic"
"Moraceae","Ficus arpazusa",86.024096,87.223587,"endemic","not_endemic"
"Moraceae","Ficus bahiensis",91.411043,90.666667,"endemic","endemic"
"Moraceae","Ficus broadwayi",23.636364,19.230769,"widespread_sparse","not_endemic"
"Moraceae","Ficus caatingae",27.272727,27.272727,"widespread_sparse","endemic"
"Moraceae","Ficus calyptroceras",11.034483,11.47541,"occasional","not_endemic"
"Moraceae","Ficus castellviana",70.940171,70.940171,"widespread_common","not_endemic"
"Moraceae","Ficus catappifolia",26.829268,18.75,"widespread_sparse","not_endemic"
"Moraceae","Ficus cestrifolia",86.8055555,85.734037,"endemic","endemic"
"Moraceae","Ficus christianii",12.121212,6.451613,"occasional","endemic"
"Moraceae","Ficus citrifolia",12.931996,14.051842,"occasional","not_endemic"
"Moraceae","Ficus clusiifolia",83.508772,87.937743,"widespread_common","endemic"
"Moraceae","Ficus crocata",54.234183,53.988435,"widespread_common","not_endemic"
"Moraceae","Ficus cyclophylla",94.444444,98.058252,"endemic","endemic"
"Moraceae","Ficus duartei",100,100,"endemic","not_endemic"
"Moraceae","Ficus elliotiana",28.571429,26.315789,"widespread_sparse","not_endemic"
"Moraceae","Ficus enormis",83.298969,83.732057,"widespread_common","endemic"
"Moraceae","Ficus ernanii",66.666667,66.666667,"endemic","endemic"
"Moraceae","Ficus eximia",64.009662,63.142857,"widespread_common","endemic"
"Moraceae","Ficus goiana",10,10,"occasional","endemic"
"Moraceae","Ficus gomelleira",51.662971,51.767677,"widespread_common","not_endemic"
"Moraceae","Ficus guaranitica",66.533865,59.640103,"widespread_common","not_endemic"
"Moraceae","Ficus hirsuta",98.809524,98.684211,"endemic","endemic"
"Moraceae","Ficus holosericea",64.705882,64.705882,"widespread_common","endemic"
"Moraceae","Ficus insipida",16.463415,16.192831,"widespread_sparse","not_endemic"
"Moraceae","Ficus lagoensis",90.425532,90.425532,"endemic","endemic"
"Moraceae","Ficus latipedunculata",100,100,"endemic","endemic"
"Moraceae","Ficus laureola",97.435897,97.435897,"endemic","endemic"
"Moraceae","Ficus longifolia",80,75,"endemic","endemic"
"Moraceae","Ficus luschnathiana",87.272727,86.472149,"endemic","not_endemic"
"Moraceae","Ficus mariae",83.333333,82.608696,"endemic","not_endemic"
"Moraceae","Ficus mathewsii",1.886792,1.986755,"occasional","not_endemic"
"Moraceae","Ficus maxima",1.575931,1.77305,"occasional","not_endemic"
"Moraceae","Ficus mexiae",80.898876,79.518072,"widespread_common","endemic"
"Moraceae","Ficus nymphaeifolia",11.570248,16.993464,"widespread_sparse","not_endemic"
"Moraceae","Ficus obtusifolia",7.959744,9.860789,"occasional","not_endemic"
"Moraceae","Ficus obtusiuscula",44.927536,40.065147,"widespread_sparse","not_endemic"
"Moraceae","Ficus pertusa",3.980635,4.502046,"occasional","not_endemic"
"Moraceae","Ficus pulchella",73.282443,73.387097,"widespread_common","not_endemic"
"Moraceae","Ficus schultesii",5,5.555556,"occasional","not_endemic"
"Moraceae","Ficus trigona",12.222222,12.971698,"occasional","not_endemic"
"Moraceae","Ficus trigonata",14.975845,16.025641,"widespread_sparse",NA
"Moraceae","Ficus tubulosa",7.142857,7.142857,"occasional","not_endemic"
"Moraceae","Ficus vermifuga",100,100,"endemic","endemic"
"Rhamnaceae","Frangula sphaerosperma",63.041386,42.213115,"widespread_sparse",NA
"Pentaphylacaceae","Freziera atlantica",100,100,"endemic","endemic"
"Bignoniaceae","Fridericia bahiensis",34.848485,34.375,"widespread_sparse","endemic"
"Onagraceae","Fuchsia regia",98.380567,98.461538,"endemic","not_endemic"
"Thymelaeaceae","Funifera brasiliensis",100,100,"endemic","endemic"
"Thymelaeaceae","Funifera ericiflora",33.333333,33.333333,"widespread_sparse","endemic"
"Thymelaeaceae","Funifera grandifolia",100,100,"endemic","endemic"
"Rutaceae","Galipea carinata",100,100,"endemic","endemic"
"Rutaceae","Galipea ciliata",32.835821,34.375,"widespread_sparse","not_endemic"
"Rutaceae","Galipea jasminiflora",57.303371,58.666667,"widespread_common","endemic"
"Rutaceae","Galipea laxiflora",100,100,"endemic","endemic"
"Rutaceae","Galipea revoluta",100,100,"endemic","endemic"
"Phytolaccaceae","Gallesia integrifolia",69.473684,100,"widespread_common","endemic"
"Clusiaceae","Garcinia brasiliensis",67.605634,76.470588,"endemic","endemic"
"Clusiaceae","Garcinia gardneriana",76.439791,78.823529,"widespread_common","not_endemic"
"Clusiaceae","Garcinia macrophylla",13.157895,20.430108,"widespread_sparse","not_endemic"
"Clusiaceae","Garcinia madruno",2.4,4.285714,"occasional","not_endemic"
"Ericaceae","Gaultheria erecta",1.301775,1.615272,"occasional","not_endemic"
"Ericaceae","Gaultheria eriophylla",97.765363,97.163121,"endemic","endemic"
"Ericaceae","Gaultheria itatiaiae",98.901099,98.529412,"endemic","endemic"
"Malvaceae","Gaya aurea",42.857143,42.857143,"widespread_sparse","endemic"
"Ericaceae","Gaylussacia brasiliensis",72.239748,68.758344,"widespread_common","not_endemic"
"Ericaceae","Gaylussacia montana",7.894737,8,"occasional","endemic"
"Ericaceae","Gaylussacia oleifolia",14.285714,10.958904,"occasional","endemic"
"Ericaceae","Gaylussacia pseudogaultheria",79.154079,75.708502,"widespread_common","endemic"
"Ericaceae","Gaylussacia rhododendron",93.75,93.75,"endemic","endemic"
"Ericaceae","Gaylussacia salicifolia",78.947368,77.142857,"widespread_common","endemic"
"Primulaceae","Geissanthus ambiguus",19.712526,19.354839,"widespread_sparse","endemic"
"Apocynaceae","Geissospermum laeve",57.894737,46.341463,"widespread_sparse","not_endemic"
"Rubiaceae","Genipa americana",11.571255,5.578884,"occasional","not_endemic"
"Rubiaceae","Genipa infundibuliformis",95.876289,100,"endemic","endemic"
"Fabaceae","Geoffroea spinosa",3.928571,4.263566,"occasional","not_endemic"
"Arecaceae","Geonoma brevispatha",18.4626835,16.8553225,"widespread_sparse","endemic"
