"family","species","endemism.level.1","endemism.level.2","endemic","endemic.BR"
"Fabaceae","Dinizia jueirana-facao",100,100,"endemic","endemic"
"Ebenaceae","Diospyros amabi",100,100,"endemic","endemic"
"Ebenaceae","Diospyros apeibacarpos",100,100,"endemic","endemic"
"Ebenaceae","Diospyros artanthifolia",1.086957,1.388889,"occasional","not_endemic"
"Ebenaceae","Diospyros brasiliensis",91.176471,100,"endemic","endemic"
"Ebenaceae","Diospyros capreifolia",14.414414,14.141414,"occasional","not_endemic"
"Ebenaceae","Diospyros cayennensis",17.647059,17.647059,"widespread_sparse","not_endemic"
"Ebenaceae","Diospyros coccolobifolia",9.756098,9.52381,"occasional","endemic"
"Ebenaceae","Diospyros gaultheriifolia",100,100,"endemic","endemic"
"Ebenaceae","Diospyros glomerata",8.333333,10,"occasional","not_endemic"
"Ebenaceae","Diospyros guatterioides",25,25,"widespread_sparse","endemic"
"Ebenaceae","Diospyros inconstans",51.871658,45.896657,"widespread_sparse","not_endemic"
"Ebenaceae","Diospyros ketun",42.857143,42.857143,"widespread_sparse","endemic"
"Ebenaceae","Diospyros lasiocalyx",12.634823,16.19256,"widespread_sparse","not_endemic"
"Ebenaceae","Diospyros mexiae",66.666667,66.666667,"widespread_common","endemic"
"Ebenaceae","Diospyros miltonii",83.333333,80,"widespread_common","not_endemic"
"Ebenaceae","Diospyros riedelii",100,100,"endemic","endemic"
"Ebenaceae","Diospyros scottmorii",100,100,"endemic","endemic"
"Ebenaceae","Diospyros sericea",9.88764,8.881579,"occasional","not_endemic"
"Ebenaceae","Diospyros tetrandra",4.761905,4.761905,"occasional","not_endemic"
"Ebenaceae","Diospyros ubaita",100,100,"endemic","endemic"
"Sapotaceae","Diploon cuspidatum",80.28169,85.714286,"widespread_common","not_endemic"
"Fabaceae","Diplotropis ferruginea",65.217391,70,"endemic","endemic"
"Fabaceae","Diplotropis incexis",95,94.936709,"endemic","endemic"
"Fabaceae","Diplotropis purpurea",1.010101,1.265823,"occasional","not_endemic"
"Lythraceae","Diplusodon virgatus",20.454545,21.289062,"widespread_sparse","not_endemic"
"Fabaceae","Dipteryx alata",3.780069,2.727273,"occasional","not_endemic"
"Fabaceae","Dipteryx odorata",5.737705,6.315789,"occasional","not_endemic"
"Fabaceae","Diptychandra aurantiaca",5.978261,6.752412,"occasional","not_endemic"
"Phyllanthaceae","Discocarpus essequeboensis",1.470588,1.851852,"occasional","not_endemic"
"Phyllanthaceae","Discocarpus pedicellatus",100,100,"endemic","endemic"
"Stemonuraceae","Discophora guianensis",NA,NA,"not_endemic","not_endemic"
"Euphorbiaceae","Ditaxis malpighiacea",12.857143,18.918919,"widespread_sparse","endemic"
"Sapindaceae","Dodonaea viscosa",13.9685,12.38806,"occasional","not_endemic"
"Dilleniaceae","Doliocarpus dentatus",12.326044,10.364146,"occasional","not_endemic"
"Dilleniaceae","Doliocarpus major",1.190476,1.408451,"occasional","not_endemic"
"Dilleniaceae","Doliocarpus sellowianus",100,100,"endemic","endemic"
"Winteraceae","Drimys angustifolia",90.776699,82.954545,"endemic","endemic"
"Winteraceae","Drimys brasiliensis",85.947302,94.642857,"endemic","not_endemic"
"Rutaceae","Dryades cyrtantha",100,100,"endemic","endemic"
"Rutaceae","Dryades gaudichaudiana",100,100,"endemic","endemic"
"Rutaceae","Dryades insignis",100,100,"endemic","endemic"
"Putranjivaceae","Drypetes sessiliflora",100,100,"endemic","endemic"
"Annonaceae","Duguetia bahiensis",100,100,"endemic","endemic"
"Annonaceae","Duguetia chrysocarpa",100,100,"endemic","endemic"
"Annonaceae","Duguetia flagellaris",3.225806,3.947368,"occasional","not_endemic"
"Annonaceae","Duguetia furfuracea",13.951735,12.870276,"occasional","not_endemic"
"Annonaceae","Duguetia gardneriana",100,100,"endemic","endemic"
"Annonaceae","Duguetia lanceolata",66.666667,67.5,"widespread_common","endemic"
"Annonaceae","Duguetia latifolia",1.219512,1.388889,"occasional","not_endemic"
"Annonaceae","Duguetia magnolioidea",100,100,"endemic","endemic"
"Annonaceae","Duguetia microphylla",100,100,"endemic","endemic"
"Annonaceae","Duguetia moricandiana",97.560976,97.297297,"endemic","endemic"
"Annonaceae","Duguetia pohliana",100,100,"endemic","endemic"
"Annonaceae","Duguetia restingae",100,100,"endemic","endemic"
"Annonaceae","Duguetia reticulata",100,100,"endemic","endemic"
"Annonaceae","Duguetia riedeliana",59.259259,59.259259,"endemic","endemic"
"Annonaceae","Duguetia salicifolia",100,100,"endemic","endemic"
"Annonaceae","Duguetia scottmorii",60,60,"endemic","endemic"
"Annonaceae","Duguetia sessilis",100,100,"endemic","endemic"
"Annonaceae","Duguetia sooretamae",100,100,"endemic","endemic"
"Olacaceae","Dulacia papillosa",37.5,25,"widespread_sparse","endemic"
"Olacaceae","Dulacia pauciflora",52.631579,50,"widespread_common","endemic"
"Olacaceae","Dulacia singularis",100,100,"endemic","endemic"
"Verbenaceae","Duranta vestita",98.089172,93.333333,"endemic","endemic"
"Rubiaceae","Duroia triflora",14.285714,14.285714,"occasional","not_endemic"
"Rubiaceae","Duroia valesca",100,100,"endemic","endemic"
"Rubiaceae","Duroia velutina",5.882353,3.448276,"occasional","endemic"
"Solanaceae","Dyssochroma viridiflorum",98.564593,98.324022,"endemic","endemic"
"Sapotaceae","Ecclinusa guianensis",4.285714,3.174603,"occasional","not_endemic"
"Sapotaceae","Ecclinusa ramiflora",46.242775,43.076923,"widespread_sparse","not_endemic"
"Asteraceae","Eirmocephala megaphylla",5.714286,6.060606,"occasional",NA
"Celastraceae","Elachyptera floribunda",2.985075,3.571429,"occasional","not_endemic"
"Ochnaceae","Elvasia capixaba",100,100,"endemic","endemic"
"Ochnaceae","Elvasia gigantifolia",100,100,"endemic","endemic"
"Ochnaceae","Elvasia kollmannii",100,100,"endemic","endemic"
"Ochnaceae","Elvasia tricarpellata",100,100,"endemic","endemic"
"Metteniusaceae","Emmotum affine",NA,NA,"endemic","endemic"
"Metteniusaceae","Emmotum harleyi",77.083333,93.333333,"widespread_common","endemic"
"Metteniusaceae","Emmotum nitens",12.037037,2.020202,"occasional","endemic"
"Lauraceae","Endlicheria balsamea",100,100,"endemic","endemic"
"Lauraceae","Endlicheria glomerata",89.795918,97.777778,"endemic","endemic"
"Lauraceae","Endlicheria paniculata",84.047151,82.804824,"widespread_common","not_endemic"
"Fabaceae","Enterolobium contortisiliquum",36.998255,33.252427,"widespread_sparse","not_endemic"
"Fabaceae","Enterolobium glaziovii",92.857143,92.857143,"endemic","endemic"
"Fabaceae","Enterolobium gummiferum",6.648199,6.811146,"occasional","endemic"
"Fabaceae","Enterolobium maximum",5.263158,3.636364,"occasional","not_endemic"
"Fabaceae","Enterolobium monjollo",100,100,"endemic","endemic"
"Fabaceae","Enterolobium schomburgkii",1.626016,1.886792,"occasional","not_endemic"
"Fabaceae","Enterolobium timbouva",25.991189,25.688073,"widespread_sparse","not_endemic"
"Annonaceae","Ephedranthus dimerus",100,100,"endemic","endemic"
"Annonaceae","Ephedranthus parviflorus",1.652893,1.801802,"occasional","endemic"
"Lamiaceae","Eplingiella fruticosa",55.6231,52.097902,"widespread_common","endemic"
"Asteraceae","Eremanthus arboreus",10.084034,10.344828,"occasional","endemic"
"Asteraceae","Eremanthus brasiliensis",40,40,"widespread_sparse","endemic"
"Asteraceae","Eremanthus brevifolius",66.666667,66.666667,"widespread_common","endemic"
"Asteraceae","Eremanthus capitatus",55.769231,57.094595,"widespread_common","endemic"
"Asteraceae","Eremanthus crotonoides",88.823529,86.986301,"endemic","endemic"
"Asteraceae","Eremanthus elaeagnus",7.142857,7.142857,"occasional","endemic"
"Asteraceae","Eremanthus erythropappus",84.241245,84.243697,"widespread_common","endemic"
"Asteraceae","Eremanthus glomerulatus",20.325203,24.745763,"widespread_sparse","endemic"
"Asteraceae","Eremanthus goyazensis",2.252252,2.631579,"occasional","endemic"
"Asteraceae","Eremanthus incanus",38.36478,38.62069,"widespread_sparse","endemic"
"Asteraceae","Eremanthus ovatifolius",100,100,"endemic","endemic"
"Asteraceae","Eremanthus polycephalus",22.857143,23.880597,"widespread_sparse","endemic"
"Asteraceae","Eremanthus praetermissus",100,100,"endemic","endemic"
"Asteraceae","Eremanthus reticulatus",33.333333,28.571429,"widespread_sparse","endemic"
"Asteraceae","Eremanthus syncephalus",35.714286,35.714286,"widespread_sparse","endemic"
"Poaceae","Eremocaulon asymmetricum",100,100,"endemic",NA
"Poaceae","Eremocaulon aureofimbriatum",100,100,"endemic","endemic"
"Poaceae","Eremocaulon capitatum",4.347826,4.347826,"occasional",NA
"Lamiaceae","Eriope exaltata",84.705882,84.705882,"widespread_common","endemic"
"Malvaceae","Eriotheca bahiensis",100,100,"endemic","endemic"
"Malvaceae","Eriotheca candolleana",48.571429,52.447552,"widespread_sparse","endemic"
"Malvaceae","Eriotheca dolichopoda",100,100,"endemic","endemic"
"Malvaceae","Eriotheca globosa",8.230453,8.383234,"occasional","not_endemic"
"Malvaceae","Eriotheca gracilipes",14.987715,16.040956,"widespread_sparse","not_endemic"
"Malvaceae","Eriotheca longipes",100,100,"endemic","endemic"
"Malvaceae","Eriotheca macrophylla",82.285714,93.203883,"endemic","endemic"
"Malvaceae","Eriotheca obcordata",96.875,96.666667,"endemic","endemic"
"Malvaceae","Eriotheca parvifolia",11.111111,11.111111,"occasional","endemic"
"Malvaceae","Eriotheca pentaphylla",99.159664,100,"endemic","endemic"
"Malvaceae","Eriotheca pubescens",2.139037,3.149606,"occasional","not_endemic"
"Malvaceae","Eriotheca saxicola",100,100,"endemic","endemic"
"Vochysiaceae","Erisma arietinum",75,75,"endemic","endemic"
"Vochysiaceae","Erisma japura",5.882353,7.692308,"occasional","not_endemic"
"Fabaceae","Erythrina crista-galli",63.814617,63.888889,"widespread_common","not_endemic"
"Fabaceae","Erythrina falcata",78.586279,77.57732,"widespread_common","not_endemic"
"Fabaceae","Erythrina fusca",22.857143,22.604423,"widespread_sparse","not_endemic"
"Fabaceae","Erythrina mulungu",14.438503,13.450292,"occasional","not_endemic"
"Fabaceae","Erythrina poeppigiana",14.785992,16.438356,"widespread_sparse","not_endemic"
"Fabaceae","Erythrina speciosa",85.967504,87.868852,"endemic","endemic"
"Fabaceae","Erythrina velutina",30.182927,30.434783,"widespread_sparse","not_endemic"
"Fabaceae","Erythrina verna",80.176211,82.02765,"widespread_common","endemic"
"Rutaceae","Erythrochiton brasiliensis",63.157895,64.102564,"widespread_common","not_endemic"
"Erythroxylaceae","Erythroxylum affine",76.223776,75.886525,"endemic","endemic"
"Erythroxylaceae","Erythroxylum ambiguum",98.461538,98.203593,"endemic","endemic"
"Erythroxylaceae","Erythroxylum andrei",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum anguifugum",17.460317,14.197531,"widespread_sparse","endemic"
"Erythroxylaceae","Erythroxylum argentinum",75.336323,66.964286,"endemic","not_endemic"
"Erythroxylaceae","Erythroxylum barbatum",3.404255,3.070175,"occasional","endemic"
"Erythroxylaceae","Erythroxylum betulaceum",10.659898,10.674157,"occasional","endemic"
"Erythroxylaceae","Erythroxylum buxus",22.727273,22.093023,"widespread_sparse","not_endemic"
"Erythroxylaceae","Erythroxylum caatingae",3.191489,3.409091,"occasional","endemic"
"Erythroxylaceae","Erythroxylum campestre",15.070774,15.272374,"widespread_sparse","not_endemic"
"Erythroxylaceae","Erythroxylum cincinnatum",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum citrifolium",42.398738,46.181172,"widespread_sparse","not_endemic"
"Erythroxylaceae","Erythroxylum coca",8.823529,7.272727,"occasional","not_endemic"
"Erythroxylaceae","Erythroxylum coelophlebium",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum columbinum",79.411765,77.380952,"endemic","endemic"
"Erythroxylaceae","Erythroxylum compressum",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum cordato-ovatum",5.882353,6.25,"occasional","endemic"
"Erythroxylaceae","Erythroxylum cuneifolium",45.707376,43.416928,"widespread_sparse","not_endemic"
"Erythroxylaceae","Erythroxylum cuspidifolium",99.473684,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum daphnites",12.412587,12.754159,"occasional","not_endemic"
"Erythroxylaceae","Erythroxylum deciduum",57.571623,53.433678,"widespread_common","not_endemic"
"Erythroxylaceae","Erythroxylum distortum",93.333333,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum ectinocalyx",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum frangulifolium",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum gaudichaudii",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum glazioui",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum gonocladum",84.883721,88.811189,"widespread_common","endemic"
"Erythroxylaceae","Erythroxylum grandifolium",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum hamigerum",97.560976,97.560976,"endemic","endemic"
"Erythroxylaceae","Erythroxylum leal-costae",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum loefgrenii",21.73913,21.393035,"widespread_sparse","endemic"
"Erythroxylaceae","Erythroxylum macrocalyx",83.974359,83.766234,"endemic","endemic"
"Erythroxylaceae","Erythroxylum macrochaetum",40,45.454545,"widespread_sparse","endemic"
"Erythroxylaceae","Erythroxylum macrophyllum",1.14177,2,"occasional","not_endemic"
"Erythroxylaceae","Erythroxylum magnoliifolium",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum maracasense",42.857143,42.857143,"widespread_sparse","endemic"
"Erythroxylaceae","Erythroxylum martii",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum mattos-silvae",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum membranaceum",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum microphyllum",67.2,69.135802,"widespread_common","not_endemic"
"Erythroxylaceae","Erythroxylum mikanii",95.2,94.782609,"endemic","endemic"
"Erythroxylaceae","Erythroxylum mucronatum",37.987988,41.206897,"widespread_sparse","not_endemic"
"Erythroxylaceae","Erythroxylum myrsinites",75.337838,92,"endemic","not_endemic"
"Erythroxylaceae","Erythroxylum nitidum",95.652174,95.652174,"endemic","endemic"
"Erythroxylaceae","Erythroxylum nobile",99.565217,99.528302,"endemic","endemic"
"Erythroxylaceae","Erythroxylum nummularium",24.637681,24.817518,"widespread_sparse","endemic"
"Erythroxylaceae","Erythroxylum occultum",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum ochranthum",96.551724,96.551724,"endemic","endemic"
"Erythroxylaceae","Erythroxylum ovalifolium",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum passerinum",96.388889,96.242775,"endemic","endemic"
"Erythroxylaceae","Erythroxylum pauferrense",80.30303,82.8125,"endemic","endemic"
"Erythroxylaceae","Erythroxylum pelleterianum",40.521739,41.296296,"widespread_sparse","not_endemic"
"Erythroxylaceae","Erythroxylum petrae-caballi",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum plowmanii",86.666667,86.666667,"endemic","endemic"
"Erythroxylaceae","Erythroxylum polygonoides",75.641026,75.641026,"widespread_common","endemic"
"Erythroxylaceae","Erythroxylum pulchrum",83.957219,82.098765,"endemic","endemic"
"Erythroxylaceae","Erythroxylum pungens",1.754386,1.809955,"occasional","endemic"
"Erythroxylaceae","Erythroxylum revolutum",8.178439,9.243697,"occasional","endemic"
"Erythroxylaceae","Erythroxylum rimosum",51.992032,52.235772,"widespread_common","endemic"
"Erythroxylaceae","Erythroxylum rosuliferum",7.070707,7.070707,"occasional","endemic"
"Erythroxylaceae","Erythroxylum rufum",1.818182,2,"occasional","not_endemic"
"Erythroxylaceae","Erythroxylum santosii",50,50,"endemic","endemic"
"Erythroxylaceae","Erythroxylum simonis",76.666667,76.510067,"endemic","endemic"
"Erythroxylaceae","Erythroxylum sobraleanum",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum splendidum",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum squamatum",41.73913,41.742287,"widespread_sparse","not_endemic"
"Erythroxylaceae","Erythroxylum stenopetalum",66.666667,66.666667,"endemic","endemic"
"Erythroxylaceae","Erythroxylum stipulosum",17.741935,18.032787,"widespread_sparse","endemic"
"Erythroxylaceae","Erythroxylum suberosum",14.20508,13.711837,"occasional","not_endemic"
"Erythroxylaceae","Erythroxylum subglaucescens",6.666667,6.666667,"occasional","endemic"
"Erythroxylaceae","Erythroxylum subracemosum",9.0625,9.539474,"occasional","not_endemic"
"Erythroxylaceae","Erythroxylum subrotundum",68.75,68.085106,"widespread_common","endemic"
"Erythroxylaceae","Erythroxylum tenue",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum tortuosum",8.648649,6.451613,"occasional","not_endemic"
"Erythroxylaceae","Erythroxylum umbrosum",100,100,"endemic","endemic"
"Erythroxylaceae","Erythroxylum umbu",86.5625,84.42029,"endemic","not_endemic"
"Erythroxylaceae","Erythroxylum vacciniifolium",44.88189,39.308176,"widespread_sparse","not_endemic"
"Escalloniaceae","Escallonia bifida",89.032258,97.014925,"endemic","not_endemic"
"Escalloniaceae","Escallonia chlorophylla",87.234043,50,"widespread_common","endemic"
"Escalloniaceae","Escallonia hispida",100,100,"endemic","endemic"
"Escalloniaceae","Escallonia megapotamica",42.192691,24.390244,"widespread_sparse","not_endemic"
"Escalloniaceae","Escallonia petrophila",100,100,"endemic","endemic"
"Lecythidaceae","Eschweilera alvimii",100,100,"endemic","endemic"
"Lecythidaceae","Eschweilera complanata",100,100,"endemic","endemic"
"Lecythidaceae","Eschweilera compressa",97.297297,100,"endemic","endemic"
"Lecythidaceae","Eschweilera mattos-silvae",100,100,"endemic","endemic"
"Lecythidaceae","Eschweilera nana",2.661597,2.369668,"occasional","endemic"
"Lecythidaceae","Eschweilera ovata",71.445221,66.375546,"widespread_common","endemic"
"Lecythidaceae","Eschweilera tetrapetala",93.548387,93.548387,"endemic","endemic"
"Rutaceae","Esenbeckia decidua",20,20,"widespread_sparse","endemic"
"Rutaceae","Esenbeckia densiflora",40,21.428571,"widespread_sparse","not_endemic"
"Rutaceae","Esenbeckia febrifuga",88.360324,86.024845,"endemic","not_endemic"
"Rutaceae","Esenbeckia grandiflora",83.988764,81.102362,"widespread_common","not_endemic"
"Rutaceae","Esenbeckia hieronymi",100,100,"endemic","not_endemic"
"Rutaceae","Esenbeckia leiocarpa",85.581395,87.573964,"endemic","endemic"
"Rutaceae","Esenbeckia pilocarpoides",7.106599,7.407407,"occasional","not_endemic"
"Myrtaceae","Eugenia acutata",76.515152,78.571429,"widespread_common","endemic"
"Myrtaceae","Eugenia adenantha",100,100,"endemic","endemic"
"Myrtaceae","Eugenia altissima",100,100,"endemic","endemic"
"Myrtaceae","Eugenia amorimii",100,100,"endemic","endemic"
"Myrtaceae","Eugenia angelyana",NA,NA,"endemic","endemic"
"Myrtaceae","Eugenia angustissima",4.531722,4.672897,"occasional","endemic"
"Myrtaceae","Eugenia anomala",12.121212,12.698413,"occasional","not_endemic"
"Myrtaceae","Eugenia arenaria",100,100,"endemic","endemic"
"Myrtaceae","Eugenia astringens",97.418244,97.612489,"endemic","endemic"
"Myrtaceae","Eugenia augustana",50,50,"endemic","endemic"
"Myrtaceae","Eugenia aurata",13.578275,13.458262,"occasional","endemic"
"Myrtaceae","Eugenia ayacuchae",100,100,"endemic","endemic"
"Myrtaceae","Eugenia azeda",47.619048,61.538462,"widespread_sparse","endemic"
"Myrtaceae","Eugenia azuruensis",44.444444,47.058824,"widespread_sparse","endemic"
"Myrtaceae","Eugenia bacopari",79.72973,81.15942,"endemic","endemic"
"Myrtaceae","Eugenia badia",100,100,"endemic","endemic"
"Myrtaceae","Eugenia bahiana",25,25,"widespread_sparse","endemic"
"Myrtaceae","Eugenia bahiensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia barrana",100,100,"endemic","endemic"
"Myrtaceae","Eugenia batingabranca",100,100,"endemic","endemic"
"Myrtaceae","Eugenia beaurepairiana",97.752809,97.701149,"endemic","endemic"
"Myrtaceae","Eugenia biflora",0.651769,0.311526,"occasional","not_endemic"
"Myrtaceae","Eugenia bimarginata",30.664062,30.030644,"widespread_sparse","not_endemic"
"Myrtaceae","Eugenia botequimensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia brachysepala",100,100,"endemic","endemic"
"Myrtaceae","Eugenia brasiliensis",93.973214,94.615385,"endemic","endemic"
"Myrtaceae","Eugenia brejoensis",75.287356,75.287356,"widespread_common","endemic"
"Myrtaceae","Eugenia brunneopubescens",100,100,"endemic",NA
"Myrtaceae","Eugenia bunchosiifolia",100,100,"endemic","endemic"
"Myrtaceae","Eugenia burkartiana",98.75,100,"endemic","not_endemic"
"Myrtaceae","Eugenia caatingicola",66.666667,66.666667,"widespread_common","endemic"
"Myrtaceae","Eugenia cachoeirensis",2.564103,2.857143,"occasional","not_endemic"
"Myrtaceae","Eugenia candolleana",81.391586,81.229236,"widespread_common","endemic"
"Myrtaceae","Eugenia capparidifolia",16.129032,16.129032,"widespread_sparse","endemic"
"Myrtaceae","Eugenia catharinae",100,100,"endemic","endemic"
"Myrtaceae","Eugenia catharinensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia cavalcanteana",NA,NA,"not_endemic","endemic"
"Myrtaceae","Eugenia cerasiflora",93.674699,92.976589,"endemic","endemic"
"Myrtaceae","Eugenia cereja",100,100,"endemic","endemic"
"Myrtaceae","Eugenia chlorocarpa",100,100,"endemic","endemic"
"Myrtaceae","Eugenia chlorophylla",100,100,"endemic","endemic"
"Myrtaceae","Eugenia choriophylla",100,100,"endemic","endemic"
"Myrtaceae","Eugenia cinerascens",100,100,"endemic","endemic"
"Myrtaceae","Eugenia citrifolia",3.448276,3.703704,"occasional","not_endemic"
"Myrtaceae","Eugenia coaetanea",NA,NA,"endemic","endemic"
"Myrtaceae","Eugenia coccifera",100,100,"endemic","endemic"
"Myrtaceae","Eugenia copacabanensis",98.514851,98.4375,"endemic","endemic"
"Myrtaceae","Eugenia corcovadensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia costatifructa",93.023256,93.023256,"endemic","endemic"
"Myrtaceae","Eugenia crassa",88.888889,88.888889,"endemic",NA
"Myrtaceae","Eugenia crenata",NA,NA,"endemic","endemic"
"Myrtaceae","Eugenia culicina",100,100,"endemic","endemic"
"Myrtaceae","Eugenia culta",66.666667,66.666667,"endemic","endemic"
"Myrtaceae","Eugenia cupulata",1.470588,1.5625,"occasional","not_endemic"
"Myrtaceae","Eugenia cuspidifolia",10,12.5,"occasional","not_endemic"
"Myrtaceae","Eugenia cymatodes",100,100,"endemic","endemic"
"Myrtaceae","Eugenia decussata",100,100,"endemic","endemic"
"Myrtaceae","Eugenia dichroma",94.244604,94.244604,"endemic","endemic"
"Myrtaceae","Eugenia dipetala",100,100,"endemic","endemic"
"Myrtaceae","Eugenia disperma",99.7613365,99.755501,"endemic","endemic"
"Myrtaceae","Eugenia dodonaeifolia",84.931507,84.057971,"endemic","endemic"
"Myrtaceae","Eugenia duarteana",24.324324,25.714286,"widespread_sparse","endemic"
"Myrtaceae","Eugenia dysenterica",5.09165,5.263158,"occasional","endemic"
"Myrtaceae","Eugenia egensis",16.146993,16.281755,"widespread_sparse","not_endemic"
"Myrtaceae","Eugenia ellipsoidea",87.142857,87.142857,"endemic","endemic"
"Myrtaceae","Eugenia elongata",100,100,"endemic","endemic"
"Myrtaceae","Eugenia espinhacensis",84.615385,84.615385,"widespread_common","endemic"
"Myrtaceae","Eugenia excelsa",95.402299,95.427435,"endemic","not_endemic"
"Myrtaceae","Eugenia excoriata",100,100,"endemic","endemic"
"Myrtaceae","Eugenia expansa",98.757764,98.709677,"endemic","endemic"
"Myrtaceae","Eugenia farneyi",100,100,"endemic","endemic"
"Myrtaceae","Eugenia fissurata",100,100,"endemic","endemic"
"Myrtaceae","Eugenia flamingensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia flavescens",12.684989,12.903226,"occasional","not_endemic"
"Myrtaceae","Eugenia florida",35.868412,36.01632,"widespread_sparse","not_endemic"
"Myrtaceae","Eugenia fluminensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia francavilleana",46.4,47.058824,"widespread_sparse","endemic"
"Myrtaceae","Eugenia fusca",100,100,"endemic","endemic"
"Myrtaceae","Eugenia gastropogena",100,100,"endemic","endemic"
"Myrtaceae","Eugenia gaudichaudiana",80,80,"endemic","endemic"
"Myrtaceae","Eugenia gemmiflora",5.405405,5.555556,"occasional","endemic"
"Myrtaceae","Eugenia goiapabana",100,100,"endemic","endemic"
"Myrtaceae","Eugenia gracillima",70.07874,69.6,"widespread_common","endemic"
"Myrtaceae","Eugenia grandifolia",100,100,"endemic","endemic"
"Myrtaceae","Eugenia guanabarina",100,100,"endemic","endemic"
"Myrtaceae","Eugenia handroana",98.951049,98.928571,"endemic","endemic"
"Myrtaceae","Eugenia handroi",100,100,"endemic","endemic"
"Myrtaceae","Eugenia hartmanniae",100,100,"widespread_common","endemic"
"Myrtaceae","Eugenia hermesiana",100,100,"endemic","endemic"
"Myrtaceae","Eugenia hiemalis",60.215827,60.675883,"widespread_common","not_endemic"
"Myrtaceae","Eugenia hiraeifolia",100,100,"endemic","not_endemic"
"Myrtaceae","Eugenia hirta",99.361022,99.335548,"endemic","endemic"
"Myrtaceae","Eugenia ilhensis",84.615385,84.615385,"endemic","endemic"
"Myrtaceae","Eugenia inversa",100,100,"endemic","endemic"
"Myrtaceae","Eugenia involucrata",27.3870385,25.475578,"widespread_sparse","not_endemic"
"Myrtaceae","Eugenia irirensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia ischnosceles",85.714286,85.714286,"endemic","endemic"
"Myrtaceae","Eugenia itacarensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia itaguahiensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia itahypensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia itajurensis",57.615894,57.333333,"endemic","endemic"
"Myrtaceae","Eugenia itapemirimensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia janeirensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia joenssonii",100,100,"endemic","endemic"
"Myrtaceae","Eugenia kleinii",100,100,"endemic","endemic"
"Myrtaceae","Eugenia klotzschiana",18.018018,16.82243,"widespread_sparse","not_endemic"
"Myrtaceae","Eugenia lacistema",100,100,"endemic","endemic"
"Myrtaceae","Eugenia lagoensis",28.571429,28.571429,"widespread_sparse","endemic"
"Myrtaceae","Eugenia lambertiana",5.970149,6.208426,"occasional","not_endemic"
"Myrtaceae","Eugenia laruotteana",66.666667,66.666667,"widespread_common","endemic"
"Myrtaceae","Eugenia laxa",100,100,"widespread_common","endemic"
"Myrtaceae","Eugenia leonorae",100,100,"endemic","endemic"
"Myrtaceae","Eugenia leptoclada",100,100,"endemic","endemic"
"Myrtaceae","Eugenia ligustrina",34.955257,35.0595235,"widespread_sparse","not_endemic"
"Myrtaceae","Eugenia livida",14.035088,14.545455,"occasional","not_endemic"
"Myrtaceae","Eugenia longibracteata",66.666667,100,"endemic","endemic"
"Myrtaceae","Eugenia longifolia",100,100,"endemic","endemic"
"Myrtaceae","Eugenia longipedunculata",89.090909,87.394958,"endemic","endemic"
"Myrtaceae","Eugenia longipetiolata",100,100,"endemic","endemic"
"Myrtaceae","Eugenia longohypanthiata",100,100,"endemic","endemic"
"Myrtaceae","Eugenia luschnathiana",71.084337,71.95122,"widespread_common","endemic"
"Myrtaceae","Eugenia macahensis",100,100,"endemic","endemic"
"Myrtaceae","Eugenia macrantha",100,100,"endemic","endemic"
"Myrtaceae","Eugenia macrobracteolata",100,100,"endemic","endemic"
