Binomial	Presence	Origin	Seasonal	Compiler	Year	Citation	Dec_Lat	Dec_Long	SpatialRef	BasisOfRec	Event_Year	Source	Dist_comm	Island	Subspecies	Subpop	Tax_comm	Data_Sens	Sens_Comm	ID_No	collectID	recordNo	recordedBy	day	month	countryCode	locality	minElev	maxElev	verbaElev	verbatLat	verbatLong	verbatCoord	verbatSRS	coordUncert	georefVeri	georefVeri	identCert	typeStatus	subgenus	obsYrQual	obsCompNot	adminError	adminFixed	adminSrcFix	adminChang	id
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.428105'	'-60.833229'	WGS84	PreservedSpecimen	1967	Silva, M.G. da; 730	Amazonas Manacapuru Rio Solimões					N	N		MG032578	730	Silva, M.G. da;	30	3	BRA	Amazonas Manacapuru Rio Solimões														1	GC					urn:occurrence:e448a6b0-03d1-40d7-82f9-f39d65638c26
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.925361'	'-59.97'	WGS84	PreservedSpecimen	2010	Antonelli, A.M. 464	Amazonas Manaus Along road between entrance and station and around.					N	N		INPA255685	464	Antonelli, A.M.	31	8	BRA	Amazonas Manaus Along road between entrance and station and around.														1	GC					urn:occurrence:13137cad-db4a-42e0-84d5-e409e37cb14c
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.3166666666667'	'-60.083333333333'	WGS84	PreservedSpecimen	1992	M. Nee; 42995	Amazonas Manaus Ca. 90 km N de Manaus, Distrito Agropecuário da Suframa, Rodovia BR 174, km 72, depois 6 km oeste da BR, Fazenda Dimona.					N	N		K000989408	42995	M. Nee;	16	7	BRA	Amazonas Manaus Ca. 90 km N de Manaus, Distrito Agropecuário da Suframa, Rodovia BR 174, km 72, depois 6 km oeste da BR, Fazenda Dimona.														1	GC					urn:occurrence:5691d299-5fb3-46e2-b43f-f156471b6576
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.038316'	'-60.009035'	WGS84	PreservedSpecimen	1970	Rodrigues, W.; Jaccoud, R.; Jaccoud, R. 8880	Amazonas Manaus Colônia Santo Antonio					N	N		IPA53583	8880	Rodrigues, W.; Jaccoud, R.; Jaccoud, R.		9	BRA	Amazonas Manaus Colônia Santo Antonio														1	GC					urn:occurrence:62aa6565-9082-43d9-8144-80e79ef7c0f1
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.8'	'-60.466667'	WGS84	PreservedSpecimen	1986	Grenard, MP 2424	Amazonas Manaus Rio Cuieiras, Rio Cuieiras. Forêt secondaire de 3 ans.					N	N		INPA133227	2424	Grenard, MP	16	7	BRA	Amazonas Manaus Rio Cuieiras, Rio Cuieiras. Forêt secondaire de 3 ans.														1	GC					urn:occurrence:2912df68-4392-4824-ab2e-f3670dcf9cc5
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.957836'	'-59.927313'	WGS84	PreservedSpecimen	1964	Rodrigues, WA 5912	Amazonas Manaus Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, próximo a Estação Metereológica. Mata de terra firme, solo argiloso.					N	N		INPA14856	5912	Rodrigues, WA	16	6	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, próximo a Estação Metereológica. Mata de terra firme, solo argiloso.														1	GC					urn:occurrence:01b1094f-d48f-4ae1-a21d-8490216cfb00
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.006694'	'-59.940139'	WGS84	PreservedSpecimen	2018	Reis, NM 7	Amazonas Manaus Reserva Florestal Adolfo Ducke, Trilha amarela					N	N		INPA284243	7	Reis, NM	12	6	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke, Trilha amarela														1	GC					urn:occurrence:1b5a6188-2421-4565-bb9e-c143b269e6a9
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536873616'	'-60.39203249'	WGS84	PreservedSpecimen	1961	Rodrigues, WA 3347	Amazonas Manaus Furo do Paracuúba, margem direita do rio Negro, Furo do Paracuúba, margem direita do Rio Negro. Terra firme, solo argiloso.					N	N		INPA9896	3347	Rodrigues, WA	2	10	BRA	Amazonas Manaus Furo do Paracuúba, margem direita do rio Negro, Furo do Paracuúba, margem direita do Rio Negro. Terra firme, solo argiloso.														1	GC					urn:occurrence:54aaea88-dfd7-46fa-806a-97e6112cd9ae
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.005119'	'-60.106931'	WGS84	PreservedSpecimen	1984	Miranda, FEL de 840	Amazonas Manaus Tarumã, Tarumã, caminho para a Cachoeira das Almas.					N	N		INPA119530	840	Miranda, FEL de	7	6	BRA	Amazonas Manaus Tarumã, Tarumã, caminho para a Cachoeira das Almas.														1	GC					urn:occurrence:4ca1bda4-6f00-451c-82a4-8c73930b538b
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.420822'	'-59.743544'	WGS84	PreservedSpecimen	1991	M. A. de Freitas 809	Amazonas Rio Preto da Eva Dist. Agropecuário, Reserve 1501 (km 41)					N	N		NYBG1252478	809	M. A. de Freitas	18	7	BRA	Amazonas Rio Preto da Eva Dist. Agropecuário, Reserve 1501 (km 41)														1	GC					urn:occurrence:d6e96413-4b35-4d72-823b-ee080dc55c5c
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.961791'	'-59.921371'	WGS84	PreservedSpecimen	1996	Sothers CA; Silva CF da; Pereira E da C.	Amazonas Manaus Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.					N	N		WAG.1673100		Sothers CA; Silva CF da; Pereira E da C.	9	8	BRA	Amazonas Manaus Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.														1	GC					urn:occurrence:b395991f-75dd-4b54-a758-a94b8a4ee7b5
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.116667'	'-59.916667'	WGS84	PreservedSpecimen	1972	Silva, MF da 119	Amazonas Manaus Porto Mauá, Na beira da mata.					N	N		INPA35571	119	Silva, MF da	26	5	BRA	Amazonas Manaus Porto Mauá, Na beira da mata.														1	GC					urn:occurrence:845ab480-c122-43de-91b9-b8e8af1637e1
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.95791'	'-59.929743'	WGS84	PreservedSpecimen	1936							N	N		RB00047338		A. Ducke	10	5	BRA															1	GC					urn:occurrence:a871026d-df04-4db3-9665-cac86a1f67ad
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-1.5'	'-59.5'	WGS84	PreservedSpecimen	1986	C.A.C. Ferreira;et al. 8210	Amazonas Presidente Figueiredo AM. 08km da Vila Residencial Atroarí. Canteiro de obras de Balbina.					N	N		K000989403	8210	C.A.C. Ferreira;et al.	19	9	BRA	Amazonas Presidente Figueiredo AM. 08km da Vila Residencial Atroarí. Canteiro de obras de Balbina.														1	GC					urn:occurrence:37de65aa-54cf-4c78-b3a8-3b189b191b32
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.957143'	'-59.929928'	WGS84	PreservedSpecimen	1994	J.E.L.S. Ribeiro;E. Pereira,A. Vicentini,J.R. Nascimento 1286	Amazonas Manaus Reserva Florestal Ducke, Manaus-Itacoatiara, km26.					N	N		K000989412	1286	J.E.L.S. Ribeiro;E. Pereira,A. Vicentini,J.R. Nascimento	27	4	BRA	Amazonas Manaus Reserva Florestal Ducke, Manaus-Itacoatiara, km26.														1	GC					urn:occurrence:d7c28284-8d09-426f-bba0-6590308c888a
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.082336'	'-59.928461'	WGS84	PreservedSpecimen	1959	WILLIAM WILLIAM 1238	Amazonas Manaus Sucuuiba da miuda-proximidades do igarape do Buido.					N	N		MOBOT2819133	WILLIAM 1238	WILLIAM	3	8	BRA	Amazonas Manaus Sucuuiba da miuda-proximidades do igarape do Buido.														1	GC					urn:occurrence:cf04caf8-836c-4de5-bb95-852e8de29dea
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.910002'	'-60.05'	WGS84	PreservedSpecimen	1961	Rodrigues, WA 2392	Amazonas Manaus BR174, Km 8, Km 8 da BR 17. Terra firme, solo argiloso, capoeira.					N	N		INPA8806	2392	Rodrigues, WA	18	4	BRA	Amazonas Manaus BR174, Km 8, Km 8 da BR 17. Terra firme, solo argiloso, capoeira.														1	GC					urn:occurrence:2bf75011-a26b-46a2-aa9b-1e6a858313ef
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.959647'	'-59.928046'	WGS84	PreservedSpecimen	1993	Ribeiro, JELS 1124	Amazonas Manaus Reserva Florestal Adolfo Ducke, Igarapé do Tinga.					N	N		INPA180488	1124	Ribeiro, JELS	12	8	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke, Igarapé do Tinga.														1	GC					urn:occurrence:8190327e-940e-4e77-8dd0-81dfe912dabc
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-4.860325'	'-64.443084'	WGS84	PreservedSpecimen	1956	Coêlho, DF INPA3843	Amazonas Coari Igarapé do Passarinho, Igarapé do Passarinho.					N	N		INPA3843	INPA3843	Coêlho, DF	18	5	BRA	Amazonas Coari Igarapé do Passarinho, Igarapé do Passarinho.														1	GC					urn:occurrence:e451c21f-8bd1-45ac-99b8-38fc6747563a
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536874'	'-60.392032'	WGS84	PreservedSpecimen	1961	Rodrigues, W.A. ; Chagas, J. 2124	Amazonas Manaus Km 8 da BR 17. Terra argiloso, capoeira.					N	N		INPA8505	2124	Rodrigues, W.A. ; Chagas, J.	8	2	BRA	Amazonas Manaus Km 8 da BR 17. Terra argiloso, capoeira.														1	GC					urn:occurrence:727e6788-afcd-4107-b1ee-01b6582cd7b2
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-1.917429'	'-59.512047'	WGS84	PreservedSpecimen	1983	Santos, JL dos 643	Amazonas Presidente Figueiredo Rio Uatumã, Portos de Areias, Rio Uatumã, estrada que dá acesso aos Portos de Areias, abaixo da barragem, margem esquerda do rio Uatumã, a 2 Km da estrada. Mata que pode ser inundada temporariamente, solo argiloso.					N	N		INPA113671	643	Santos, JL dos	16	11	BRA	Amazonas Presidente Figueiredo Rio Uatumã, Portos de Areias, Rio Uatumã, estrada que dá acesso aos Portos de Areias, abaixo da barragem, margem esquerda do rio Uatumã, a 2 Km da estrada. Mata que pode ser inundada temporariamente, solo argiloso.														1	GC					urn:occurrence:28a664c8-7842-4192-bdf8-5f193089096d
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-4.567111187'	'-64.08144447'	WGS84	PreservedSpecimen	1971	Coelho, L. 119	Amazonas Coari Igapó					N	N		MBM79247	119	Coelho, L.	9	3	BRA	Amazonas Coari Igapó														1	GC					urn:occurrence:151f2044-e761-4498-9663-2a5f6c05eca6
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.958341'	'-59.926997'	WGS84	PreservedSpecimen	1994	Ramos, JF 2845	Amazonas Manaus Reserva Florestal Adolfo Ducke					N	N		INPA180481	2845	Ramos, JF	16	6	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke														1	GC					urn:occurrence:025e3e19-60d9-4322-b07f-f22bb413e8a9
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536873616'	'-60.39203249'	WGS84	PreservedSpecimen	1948	Corner, EJH 87	Amazonas Manaus Near Flores.					N	N		IAN42474	87	Corner, EJH		8	BRA	Amazonas Manaus Near Flores.														1	GC					urn:occurrence:20f53a4b-d3b9-454e-b866-3c2a808ff6dd
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.6491666666667'	'-59.578055555556'	WGS84	PreservedSpecimen	1975	Prance, GT 23382	Amazonas Rio Preto da Eva Rio Preto da Eva, Manaus-Itacoatiara, km 80					N	N		NY01252472	23382	Prance, GT	18	4	BRA	Amazonas Rio Preto da Eva Rio Preto da Eva, Manaus-Itacoatiara, km 80														1	GC					urn:occurrence:ca97acf0-3f5a-4eb0-b80c-90b53f69349d
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.05'	'-60.1'	WGS84	PreservedSpecimen	1973	Albuquerque, BWP de INPA50111	Amazonas Manaus Ponta Negra, Estrada da Ponta Negra, Jardim Zoológico do COSAC. Bosque, solo argilo arenoso.					N	N		INPA50111	INPA50111	Albuquerque, BWP de	4	4	BRA	Amazonas Manaus Ponta Negra, Estrada da Ponta Negra, Jardim Zoológico do COSAC. Bosque, solo argilo arenoso.														1	GC					urn:occurrence:efa7f10e-7a3c-444b-bbf9-5f77c1245c81
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.959305'	'-59.925296'	WGS84	PreservedSpecimen	1966	Prance, GT 2195	Amazonas Manaus Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Km 26. Forest on terra firme. Clay soil.					N	N		INPA17755	2195	Prance, GT	6	9	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Km 26. Forest on terra firme. Clay soil.														1	GC					urn:occurrence:ff559d56-970b-49cf-8659-f006ece77e96
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-0.22111111111111'	'-55.165833333333'	WGS84	PreservedSpecimen	1981	J.J. Strudwick; 4181	Pará Alenquer Sete Varas airstrip on Rio Curua.					N	N		NY01252470	4181	J.J. Strudwick;	5	8	BRA	Pará Alenquer Sete Varas airstrip on Rio Curua.														1	GC					urn:occurrence:282271f8-9fba-4621-a667-033386c1db6a
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-1.443438'	'-48.437848'	WGS84	PreservedSpecimen	1957	Edmundo Pereira 3314	Pará Belém Istituto Agronômico do norte.					N	N		RB00047372	3314	Edmundo Pereira	16	10	BRA	Pará Belém Istituto Agronômico do norte.														1	GC					urn:occurrence:d0efe4db-4a7d-474c-a24a-81f53a2aa4a1
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-4.792901'	'-51.833353'	WGS84	PreservedSpecimen	1984	Almeida, S.S. de; 65	Pará Senador José Porfírio Senador José Porfírio					N	N		MG111534	65	Almeida, S.S. de;	3	10	BRA	Pará Senador José Porfírio Senador José Porfírio														1	GC					urn:occurrence:e24aec21-1312-45c8-a99a-8036a1920d50
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536873616'	'-60.39203249'	WGS84	PreservedSpecimen	1955	LUIS LUIS 1204	Amazonas Manaus Firme, arenoso; capoeira					N	N		MOBOT2822210	LUIS 1204	LUIS	17	6	BRA	Amazonas Manaus Firme, arenoso; capoeira														1	GC					urn:occurrence:8380adbd-b96b-4051-b94e-6b532b45e824
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.096111'	'-59.985833'	WGS84	PreservedSpecimen	2016	Ramos, KT 1	Amazonas Manaus Bosque da Ciência-INPA, Trilha do bosque					N	N		INPA273021	1	Ramos, KT	30	8	BRA	Amazonas Manaus Bosque da Ciência-INPA, Trilha do bosque														1	GC					urn:occurrence:a7fa5692-1143-4013-a86b-1f2851a23042
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536873616'	'-60.39203249'	WGS84	PreservedSpecimen	1960	Rodrigues, W.A.;Pessoal do C.P.F. 1789	Amazonas Manaus Manaus					N	N		MG027108	1789	Rodrigues, W.A.;Pessoal do C.P.F.	28	9	BRA	Amazonas Manaus Manaus														1	GC					urn:occurrence:b5da2318-12cb-4611-938b-eb45a8fa5b9a
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.956993'	'-59.921241'	WGS84	PreservedSpecimen	1988	Santos, JL dos 934	Amazonas Manaus Reserva Florestal Adolfo Ducke, Mata de terra firme, solo argiloso.					N	N		INPA180498	934	Santos, JL dos	15	6	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke, Mata de terra firme, solo argiloso.														1	GC					urn:occurrence:93187f91-e3db-43d6-969b-66e73f3bf5b1
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.959309'	'-59.933697'	WGS84	PreservedSpecimen	1966	Rodrigues, WA 8247	Amazonas Manaus Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke. Mata de terra firme, solo argiloso.					N	N		INPA17637	8247	Rodrigues, WA	29	9	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke. Mata de terra firme, solo argiloso.														1	GC					urn:occurrence:b30d67c3-a786-4ba8-a3e5-98eed01d8b5c
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.77339'	'-60.41905'	WGS84	PreservedSpecimen	1963	Rodrigues, WA 4964	Amazonas Manaus Rio Cuieiras, igarapé da Cachoeira, Igarapé da Cachoeira Alta. Terreno arenoso, capoeira.					N	N		INPA13497	4964	Rodrigues, WA	3	1	BRA	Amazonas Manaus Rio Cuieiras, igarapé da Cachoeira, Igarapé da Cachoeira Alta. Terreno arenoso, capoeira.														1	GC					urn:occurrence:9a5cf253-0380-44dc-98e0-e35c557236f1
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536873616'	'-60.39203249'	WGS84	PreservedSpecimen	1943	Ducke, A 186	Amazonas Manaus Cachoeira Grande, capoeira, terra firme.					N	N		IAN9904	186	Ducke, A	30	4	BRA	Amazonas Manaus Cachoeira Grande, capoeira, terra firme.														1	GC					urn:occurrence:ae53fb44-d93e-4e59-a260-b8634506a4fe
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.096111'	'-59.985833'	WGS84	PreservedSpecimen	1976	Leite, I 7	Amazonas Manaus Campus I do INPA, Estrada Manaus-Caracaraí, Km 60. Reserva Biológica. Solo argilo-arenoso.					N	N		INPA59656	7	Leite, I	19	8	BRA	Amazonas Manaus Campus I do INPA, Estrada Manaus-Caracaraí, Km 60. Reserva Biológica. Solo argilo-arenoso.														1	GC					urn:occurrence:f9f8fb6d-702d-4aa2-9375-f983c27f9c93
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536873616'	'-60.39203249'	WGS84	PreservedSpecimen	2013	Campos, J.R.N.; Nunes, M.B.R. ; Silva, A.E.F. 1						N	N		EAFM10579	1	Campos, J.R.N.; Nunes, M.B.R. ; Silva, A.E.F.	14	10	BRA															1	GC					urn:occurrence:f914f179-cc09-4ee6-a236-9064e76ab1fc
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.958398'	'-59.932624'	WGS84	PreservedSpecimen	2005	Souza, SS de 148	Amazonas Manaus Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O5, km 3.5. Solo muito argiloso.					N	N		INPA232022	148	Souza, SS de	26	3	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O5, km 3.5. Solo muito argiloso.														1	GC					urn:occurrence:89fca7d9-53be-4073-a436-bc98ebe7dede
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.967846'	'-59.927934'	WGS84	PreservedSpecimen	1966	Duarte, AP 9833	Amazonas Manaus Reserva Florestal Adolfo Ducke, Reserva Florestal Adolfo Ducke, próximo a Estação Metereológica.					N	N		INPA17577	9833	Duarte, AP		7	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke, Reserva Florestal Adolfo Ducke, próximo a Estação Metereológica.														1	GC					urn:occurrence:e6f8d1ce-2a32-458c-a516-c340ab5c8e2b
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.408569'	'-60.897259'	WGS84	PreservedSpecimen	1957	Rodrigues, WA 418	Amazonas Manacapuru Rio Manacapurú, Rio Manacapuru, mata acima do repartimento. Terra margem do rio. Comum acima do repartimento.					N	N		INPA5297	418	Rodrigues, WA	5	4	BRA	Amazonas Manacapuru Rio Manacapurú, Rio Manacapuru, mata acima do repartimento. Terra margem do rio. Comum acima do repartimento.														1	GC					urn:occurrence:2fc44f4e-6a1d-4824-a9d9-bb6964bd52fe
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536873616'	'-60.39203249'	WGS84	PreservedSpecimen	1959	Rodrigues, WA 1238	Amazonas Manaus Igarapé do Buião., Igarapé do Buião. Terra firme, arenosa, capoeira grossa.					N	N		INPA7566	1238	Rodrigues, WA	3	8	BRA	Amazonas Manaus Igarapé do Buião., Igarapé do Buião. Terra firme, arenosa, capoeira grossa.														1	GC					urn:occurrence:12266d5e-ab8f-4fbf-9267-8e07c7317ff4
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.96123'	'-59.930773'	WGS84	PreservedSpecimen	1993	Ribeiro JELS; Hopkins MJG; Ramos JF; Souza SS	Amazonas Manaus Reserva Ducke. Amazonas. Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarape do Tinga. Floresta de Plato.					N	N		WAG.1673096		Ribeiro JELS; Hopkins MJG; Ramos JF; Souza SS	12	8	BRA	Amazonas Manaus Reserva Ducke. Amazonas. Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarape do Tinga. Floresta de Plato.														1	GC					urn:occurrence:1dbb3b86-fe47-4a4a-992d-732e64f1e0d4
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.140832'	'-60.000058'	WGS84	PreservedSpecimen	1979	C. A. Cid Ferreira; 934	Amazonas Manaus BR-174, estrada Manaus-Caracaraí, km 96, ramal da estrada da Hidrelétrica de Balbina, margem da estrada, lado direito.					N	N		NY01252475	934	C. A. Cid Ferreira;	30	8	BRA	Amazonas Manaus BR-174, estrada Manaus-Caracaraí, km 96, ramal da estrada da Hidrelétrica de Balbina, margem da estrada, lado direito.														1	GC					urn:occurrence:294d7fe7-991d-4d31-a203-4885e3368b53
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.52985'	'-59.638359'	WGS84	PreservedSpecimen	1965	Rodrigues, WA 7206	Amazonas Rio Preto da Eva AM-1, Km 134 (cidade Tavares Bastos). Solo argilos, AM-1, Km 134 (cidade Tavares Bastos). Solo argiloso.					N	N		INPA16109	7206	Rodrigues, WA	30	9	BRA	Amazonas Rio Preto da Eva AM-1, Km 134 (cidade Tavares Bastos). Solo argilos, AM-1, Km 134 (cidade Tavares Bastos). Solo argiloso.														1	GC					urn:occurrence:014337de-0838-439e-b5b3-77720f5ce8af
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.989536'	'-59.900413'	WGS84	PreservedSpecimen	2003	Castilho, CV de 1357	Amazonas Manaus Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O9, km 6.5.					N	N		INPA232052	1357	Castilho, CV de	11	6	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O9, km 6.5.														1	GC					urn:occurrence:69b33d35-504c-4168-9f61-4189614531bd
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.987885'	'-60.053668'	WGS84	PreservedSpecimen	1984	Miranda, MC de C. 235	Amazonas Manaus Tarumã, caminho para Cachoeira das Almas, Tarumã, caminho para Cachoeira das Almas.					N	N		INPA119201	235	Miranda, MC de C.	7	6	BRA	Amazonas Manaus Tarumã, caminho para Cachoeira das Almas, Tarumã, caminho para Cachoeira das Almas.														1	GC					urn:occurrence:6398ab8c-812c-4401-8c4d-802c850a38ae
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.962753'	'-59.92767'	WGS84	PreservedSpecimen	1995	Oliveira, AA de 2809	Amazonas Manaus Reserva Florestal Adolfo Ducke					N	N		INPA180477	2809	Oliveira, AA de	1	8	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke														1	GC					urn:occurrence:58dfb07d-108e-414b-810f-e7eeed47f4c5
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.082488'	'-59.927417'	WGS84	PreservedSpecimen	2009	Souza, F.R.S.; Pereira, V.S. ; Bernardo, E.S. s.n.	Amazonas Manaus IFAM, Campus Manaus-Zona Leste, coletado na mata secundária da Agricultura.					N	N		EAFM765	s.n.	Souza, F.R.S.; Pereira, V.S. ; Bernardo, E.S.	7	8	BRA	Amazonas Manaus IFAM, Campus Manaus-Zona Leste, coletado na mata secundária da Agricultura.														1	GC					urn:occurrence:3f26449a-00d9-4299-927b-f30c47a98a9a
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.955326'	'-59.929083'	WGS84	PreservedSpecimen	1994	Ramos JF	Amazonas Manaus Reserva Ducke Amazonas. Reserva Florestal Ducke, Manaus-Itacoatiara, Km 26.					N	N		WAG.1673097		Ramos JF	16	6	BRA	Amazonas Manaus Reserva Ducke Amazonas. Reserva Florestal Ducke, Manaus-Itacoatiara, Km 26.														1	GC					urn:occurrence:75b2f4f6-afd6-41c1-94b2-a6c24df2d8f3
